Id	ScheduleId	MachineId	ItemId	CoilName	CurrentInventoryLevel	DepletionType	CreatedBy	
=142	=2387	=1192851	=936	=33	=0	=C	=test@test.com	
=143	=2387	=1192851	=850	=35	=0	=C	=test@test.com	
=144	=2387	=1192851	=908	=36	=0	=C	=test@test.com	
=145	=2387	=1192851	=799	=37	=0	=C	=test@test.com	
=146	=2387	=1192851	=800	=38	=0	=C	=test@test.com	
=147	=2387	=1192851	=952	=40	=0	=C	=test@test.com	
=148	=2387	=1192851	=944	=41	=0	=C	=test@test.com	
=149	=2387	=1192851	=948	=43	=0	=C	=test@test.com	
=150	=2387	=1192851	=947	=45	=0	=C	=test@test.com	
=151	=2387	=1192851	=955	=46	=0	=C	=test@test.com	
=152	=2387	=1192851	=977	=48	=0	=C	=test@test.com	
=153	=2387	=1192851	=801	=49	=0	=C	=test@test.com	
=154	=2387	=1192851	=909	=50	=0	=C	=test@test.com	
=155	=2387	=1192851	=802	=51	=0	=C	=test@test.com	
=156	=2387	=1192851	=895	=52	=0	=C	=test@test.com	
=157	=2387	=1192851	=933	=53	=0	=C	=test@test.com	
=158	=2387	=1192851	=873	=54	=1	=C	=test@test.com	
=159	=2387	=1192851	=883	=56	=0	=C	=test@test.com	
=160	=2387	=1192851	=937	=57	=0	=C	=test@test.com	
=161	=2387	=1192851	=921	=58	=0	=C	=test@test.com	
=162	=2387	=1192851	=903	=62	=0	=C	=test@test.com	
=163	=2387	=1192851	=932	=63	=0	=C	=test@test.com	
=164	=2387	=1192851	=874	=64	=0	=C	=test@test.com	
=165	=2387	=1192851	=938	=66	=0	=C	=test@test.com	
=166	=2387	=1192851	=523	=7	=0	=C	=test@test.com	
=167	=2387	=1192851	=965	=73	=0	=C	=test@test.com	
=168	=2387	=1192851	=964	=74	=0	=C	=test@test.com	
=169	=2387	=1192851	=963	=76	=0	=C	=test@test.com	
=170	=2387	=1192851	=808	=78	=0	=C	=test@test.com	
=171	=2387	=1192851	=811	=80	=0	=C	=test@test.com	
=172	=2387	=1192851	=881	=81	=0	=C	=test@test.com	
=173	=2387	=1192851	=812	=82	=0	=C	=test@test.com	
=174	=2387	=1192851	=813	=83	=0	=C	=test@test.com	
=175	=2387	=1192851	=817	=84	=0	=C	=test@test.com	
=176	=2387	=1192851	=917	=87	=0	=C	=test@test.com	
=177	=2387	=1192851	=841	=9	=0	=C	=test@test.com	
=178	=2387	=1192851	=829	=98	=0	=C	=test@test.com	
=179	=2387	=1192851	=830	=99	=0	=C	=test@test.com	
=180	=2387	=1192852	=411	=	=0	=U	=test@test.com	
=181	=2387	=1192852	=420	=	=0	=U	=test@test.com	
=182	=2387	=1192852	=455	=	=0	=U	=test@test.com	
=183	=2387	=1192852	=525	=	=0	=U	=test@test.com	
=184	=2387	=1192852	=558	=	=0	=U	=test@test.com	
=185	=2387	=1192852	=872	=	=0	=U	=test@test.com	
=186	=2387	=1192852	=905	=	=0	=U	=test@test.com	
=383	=2388	=999958	=572	=	=0	=U	=test@test.com	
=384	=2388	=1011865	=409	=	=0	=U	=test@test.com	
=385	=2388	=1047404	=383	=	=0	=U	=test@test.com	
=386	=2388	=1047404	=395	=	=0	=U	=test@test.com	
=387	=2388	=1047404	=397	=	=0	=U	=test@test.com	
=388	=2388	=1047404	=543	=	=0	=U	=test@test.com	
=389	=2388	=1047404	=752	=	=0	=U	=test@test.com	
=390	=2388	=1047478	=356	=	=0	=U	=test@test.com	
=391	=2388	=1047478	=527	=	=0	=U	=test@test.com	
=392	=2388	=1047478	=745	=	=0	=U	=test@test.com	
=393	=2388	=1047478	=899	=	=0	=U	=test@test.com	
=394	=2388	=1047478	=972	=	=0	=U	=test@test.com	
=395	=2388	=1047479	=351	=	=1	=U	=test@test.com	
=396	=2388	=1047479	=467	=	=0	=U	=test@test.com	
=397	=2388	=1047479	=527	=	=0	=U	=test@test.com	
=398	=2388	=1047479	=528	=	=0	=U	=test@test.com	
=399	=2388	=1047479	=972	=	=0	=U	=test@test.com	
=400	=2388	=1047479	=981	=	=1	=U	=test@test.com	
=401	=2388	=1151863	=586	=	=0	=U	=test@test.com	
=402	=2388	=1151863	=765	=	=3	=U	=test@test.com	
=403	=2388	=1174705	=678	=	=0	=U	=test@test.com	
=404	=2388	=1174752	=347	=108	=0	=C	=test@test.com	
=405	=2388	=1174752	=594	=110	=0	=C	=test@test.com	
=406	=2388	=1174752	=316	=118	=0	=C	=test@test.com	
=407	=2388	=1174752	=930	=150	=0	=C	=test@test.com	
=408	=2388	=1174759	=310	=	=1	=U	=test@test.com	
=409	=2388	=1174759	=383	=	=0	=U	=test@test.com	
=410	=2388	=1174759	=972	=	=0	=U	=test@test.com	
=411	=2388	=1174759	=1073	=	=1	=U	=test@test.com	
=412	=2388	=1174955	=527	=	=0	=U	=test@test.com	
=413	=2388	=1192844	=714	=	=2	=U	=test@test.com	
=414	=2388	=1192844	=715	=	=1	=U	=test@test.com	
=415	=2388	=1192845	=570	=1	=0	=C	=test@test.com	
=416	=2388	=1192845	=707	=3	=4	=C	=test@test.com	
=417	=2388	=1192845	=714	=4	=0	=C	=test@test.com	
=418	=2388	=1192845	=918	=6	=2	=C	=test@test.com	
=419	=2388	=1192845	=348	=8	=0	=C	=test@test.com	
=420	=2388	=1192850	=248	=	=0	=U	=test@test.com	
=421	=2388	=1192850	=705	=	=0	=U	=test@test.com	
=422	=2388	=1192850	=766	=	=0	=U	=test@test.com	
=423	=2388	=1192851	=835	=104	=0	=C	=test@test.com	
=424	=2388	=1192851	=867	=108	=0	=C	=test@test.com	
=425	=2388	=1192851	=868	=109	=0	=C	=test@test.com	
=426	=2388	=1192851	=869	=110	=0	=C	=test@test.com	
=427	=2388	=1192851	=912	=111	=0	=C	=test@test.com	
=428	=2388	=1192851	=940	=16	=0	=C	=test@test.com	
=429	=2388	=1192851	=942	=17	=0	=C	=test@test.com	
=430	=2388	=1192851	=791	=20	=0	=C	=test@test.com	
=431	=2388	=1192851	=794	=23	=0	=C	=test@test.com	
=432	=2388	=1192851	=900	=26	=0	=C	=test@test.com	
=433	=2388	=1192851	=978	=3	=0	=C	=test@test.com	
=434	=2388	=1192851	=849	=30	=0	=C	=test@test.com	
=435	=2388	=1192851	=886	=31	=0	=C	=test@test.com	
=436	=2388	=1192851	=936	=33	=0	=C	=test@test.com	
=437	=2388	=1192851	=850	=35	=0	=C	=test@test.com	
=438	=2388	=1192851	=908	=36	=0	=C	=test@test.com	
=439	=2388	=1192851	=799	=37	=0	=C	=test@test.com	
=440	=2388	=1192851	=800	=38	=0	=C	=test@test.com	
=441	=2388	=1192851	=952	=40	=0	=C	=test@test.com	
=442	=2388	=1192851	=944	=41	=0	=C	=test@test.com	
=443	=2388	=1192851	=948	=43	=0	=C	=test@test.com	
=444	=2388	=1192851	=947	=45	=0	=C	=test@test.com	
=445	=2388	=1192851	=955	=46	=0	=C	=test@test.com	
=446	=2388	=1192851	=977	=48	=0	=C	=test@test.com	
=447	=2388	=1192851	=801	=49	=0	=C	=test@test.com	
=448	=2388	=1192851	=909	=50	=0	=C	=test@test.com	
=449	=2388	=1192851	=802	=51	=0	=C	=test@test.com	
=450	=2388	=1192851	=895	=52	=0	=C	=test@test.com	
=451	=2388	=1192851	=933	=53	=0	=C	=test@test.com	
=452	=2388	=1192851	=873	=54	=1	=C	=test@test.com	
=453	=2388	=1192851	=883	=56	=0	=C	=test@test.com	
=454	=2388	=1192851	=937	=57	=0	=C	=test@test.com	
=455	=2388	=1192851	=921	=58	=0	=C	=test@test.com	
=456	=2388	=1192851	=903	=62	=0	=C	=test@test.com	
=457	=2388	=1192851	=932	=63	=0	=C	=test@test.com	
=458	=2388	=1192851	=874	=64	=0	=C	=test@test.com	
=459	=2388	=1192851	=938	=66	=0	=C	=test@test.com	
=460	=2388	=1192851	=523	=7	=0	=C	=test@test.com	
=461	=2388	=1192851	=965	=73	=0	=C	=test@test.com	
=462	=2388	=1192851	=964	=74	=0	=C	=test@test.com	
=463	=2388	=1192851	=963	=76	=0	=C	=test@test.com	
=464	=2388	=1192851	=808	=78	=0	=C	=test@test.com	
=465	=2388	=1192851	=811	=80	=0	=C	=test@test.com	
=466	=2388	=1192851	=881	=81	=0	=C	=test@test.com	
=467	=2388	=1192851	=812	=82	=0	=C	=test@test.com	
=468	=2388	=1192851	=813	=83	=0	=C	=test@test.com	
=469	=2388	=1192851	=817	=84	=0	=C	=test@test.com	
=470	=2388	=1192851	=917	=87	=0	=C	=test@test.com	
=471	=2388	=1192851	=841	=9	=0	=C	=test@test.com	
=472	=2388	=1192851	=829	=98	=0	=C	=test@test.com	
=473	=2388	=1192851	=830	=99	=0	=C	=test@test.com	
=474	=2388	=1192852	=411	=	=0	=U	=test@test.com	
=475	=2388	=1192852	=420	=	=0	=U	=test@test.com	
=476	=2388	=1192852	=455	=	=0	=U	=test@test.com	
=477	=2388	=1192852	=525	=	=0	=U	=test@test.com	
=478	=2388	=1192852	=558	=	=0	=U	=test@test.com	
=479	=2388	=1192852	=872	=	=0	=U	=test@test.com	
=480	=2388	=1192852	=905	=	=0	=U	=test@test.com	
