Id	MachineId	Name	GroupName	Inventory	Par	AlertLevel	Capacity	PriceInCents	DesiredPriceInCents	ItemId	VendsSinceInitializationQuantity	LastSaleDateTime	
=248	=38	=7	[NULL]	=13	=18	=4	=32	=175	[NULL]	=999	=2010	=12/09/2013 09:38:56	
=249	=38	=8	[NULL]	=4	=18	=4	=32	=175	[NULL]	=993	=1271	=10/24/2013 18:19:32	
=250	=38	=9	[NULL]	=9	=12	=4	=32	=175	[NULL]	=995	=1867	=12/14/2013 13:41:03	
=251	=38	=10	[NULL]	=12	=12	=4	=32	=175	[NULL]	=2	=1690	=04/11/2013 22:31:51	
=252	=53	=1	=A	=9	=12	=2	=72	=175	=175	=929	=3857	=01/27/2014 20:03:49	
=253	=53	=2	=A	=0	=0	=-1000	=0	=175	=175	=929	=27491	=10/09/2013 19:19:15	
=254	=53	=3	=B	=8	=12	=2	=72	=175	=175	=931	=37001	=01/23/2014 17:30:21	
=255	=53	=4	=B	=0	=0	=-1000	=0	=175	=175	=931	=1840	=09/12/2013 13:18:28	
=256	=53	=5	[NULL]	=6	=12	=2	=36	=175	=175	=921	=2139	=01/25/2014 16:37:38	
=257	=53	=6	[NULL]	=11	=18	=2	=36	=175	=175	=947	=15844	=12/12/2013 14:45:50	
=258	=53	=7	[NULL]	=4	=12	=2	=36	=175	=175	=946	=17637	=01/27/2014 20:03:49	
=259	=53	=8	[NULL]	=17	=18	=2	=36	=190	=190	=1146	=1872	=12/05/2013 10:43:13	
=260	=53	=9	[NULL]	=6	=12	=2	=36	=190	=190	=1154	=849	=01/25/2014 16:37:38	
=261	=53	=10	=C	=49	=72	=2	=108	=125	=125	=910	=3419	=01/27/2014 15:46:36	
=262	=53	=11	=C	=0	=0	=-1000	=0	=125	=125	=910	=3833	=10/09/2013 23:19:35	
=263	=53	=12	=C	=0	=0	=-1000	=0	=125	=125	=910	=962	=10/10/2013 11:19:20	
=264	=52	=1	=A	=15	=18	=6	=64	=175	=175	=929	=414	=01/27/2014 20:12:08	
=265	=52	=2	=A	=0	=0	=-1000	=0	=175	=175	=929	=1510	=10/02/2013 17:18:34	
=266	=52	=3	=A	=0	=0	=-1000	=0	=175	=175	=929	=1462	=09/26/2013 13:16:45	
=267	=52	=4	=A	=0	=0	=-1000	=0	=175	=175	=929	=241	=09/05/2013 13:05:27	
=268	=52	=5	=B	=22	=24	=6	=64	=175	=175	=931	=1209	=01/27/2014 15:42:10	
=269	=52	=6	=B	=0	=0	=-1000	=0	=175	=175	=931	=3702	=10/09/2013 17:21:09	
=270	=52	=7	[NULL]	=12	=12	=4	=32	=175	=175	=947	=2054	=01/21/2014 16:10:19	
=271	=52	=8	[NULL]	=11	=12	=4	=32	=175	=175	=921	=2695	=01/27/2014 10:44:42	
=272	=52	=9	[NULL]	=10	=12	=4	=32	=190	=190	=1146	=2085	=01/22/2014 14:36:54	
=273	=52	=10	=C	=61	=72	=18	=96	=125	=125	=910	=2282	=01/28/2014 00:40:14	
=274	=52	=11	=C	=0	=0	=-1000	=0	=125	=125	=910	=5092	=10/09/2013 21:20:59	
=275	=52	=12	=C	=0	=0	=-1000	=0	=125	=125	=910	=2003	=10/09/2013 17:21:09	
=276	=37	=1	[NULL]	=11	=18	=6	=32	=175	=175	=1012	=9516	=01/21/2014 16:36:44	
=277	=37	=2	[NULL]	=12	=18	=6	=32	=175	=175	=912	=12408	=01/22/2014 19:02:49	
=278	=37	=3	[NULL]	=12	=12	=4	=32	=175	=175	=1132	=3558	=12/16/2013 18:41:55	
=279	=37	=4	[NULL]	=22	=24	=6	=32	=100	=100	=911	=10237	=01/15/2014 15:22:13	
=280	=37	=5	[NULL]	=11	=18	=6	=32	=175	=175	=990	=7632	=01/27/2014 17:51:16	
=281	=37	=6	[NULL]	=11	=18	=4	=32	=175	=175	=998	=4298	=01/24/2014 19:26:42	
=282	=37	=7	[NULL]	=13	=18	=4	=32	=175	=175	=999	=3866	=01/14/2014 12:58:13	
=283	=37	=8	[NULL]	=7	=12	=4	=32	=175	=175	=992	=3601	=01/02/2014 18:52:17	
=284	=37	=9	[NULL]	=12	=12	=4	=32	=175	=175	=996	=4990	=12/12/2013 22:36:54	
=285	=37	=10	[NULL]	=8	=12	=4	=32	=175	=175	=995	=4306	=01/27/2014 09:03:11	
=286	=36	=A0	[NULL]	=8	=9	=1	=11	=100	=100	=1362	=6	=01/14/2014 12:43:26	
=287	=36	=A2	[NULL]	=6	=9	=1	=9	=100	=100	=869	=23	=01/27/2014 18:58:19	
=288	=36	=A4	[NULL]	=9	=9	=1	=9	=100	=100	=868	=10	=01/25/2014 15:01:11	
=289	=36	=A6	[NULL]	=9	=9	=1	=9	=100	=100	=870	=13	=01/23/2014 14:36:59	
=290	=36	=B0	[NULL]	=7	=11	=2	=11	=100	=100	=1328	=8	=01/27/2014 14:56:20	
=291	=36	=B2	[NULL]	=10	=11	=2	=11	=80	=80	=829	=6	=01/27/2014 10:52:42	
=292	=36	=B4	[NULL]	=13	=13	=2	=13	=100	=100	=851	=1	=01/03/2014 19:38:36	
=293	=36	=B6	[NULL]	=8	=11	=2	=11	=100	=100	=1200	=8	=01/27/2014 18:58:19	
=294	=36	=C0	[NULL]	=12	=15	=2	=15	=80	=80	=1006	=4	=01/27/2014 14:56:20	
=295	=36	=C2	[NULL]	=8	=10	=2	=15	=125	=125	=847	=2	=01/17/2014 13:22:49	
=296	=36	=C4	[NULL]	=13	=13	=2	=13	=100	=100	=957	=9	=01/24/2014 14:49:52	
=297	=36	=C6	[NULL]	=11	=11	=2	=11	=175	=175	=958	=10	=01/22/2014 14:25:05	
=298	=36	=D0	[NULL]	=15	=17	=2	=17	=125	=125	=799	=2	=01/10/2014 11:53:14	
=299	=36	=D1	[NULL]	=10	=12	=2	=17	=75	=75	=831	=10	=01/27/2014 14:56:20	
=300	=36	=D2	[NULL]	=8	=12	=2	=17	=100	=100	=1367	=10	=01/27/2014 23:00:29	
=301	=36	=D3	[NULL]	=10	=10	=2	=17	=125	=125	=1397	=4	=01/23/2014 18:38:57	
=302	=36	=D4	[NULL]	=16	=17	=2	=17	=100	=100	=828	=1	=01/06/2014 15:47:12	
=303	=36	=D5	[NULL]	=18	=20	=2	=20	=125	=125	=811	=4	=01/23/2014 18:38:57	
=304	=36	=D6	[NULL]	=12	=15	=2	=15	=125	=125	=819	=1	=01/13/2014 16:33:20	
=305	=36	=D7	[NULL]	=15	=15	=2	=15	=150	=150	=1241	=2	=01/14/2014 11:25:28	
=306	=36	=E0	[NULL]	=15	=15	=2	=17	=75	=75	=854	=4	=01/23/2014 18:38:57	
=307	=36	=E2	[NULL]	=17	=17	=2	=17	=100	=100	=1246	=8	=01/24/2014 14:49:52	
=308	=36	=E4	[NULL]	=17	=20	=2	=20	=80	=80	=1158	=8	=01/23/2014 10:34:59	
=309	=36	=E6	[NULL]	=13	=15	=2	=15	=80	=80	=1010	=6	=01/27/2014 14:56:20	
=310	=36	=F0	[NULL]	=6	=6	=1	=11	=150	=150	=1314	=5	=01/24/2014 18:51:05	
=311	=36	=F2	[NULL]	=7	=8	=2	=13	=100	=100	=862	=3	=01/23/2014 10:34:59	
=312	=36	=F4	[NULL]	=12	=12	=2	=15	=100	=100	=842	=13	=01/23/2014 10:34:59	
=313	=36	=F6	[NULL]	=9	=11	=2	=11	=100	=100	=964	=4	=01/23/2014 14:36:59	
=314	=36	=H0	[NULL]	=0	=0	=0	[NULL]	=50	=50	=2	=0	=08/13/2012 14:04:44	
=315	=36	=H1	[NULL]	=0	=0	=0	[NULL]	=50	=50	=2	=0	=08/07/2013 15:26:44	
=316	=36	=H2	[NULL]	=0	=0	=0	[NULL]	=50	=50	=2	=0	=08/02/2013 11:24:09	
=317	=36	=H3	[NULL]	=0	=0	=0	[NULL]	=50	=50	=2	=0	=11/13/2013 18:55:56	
=318	=36	=H4	[NULL]	=0	=0	=0	[NULL]	=50	=50	=2	=0	=08/02/2013 11:24:09	
=352	=16	=1	[NULL]	=11	=18	=4	=32	=175	[NULL]	=1012	=9743	=01/27/2014 16:33:06	
=353	=16	=2	[NULL]	=10	=18	=4	=32	=175	[NULL]	=912	=5736	=01/27/2014 12:23:42	
=354	=16	=3	[NULL]	=21	=24	=4	=32	=100	[NULL]	=911	=7241	=01/23/2014 17:49:49	
=355	=16	=4	[NULL]	=8	=12	=4	=18	=350	[NULL]	=933	=4434	=01/27/2014 20:39:52	
=356	=16	=5	[NULL]	=11	=18	=4	=32	=175	[NULL]	=990	=6538	=01/23/2014 17:49:49	
=357	=16	=6	[NULL]	=9	=12	=4	=32	=150	[NULL]	=1373	=4381	=01/22/2014 17:07:52	
=358	=16	=7	[NULL]	=15	=18	=4	=32	=300	[NULL]	=919	=4658	=01/27/2014 12:23:42	
=359	=16	=8	[NULL]	=6	=12	=4	=32	=175	[NULL]	=1132	=3522	=01/15/2014 12:09:03	
=360	=16	=9	[NULL]	=23	=24	=4	=32	=175	[NULL]	=999	=4118	=01/22/2014 17:07:52	
=361	=16	=10	[NULL]	=15	=24	=4	=32	=175	[NULL]	=998	=7163	=01/27/2014 20:39:52	
=362	=41	=A1	[NULL]	=7	=9	=1	=9	=250	=250	=937	=393	=01/03/2014 14:21:38	
=363	=41	=A2	[NULL]	=9	=9	=1	=9	=250	=250	=1391	=339	=01/02/2014 14:21:38	
=364	=41	=A3	[NULL]	=9	=9	=1	=9	=250	=250	=934	=566	=01/27/2014 10:17:08	
=365	=41	=A4	[NULL]	=4	=9	=1	=9	=250	=250	=936	=380	=01/27/2014 21:15:59	
=366	=41	=A5	[NULL]	=8	=9	=1	=9	=250	=250	=1341	=667	=12/12/2013 17:38:04	
=367	=41	=A6	[NULL]	=9	=9	=1	=9	=250	=250	=1342	=616	=12/12/2013 13:37:48	
=368	=41	=A7	[NULL]	=6	=9	=1	=9	=300	=300	=904	=343	=01/27/2014 16:58:56	
=369	=41	=A8	[NULL]	=5	=7	=1	=7	=275	=275	=1148	=513	=01/27/2014 12:39:47	
=370	=41	=A9	[NULL]	=6	=7	=1	=7	=275	=275	=1149	=352	=01/24/2014 13:44:49	
=371	=41	=B1	=A	=7	=16	=2	=16	=175	=175	=931	=479	=01/27/2014 10:17:08	
=372	=41	=B2	=A	=0	=0	=-1000	=0	=175	=175	=931	=329	=10/08/2013 22:09:49	
=373	=41	=B3	[NULL]	=8	=8	=1	=8	=175	=175	=1174	=595	=01/24/2014 15:44:36	
=374	=41	=B4	=B	=11	=16	=2	=16	=175	=175	=947	=792	=01/27/2014 16:58:56	
=375	=41	=B5	=B	=0	=0	=-1000	=0	=175	=175	=947	=714	=10/03/2013 18:07:41	
=376	=41	=B6	=H	=10	=16	=2	=16	=175	=175	=946	=1445	=01/27/2014 21:15:59	
=377	=41	=B7	=H	=0	=0	=-1000	=0	=175	=175	=946	=920	=01/10/2014 15:31:43	
=378	=41	=B8	=C	=13	=16	=2	=16	=175	=175	=929	=869	=01/27/2014 16:58:56	
=379	=41	=B9	=C	=0	=0	=-1000	=0	=175	=175	=929	=349	=10/08/2013 12:32:13	
=380	=41	=C1	[NULL]	=7	=8	=1	=8	=175	=175	=938	=360	=01/24/2014 13:44:49	
=381	=41	=C2	[NULL]	=7	=8	=1	=8	=175	=175	=923	=637	=01/27/2014 12:39:47	
=382	=41	=C3	[NULL]	=4	=8	=1	=8	=175	=175	=927	=624	=01/24/2014 15:44:36	
=383	=41	=C4	=G	=10	=16	=1	=16	=175	=175	=922	=639	=01/27/2014 16:58:56	
=384	=41	=C5	=G	=0	=0	=-1000	=0	=175	=175	=922	=508	=01/15/2014 15:30:21	
=385	=41	=C6	=D	=16	=16	=2	=16	=175	=175	=926	=905	=01/24/2014 15:44:36	
=386	=41	=C7	=D	=0	=0	=-1000	=0	=175	=175	=926	=547	=10/03/2013 14:07:41	
=387	=41	=C8	=E	=13	=16	=2	=16	=175	=175	=921	=977	=01/27/2014 16:58:56	
=388	=41	=C9	=E	=0	=0	=-1000	=0	=175	=175	=921	=484	=10/07/2013 22:09:49	
=389	=41	=D1	[NULL]	=8	=8	=1	=8	=200	=200	=1327	=477	=01/14/2014 12:14:39	
=390	=41	=D2	[NULL]	=8	=8	=1	=8	=200	=200	=1244	=596	=01/23/2014 16:19:46	
=391	=41	=D3	[NULL]	=8	=8	=1	=8	=200	=200	=1170	=477	=11/14/2013 13:26:06	
=392	=41	=D4	[NULL]	=7	=8	=1	=8	=200	=200	=1105	=669	=01/27/2014 16:58:56	
=393	=41	=D5	[NULL]	=7	=8	=1	=8	=200	=200	=1073	=720	=01/27/2014 12:39:47	
=394	=41	=D6	[NULL]	=8	=8	=2	=8	=200	=200	=1074	=794	=01/07/2014 14:23:39	
=395	=41	=D7	[NULL]	=7	=8	=2	=8	=200	=200	=1130	=532	=01/24/2014 13:44:49	
=396	=41	=D8	[NULL]	=6	=8	=1	=8	=190	=190	=1146	=523	=01/27/2014 12:39:47	
=397	=41	=D9	[NULL]	=8	=8	=1	=8	=190	=190	=1154	=559	=11/19/2013 13:28:36	
=398	=41	=E1	[NULL]	=7	=8	=1	=8	=175	=175	=914	=262	=01/27/2014 16:58:56	
=399	=41	=E2	=F	=25	=32	=4	=32	=125	=125	=910	=567	=01/27/2014 16:58:56	
=400	=41	=E3	=F	=0	=0	=-1000	=0	=125	=125	=910	=708	=10/10/2013 11:09:54	
=401	=41	=E4	=F	=0	=0	=-1000	=0	=125	=125	=910	=606	=10/09/2013 22:10:00	
=402	=41	=E5	=F	=0	=0	=-1000	=0	=125	=125	=910	=485	=10/10/2013 11:09:54	
=403	=41	=E6	[NULL]	=7	=7	=1	=8	=175	=175	=996	=636	=12/10/2013 11:17:55	
=404	=41	=E7	[NULL]	=5	=7	=1	=8	=175	=175	=993	=503	=01/27/2014 12:39:47	
=405	=41	=E8	[NULL]	=6	=7	=1	=8	=175	=175	=995	=636	=01/21/2014 17:10:31	
=406	=41	=E9	[NULL]	=6	=7	=1	=8	=175	=175	=992	=392	=01/23/2014 10:02:41	
=407	=41	=F1	=9	=0	=0	=0	=0	=0	=0	=2	=0	[NULL]	
=408	=41	=F2	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
