Id	MachineId	HistoryType	RestockId	EffectiveUtcDateTime	CreatedByUserId	IsRecentUtcCreatedDateTime	Active	
=13254	=21	=OBS	[NULL]	=07/30/2013 17:54:33	=3439	=False	=True	
=13255	=19	=COA	[NULL]	=07/30/2013 18:08:46	[NULL]	=False	=True	
=13256	=19	=COA	[NULL]	=07/30/2013 18:08:46	[NULL]	=False	=True	
=13260	=1	=OBS	[NULL]	=07/30/2013 18:20:00	=4433	=False	=True	
=13261	=19	=COA	[NULL]	=07/30/2013 21:08:57	[NULL]	=False	=True	
=13262	=19	=COA	[NULL]	=07/30/2013 21:08:57	[NULL]	=False	=True	
=13265	=38	=OBS	[NULL]	=07/30/2013 21:42:05	=4433	=False	=True	
=13266	=31	=OBS	[NULL]	=07/30/2013 21:40:00	=4433	=False	=True	
=13268	=28	=OBS	[NULL]	=07/30/2013 23:10:00	=4433	=False	=True	
=13287	=19	=COA	[NULL]	=07/31/2013 20:24:09	[NULL]	=False	=True	
=13288	=19	=COA	[NULL]	=07/31/2013 20:24:09	[NULL]	=False	=True	
=13302	=7	=OBS	[NULL]	=07/31/2013 18:50:00	=4433	=False	=True	
=13325	=19	=COA	[NULL]	=08/01/2013 19:08:59	[NULL]	=False	=True	
=13326	=19	=COA	[NULL]	=08/01/2013 19:08:59	[NULL]	=False	=True	
=13373	=45	=OBS	[NULL]	=08/05/2013 16:30:24	=4433	=False	=True	
=13378	=22	=OBS	[NULL]	=08/05/2013 16:46:41	=3439	=False	=True	
=13385	=31	=COA	[NULL]	=08/05/2013 18:43:54	[NULL]	=False	=True	
=13386	=31	=COA	[NULL]	=08/05/2013 18:43:54	[NULL]	=False	=True	
=13427	=31	=COA	[NULL]	=08/08/2013 17:12:13	[NULL]	=False	=True	
=13428	=31	=COA	[NULL]	=08/08/2013 17:12:13	[NULL]	=False	=True	
=13472	=19	=COA	[NULL]	=08/12/2013 17:14:03	[NULL]	=False	=True	
=13473	=19	=COA	[NULL]	=08/12/2013 17:14:03	[NULL]	=False	=True	
=13477	=19	=COA	[NULL]	=08/12/2013 19:13:52	[NULL]	=False	=True	
=13478	=19	=COA	[NULL]	=08/12/2013 19:13:52	[NULL]	=False	=True	
=13482	=29	=OBS	[NULL]	=08/13/2013 17:53:38	=4433	=False	=True	
=13499	=15	=COA	[NULL]	=08/13/2013 21:28:05	[NULL]	=False	=True	
=13500	=19	=COA	[NULL]	=08/13/2013 23:15:56	[NULL]	=False	=True	
=13501	=19	=COA	[NULL]	=08/13/2013 23:15:56	[NULL]	=False	=True	
=13519	=17	=OBS	[NULL]	=08/14/2013 17:50:00	=4433	=False	=True	
=13520	=31	=OBS	[NULL]	=08/14/2013 17:50:00	=4433	=False	=True	
=13543	=36	=OBS	[NULL]	=08/15/2013 16:40:00	=4433	=False	=True	
=13544	=34	=OBS	[NULL]	=08/15/2013 16:40:00	=4433	=False	=True	
=13576	=19	=COA	[NULL]	=08/16/2013 23:16:04	[NULL]	=False	=True	
=13577	=19	=COA	[NULL]	=08/16/2013 23:16:04	[NULL]	=False	=True	
=13593	=19	=COA	[NULL]	=08/19/2013 21:18:15	[NULL]	=False	=True	
=13594	=19	=COA	[NULL]	=08/19/2013 21:18:15	[NULL]	=False	=True	
=13642	=19	=COA	[NULL]	=08/21/2013 16:18:35	[NULL]	=False	=True	
=13643	=19	=COA	[NULL]	=08/21/2013 16:18:36	[NULL]	=False	=True	
=13666	=31	=OBS	[NULL]	=08/22/2013 15:30:00	=4433	=False	=True	
=13667	=17	=OBS	[NULL]	=08/22/2013 15:20:00	=4433	=False	=True	
=13668	=19	=OBS	[NULL]	=08/22/2013 15:20:00	=4433	=False	=True	
=13669	=34	=OBS	[NULL]	=08/22/2013 16:06:50	=4433	=False	=True	
=13703	=19	=COA	[NULL]	=08/23/2013 22:18:39	[NULL]	=False	=True	
=13704	=19	=COA	[NULL]	=08/23/2013 22:18:39	[NULL]	=False	=True	
=13753	=37	=OBS	[NULL]	=08/27/2013 17:23:37	=4433	=False	=True	
=13754	=52	=OBS	[NULL]	=08/27/2013 17:23:49	=4433	=False	=True	
=13803	=53	=OBS	[NULL]	=08/28/2013 21:34:16	=4433	=False	=True	
=13804	=53	=OBS	[NULL]	=08/28/2013 21:34:45	=4433	=False	=True	
=13841	=19	=OBS	[NULL]	=08/29/2013 16:40:00	=4433	=False	=True	
=13921	=15	=OBS	[NULL]	=08/30/2013 23:37:40	=3318	=False	=True	
=13926	=5	=OBS	[NULL]	=09/03/2013 18:14:59	=4433	=False	=True	
=13933	=19	=COA	[NULL]	=09/03/2013 22:25:25	[NULL]	=False	=True	
=13934	=19	=COA	[NULL]	=09/03/2013 22:25:26	[NULL]	=False	=True	
=13946	=43	=OBS	[NULL]	=09/04/2013 15:40:00	=4433	=False	=True	
=13947	=43	=OBS	[NULL]	=09/04/2013 15:40:13	=4433	=False	=True	
=13948	=43	=OBS	[NULL]	=09/04/2013 15:41:07	=4433	=False	=True	
=13971	=19	=COA	[NULL]	=09/04/2013 19:25:31	[NULL]	=False	=True	
=13972	=19	=COA	[NULL]	=09/04/2013 19:25:31	[NULL]	=False	=True	
=13993	=41	=OBS	[NULL]	=09/04/2013 21:45:18	=4433	=False	=True	
=14094	=43	=OBS	[NULL]	=09/09/2013 15:00:00	=4433	=False	=True	
=14139	=3	=OBS	[NULL]	=09/10/2013 21:10:00	=4433	=False	=True	
=14194	=6	=OBS	[NULL]	=09/11/2013 21:54:14	=4433	=False	=True	
=14216	=19	=COA	[NULL]	=09/12/2013 17:27:58	[NULL]	=False	=True	
=14217	=19	=COA	[NULL]	=09/12/2013 17:27:58	[NULL]	=False	=True	
=14245	=19	=COA	[NULL]	=09/13/2013 20:26:11	[NULL]	=False	=True	
=14246	=19	=COA	[NULL]	=09/13/2013 20:26:12	[NULL]	=False	=True	
=14285	=26	=COA	[NULL]	=09/14/2013 00:42:15	[NULL]	=False	=True	
=14286	=26	=COA	[NULL]	=09/14/2013 00:42:15	[NULL]	=False	=True	
=14328	=26	=COA	[NULL]	=09/16/2013 22:44:28	[NULL]	=False	=True	
=14329	=26	=COA	[NULL]	=09/16/2013 22:44:28	[NULL]	=False	=True	
=14422	=21	=OBS	[NULL]	=09/19/2013 17:50:55	=4433	=False	=True	
=14560	=19	=COA	[NULL]	=09/25/2013 04:30:57	[NULL]	=False	=True	
=14561	=19	=COA	[NULL]	=09/25/2013 04:30:57	[NULL]	=False	=True	
=14588	=19	=COA	[NULL]	=09/25/2013 20:31:00	[NULL]	=False	=True	
=14589	=19	=COA	[NULL]	=09/25/2013 20:31:00	[NULL]	=False	=True	
=14621	=29	=OBS	[NULL]	=09/25/2013 22:20:00	=4433	=False	=True	
=14647	=19	=COA	[NULL]	=09/26/2013 19:30:54	[NULL]	=False	=True	
=14648	=19	=COA	[NULL]	=09/26/2013 19:30:54	[NULL]	=False	=True	
=14657	=26	=COA	[NULL]	=09/27/2013 00:49:03	[NULL]	=False	=True	
=14658	=26	=COA	[NULL]	=09/27/2013 00:49:03	[NULL]	=False	=True	
=14704	=19	=COA	[NULL]	=09/27/2013 23:31:29	[NULL]	=False	=True	
=14705	=19	=COA	[NULL]	=09/27/2013 23:31:29	[NULL]	=False	=True	
=14707	=26	=COA	[NULL]	=09/27/2013 23:49:24	[NULL]	=False	=True	
=14708	=26	=COA	[NULL]	=09/27/2013 23:49:24	[NULL]	=False	=True	
=14739	=19	=COA	[NULL]	=09/30/2013 21:33:25	[NULL]	=False	=True	
=14740	=19	=COA	[NULL]	=09/30/2013 21:33:25	[NULL]	=False	=True	
=14760	=19	=COA	[NULL]	=10/01/2013 18:33:34	[NULL]	=False	=True	
=14761	=19	=COA	[NULL]	=10/01/2013 18:33:34	[NULL]	=False	=True	
=14791	=19	=COA	[NULL]	=10/02/2013 19:33:35	[NULL]	=False	=True	
=14792	=19	=COA	[NULL]	=10/02/2013 19:33:36	[NULL]	=False	=True	
=14826	=32	=COA	[NULL]	=10/03/2013 16:43:51	[NULL]	=False	=True	
=14829	=19	=COA	[NULL]	=10/03/2013 17:33:53	[NULL]	=False	=True	
=14830	=19	=COA	[NULL]	=10/03/2013 17:33:53	[NULL]	=False	=True	
=14861	=27	=OBS	[NULL]	=10/03/2013 21:30:28	=3318	=False	=True	
=14862	=27	=OBS	[NULL]	=10/03/2013 21:30:54	=3318	=False	=True	
=14863	=28	=OBS	[NULL]	=10/03/2013 21:51:05	=3318	=False	=True	
=14864	=31	=OBS	[NULL]	=10/03/2013 21:52:25	=3318	=False	=True	
=14865	=41	=OBS	[NULL]	=10/03/2013 21:53:29	=3318	=False	=True	
=14881	=19	=COA	[NULL]	=10/04/2013 19:35:37	[NULL]	=False	=True	
=14882	=19	=COA	[NULL]	=10/04/2013 19:35:37	[NULL]	=False	=True	
=14885	=26	=OBS	[NULL]	=10/04/2013 21:39:29	=4433	=False	=True	
=15022	=34	=COA	[NULL]	=10/10/2013 19:43:51	[NULL]	=False	=True	
=15023	=34	=COA	[NULL]	=10/10/2013 19:43:51	[NULL]	=False	=True	
=15060	=34	=COA	[NULL]	=10/11/2013 20:43:58	[NULL]	=False	=True	
=15127	=26	=COA	[NULL]	=10/15/2013 21:58:19	[NULL]	=False	=True	
=15128	=26	=COA	[NULL]	=10/15/2013 21:58:19	[NULL]	=False	=True	
=15165	=26	=COA	[NULL]	=10/16/2013 23:58:38	[NULL]	=False	=True	
=15166	=26	=COA	[NULL]	=10/16/2013 23:58:39	[NULL]	=False	=True	
=15168	=19	=COA	[NULL]	=10/17/2013 16:40:42	[NULL]	=False	=True	
=15182	=19	=COA	[NULL]	=10/17/2013 21:40:36	[NULL]	=False	=True	
=15183	=19	=COA	[NULL]	=10/17/2013 21:40:37	[NULL]	=False	=True	
=15184	=15	=OBS	[NULL]	=10/17/2013 21:44:38	=4433	=False	=True	
=15208	=19	=COA	[NULL]	=10/18/2013 17:40:41	[NULL]	=False	=True	
=15234	=26	=COA	[NULL]	=10/18/2013 23:58:24	[NULL]	=False	=True	
=15235	=26	=COA	[NULL]	=10/18/2013 23:58:24	[NULL]	=False	=True	
=15255	=15	=OBS	[NULL]	=10/21/2013 22:18:21	=3318	=False	=True	
=15260	=26	=COA	[NULL]	=10/22/2013 00:00:31	[NULL]	=False	=True	
=15261	=26	=COA	[NULL]	=10/22/2013 00:00:31	[NULL]	=False	=True	
=15268	=19	=COA	[NULL]	=10/22/2013 18:42:54	[NULL]	=False	=True	
=15269	=19	=COA	[NULL]	=10/22/2013 18:42:54	[NULL]	=False	=True	
=15296	=27	=OBS	[NULL]	=10/22/2013 23:30:00	=4433	=False	=True	
=15298	=19	=COA	[NULL]	=10/23/2013 17:43:08	[NULL]	=False	=True	
=15299	=19	=COA	[NULL]	=10/23/2013 17:43:09	[NULL]	=False	=True	
=15300	=19	=COA	[NULL]	=10/23/2013 17:43:09	[NULL]	=False	=True	
=15349	=19	=COA	[NULL]	=10/24/2013 17:45:11	[NULL]	=False	=True	
=15380	=27	=OBS	[NULL]	=10/24/2013 22:00:00	=4433	=False	=True	
=15381	=29	=COA	[NULL]	=10/24/2013 23:29:20	[NULL]	=False	=True	
=15449	=19	=COA	[NULL]	=10/29/2013 20:47:28	[NULL]	=False	=True	
=15469	=29	=COA	[NULL]	=10/30/2013 19:31:57	[NULL]	=False	=True	
=15472	=19	=COA	[NULL]	=10/30/2013 19:47:23	[NULL]	=False	=True	
=15477	=37	=OBS	[NULL]	=10/30/2013 20:33:02	=4433	=False	=True	
=15493	=26	=COA	[NULL]	=10/31/2013 00:05:08	[NULL]	=False	=True	
=15505	=30	=OBS	[NULL]	=10/31/2013 17:41:53	=4433	=False	=True	
=15520	=26	=COA	[NULL]	=11/01/2013 00:05:09	[NULL]	=False	=True	
=15521	=29	=COA	[NULL]	=11/01/2013 01:32:04	[NULL]	=False	=True	
=15532	=21	=COA	[NULL]	=11/01/2013 18:51:25	[NULL]	=False	=True	
=15567	=19	=COA	[NULL]	=11/04/2013 19:49:52	[NULL]	=False	=True	
=15568	=19	=COA	[NULL]	=11/04/2013 19:49:52	[NULL]	=False	=True	
=15587	=27	=OBS	[NULL]	=11/04/2013 22:30:00	=4433	=False	=True	
=15588	=19	=COA	[NULL]	=11/05/2013 00:49:45	[NULL]	=False	=True	
=15589	=19	=COA	[NULL]	=11/05/2013 00:49:45	[NULL]	=False	=True	
=15590	=21	=COA	[NULL]	=11/05/2013 01:53:26	[NULL]	=False	=True	
=15591	=21	=OBS	[NULL]	=11/05/2013 15:50:00	=4433	=False	=True	
=15602	=15	=OBS	[NULL]	=11/05/2013 19:10:00	=4433	=False	=True	
=15654	=36	=OBS	[NULL]	=11/07/2013 18:30:00	=4433	=False	=True	
=15655	=19	=COA	[NULL]	=11/07/2013 18:50:04	[NULL]	=False	=True	
=15679	=19	=COA	[NULL]	=11/08/2013 18:50:08	[NULL]	=False	=True	
=15758	=50	=OBS	[NULL]	=11/13/2013 20:00:00	=4433	=False	=True	
=15795	=19	=COA	[NULL]	=11/14/2013 19:54:38	[NULL]	=False	=True	
=15819	=19	=COA	[NULL]	=11/15/2013 17:54:43	[NULL]	=False	=True	
=15825	=36	=OBS	[NULL]	=11/15/2013 18:00:00	=4433	=False	=True	
=15926	=29	=COA	[NULL]	=11/20/2013 20:42:11	[NULL]	=False	=True	
=15947	=15	=OBS	[NULL]	=11/20/2013 22:18:41	=4433	=False	=True	
=16016	=21	=OBS	[NULL]	=11/25/2013 17:40:00	=4433	=False	=True	
=16017	=39	=OBS	[NULL]	=11/25/2013 17:40:00	=4433	=False	=True	
=16078	=26	=COA	[NULL]	=11/27/2013 03:16:49	[NULL]	=False	=True	
=16081	=26	=COA	[NULL]	=11/27/2013 18:16:49	[NULL]	=False	=True	
=16167	=15	=OBS	[NULL]	=12/03/2013 17:03:00	=4433	=False	=True	
=16168	=27	=OBS	[NULL]	=12/03/2013 17:03:27	=4433	=False	=True	
=16173	=19	=OBS	[NULL]	=12/03/2013 17:45:10	=4433	=False	=True	
=16228	=5	=OBS	[NULL]	=12/05/2013 22:27:56	=4433	=False	=True	
=16237	=29	=OBS	[NULL]	=12/06/2013 17:08:07	=4433	=False	=True	
=16452	=38	=OBS	[NULL]	=12/16/2013 19:38:18	=4433	=False	=True	
=16453	=16	=OBS	[NULL]	=12/16/2013 19:38:39	=4433	=False	=True	
=16479	=35	=OBS	[NULL]	=12/17/2013 21:14:08	=1102	=False	=True	
=16499	=37	=OBS	[NULL]	=12/19/2013 23:31:42	=4433	=False	=True	
=16505	=17	=OBS	[NULL]	=12/24/2013 17:20:20	=4433	=False	=True	
=16506	=44	=OBS	[NULL]	=12/24/2013 17:20:45	=4433	=False	=True	
=16509	=35	=OBS	[NULL]	=12/24/2013 17:45:09	=4433	=False	=True	
=16517	=44	=OBS	[NULL]	=01/02/2014 16:07:39	=4433	=False	=True	
=16518	=6	=RES	=11357	=01/03/2014 19:07:32	[NULL]	=False	=True	
=16519	=6	=REA	=11357	=01/03/2014 19:07:32	=4433	=False	=True	
=16520	=6	=OBS	=11357	=01/03/2014 19:07:32	=4433	=False	=True	
=16521	=44	=RES	=11358	=01/06/2014 20:02:21	[NULL]	=False	=True	
=16522	=36	=OBS	[NULL]	=01/06/2014 20:09:55	=4433	=False	=True	
=16523	=45	=OBS	[NULL]	=01/06/2014 20:25:33	=4433	=False	=True	
=16524	=44	=OBS	=11358	=01/06/2014 20:02:21	=4433	=False	=True	
=16525	=39	=OBS	[NULL]	=01/07/2014 17:47:02	=1102	=False	=True	
=16526	=18	=RES	=11359	=01/07/2014 18:20:00	=1102	=False	=True	
=16527	=18	=OBS	=11359	=01/07/2014 18:20:00	=1102	=False	=True	
=16529	=17	=OBS	[NULL]	=01/07/2014 18:25:07	=1102	=False	=True	
=16530	=36	=OBS	[NULL]	=01/07/2014 18:48:41	=1102	=False	=True	
=16531	=34	=OBS	[NULL]	=01/07/2014 19:00:11	=1102	=False	=True	
=16532	=29	=OBS	[NULL]	=01/07/2014 19:35:00	=1102	=False	=True	
=16533	=15	=OBS	[NULL]	=01/08/2014 15:40:00	=4433	=False	=True	
=16534	=50	=RES	=11360	=01/08/2014 17:01:12	[NULL]	=False	=True	
=16535	=50	=REA	=11360	=01/08/2014 17:01:12	=4433	=False	=True	
=16536	=50	=OBS	=11360	=01/08/2014 17:01:12	=4433	=False	=True	
=16537	=33	=RES	=11361	=01/08/2014 17:00:00	=4433	=False	=True	
=16538	=33	=OBS	=11361	=01/08/2014 17:00:00	=4433	=False	=True	
=16539	=22	=RES	=11362	=01/08/2014 18:18:15	[NULL]	=False	=True	
=16540	=19	=RES	=11363	=01/08/2014 18:26:24	[NULL]	=False	=True	
=16541	=6	=RES	=11364	=01/08/2014 19:25:24	[NULL]	=False	=True	
=16542	=9	=RES	=11365	=01/08/2014 19:29:07	[NULL]	=False	=True	
=16543	=31	=RES	=11366	=01/08/2014 19:39:55	[NULL]	=False	=True	
=16544	=31	=REA	=11366	=01/08/2014 19:39:55	=4433	=False	=True	
=16545	=31	=OBS	=11366	=01/08/2014 19:39:55	=4433	=False	=True	
=16546	=6	=REA	=11364	=01/08/2014 19:25:24	=4433	=False	=True	
=16547	=6	=OBS	=11364	=01/08/2014 19:25:24	=4433	=False	=True	
=16548	=9	=REA	=11365	=01/08/2014 19:29:07	=4433	=False	=True	
=16549	=9	=OBS	=11365	=01/08/2014 19:29:07	=4433	=False	=True	
=16550	=22	=REA	=11362	=01/08/2014 18:18:15	=4433	=False	=True	
=16551	=22	=OBS	=11362	=01/08/2014 18:18:15	=4433	=False	=True	
=16552	=28	=OBS	[NULL]	=01/08/2014 23:13:55	=4433	=False	=True	
=16553	=44	=RES	=11367	=01/09/2014 17:24:33	[NULL]	=False	=True	
=16554	=44	=REA	=11367	=01/09/2014 17:24:33	=4433	=False	=True	
=16555	=44	=OBS	=11367	=01/09/2014 17:24:33	=4433	=False	=True	
=16556	=36	=RES	=11368	=01/09/2014 17:45:41	[NULL]	=False	=True	
=16557	=52	=RES	=11369	=01/09/2014 17:49:49	[NULL]	=False	=True	
=16558	=52	=REA	=11369	=01/09/2014 17:49:49	=4433	=False	=True	
=16559	=52	=OBS	=11369	=01/09/2014 17:49:49	=4433	=False	=True	
=16560	=41	=RES	=11370	=01/09/2014 18:02:30	[NULL]	=False	=True	
=16561	=15	=RES	=11371	=01/09/2014 18:08:47	[NULL]	=False	=True	
=16562	=41	=REA	=11370	=01/09/2014 18:02:30	=4433	=False	=True	
=16563	=41	=OBS	=11370	=01/09/2014 18:02:30	=4433	=False	=True	
=16564	=15	=REA	=11371	=01/09/2014 18:08:47	=4433	=False	=True	
=16565	=15	=OBS	=11371	=01/09/2014 18:08:47	=4433	=False	=True	
=16566	=1	=RES	=11372	=01/09/2014 19:04:29	[NULL]	=False	=True	
=16567	=5	=RES	=11373	=01/09/2014 19:21:59	[NULL]	=False	=True	
=16568	=43	=RES	=11374	=01/09/2014 20:17:16	[NULL]	=False	=True	
=16569	=29	=RES	=11375	=01/09/2014 20:28:55	[NULL]	=False	=True	
=16570	=5	=REA	=11373	=01/09/2014 19:21:59	=4433	=False	=True	
=16571	=5	=OBS	=11373	=01/09/2014 19:21:59	=4433	=False	=True	
=16572	=2	=RES	=11376	=01/09/2014 19:00:00	=4433	=False	=True	
=16573	=2	=OBS	=11376	=01/09/2014 19:00:00	=4433	=False	=True	
=16574	=43	=OBS	=11374	=01/09/2014 20:17:16	=4433	=False	=True	
=16575	=29	=REA	=11375	=01/09/2014 20:28:55	=4433	=False	=True	
=16576	=29	=OBS	=11375	=01/09/2014 20:28:55	=4433	=False	=True	
=16577	=18	=RES	=11377	=01/10/2014 17:00:00	=4433	=False	=True	
=16578	=18	=OBS	=11377	=01/10/2014 17:00:00	=4433	=False	=True	
=16579	=26	=RES	=11378	=01/10/2014 20:28:00	[NULL]	=False	=True	
=16580	=26	=REA	=11378	=01/10/2014 20:28:00	=4433	=False	=True	
=16581	=26	=OBS	=11378	=01/10/2014 20:28:00	=4433	=False	=True	
=16582	=10	=RES	=11379	=01/10/2014 20:54:18	[NULL]	=False	=True	
=16583	=6	=RES	=11380	=01/10/2014 20:38:26	=4433	=False	=True	
=16584	=10	=REA	=11379	=01/10/2014 20:54:18	=4433	=False	=True	
=16585	=10	=OBS	=11379	=01/10/2014 20:54:18	=4433	=False	=True	
=16586	=6	=REA	=11380	=01/10/2014 20:38:26	=4433	=False	=True	
=16587	=6	=OBS	=11380	=01/10/2014 20:38:26	=4433	=False	=True	
=16588	=15	=OBS	[NULL]	=01/13/2014 16:34:12	=4433	=False	=True	
=16589	=17	=RES	=11381	=01/13/2014 19:41:43	[NULL]	=False	=True	
=16590	=44	=RES	=11382	=01/13/2014 19:48:27	[NULL]	=False	=True	
=16591	=44	=OBS	[NULL]	=01/13/2014 20:29:25	=4433	=False	=True	
=16592	=55	=OBS	[NULL]	=01/13/2014 20:30:27	=4433	=False	=True	
