Id	Name	ImportId	CustomerId	ChannelId	RegionId	ZipCode	City	State	CountryAlpha3Code	Address	PhoneNumber	FaxNumber	Email	Contact	LastUpdatedByIntegrationDateTime	GeoCodeStatus	GeoCodeError	GeoCodeDate	GeoCodeLatitude	GeoCodeLongitude	Description	SubLocationsAllowed	ManagementCode	ManagementAccountCode	Code	CommissionPlanId	TaxJurisdictionId	SnoozeId	DeliveryPricingPlanId	UseAddressForDelivery	DeliveryPaymentTermInDays	DeliveryInvoiceSendingPreference	DeliveryStatementSendingPreference	
=1015	=KCCI TV - CHANNEL 8	=1375	=1015	[NULL]	[NULL]	=50309	=DES MOINES	=IA	[NULL]	=888 9TH STREET	=5152478828	[NULL]	[NULL]	=Kendra ocs orders	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.593038	=-93.629902	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1016	=TENSION ENVELOPE	=1732	=1016	[NULL]	[NULL]	=50316	=DES MOINES	=IA	[NULL]	=2100 E 17 ST	=5152663181	[NULL]	[NULL]	[NULL]	=10/18/2012 21:13:00	=S	[NULL]	=06/18/2010 00:49:00	=41.613267	=-93.592549	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1017	=MENARDS- South	=1458	=1017	[NULL]	[NULL]	=50320	=DES MOINES	=IA	[NULL]	=6000 SE 14TH STREET	=5152850005	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.5284191	=-93.5969093	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1018	=MARKET LINK	=1448	=1137	[NULL]	[NULL]	=50321	=DES MOINES	=IA	[NULL]	=4305 FLEUR DRIVE	=5152853420	[NULL]	[NULL]	=Carla Pierson	=07/05/2010 21:11:00	=S	[NULL]	=06/18/2010 00:49:00	=41.5455824	=-93.6449192	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1020	=MENARDS-Ankeny	=1456	=1205	[NULL]	[NULL]	=50021	=ANKENY	=IA	[NULL]	=2505 S DELAWARE AVE	=5159655880	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.705183	=-93.578536	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1021	=WELLS-Walnut	=1822	=1021	[NULL]	[NULL]	=50309	=DES MOINES	=IA	[NULL]	=666 WALNUT ST	=5157452514	[NULL]	[NULL]	=Caronena - ocs orders	=02/21/2011 15:25:00	=S	[NULL]	=06/18/2010 00:49:00	=41.585602	=-93.624752	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1022	=JC PENNEY	=1348	=1022	[NULL]	[NULL]	=50315	=DES MOINES	=IA	[NULL]	=1111 E ARMY POST ROAD	[NULL]	[NULL]	[NULL]	[NULL]	=06/20/2011 15:30:00	=S	[NULL]	=06/18/2010 00:49:00	=41.5262353	=-93.5999555	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1024	=HOMEMAKERS	=1326	=1024	[NULL]	[NULL]	=50322	=URBANDALE	=IA	[NULL]	=10215 DOUGLAS AVE	=5152762772	[NULL]	[NULL]	=SHAUNA PENAS	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.630639	=-93.758906	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1026	=NEBRASKA FURNITURE MART	=1498	=1026	[NULL]	[NULL]	=50325	=CLIVE	=IA	[NULL]	=2075 NW 94TH ST	=4023976100	[NULL]	[NULL]	[NULL]	=03/20/2012 13:26:00	=S	[NULL]	=06/18/2010 00:49:00	=41.612187	=-93.746996	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1028	=FORT DES MOINES 3RD COSCOM	=1271	=1028	[NULL]	[NULL]	=50315	=DES MOINES	=IA	[NULL]	=225 E ARMY POST RD	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.5263279	=-93.6135725	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1029	=WHO-TV	=1830	=1029	[NULL]	[NULL]	=50309	=DES MOINES	=IA	[NULL]	=1801 GRAND AVE	=5152433500	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.58507	=-93.641868	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1030	=PELLA CORPORATION #2-2	=1601	=1096	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN ST	=6416216014	[NULL]	[NULL]	=Jasmine Eisenbarth	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1032	=VALUE PLACE ANKENY	=2775	=1032	[NULL]	[NULL]	=50021	=ANKENY	=IA	[NULL]	=6703 SE BELLAGIO DRIVE	[NULL]	[NULL]	[NULL]	[NULL]	=11/05/2009 11:05:00	=S	=200	=11/05/2009 11:30:00	=41.7541007995605	=-93.5796203613281	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1033	=Marshalltown College	=1998	=1033	[NULL]	[NULL]	=50158	=Marshalltown	=IA	[NULL]	=3702 South Center St	=6418445760	[NULL]	[NULL]	=Travis Dixon	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=42.000309	=-92.910261	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1034	=VALUE PLACE PLEASANT HILL	=2774	=1034	[NULL]	[NULL]	=50327	=PLEASANT HILL	=IA	[NULL]	=1505 METRO EAST DRIVE	[NULL]	[NULL]	[NULL]	[NULL]	=11/05/2009 11:05:00	=S	=200	=11/05/2009 11:30:00	=41.6049194335938	=-93.4982528686523	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1035	=ZIEGLER	=1841	=1035	[NULL]	[NULL]	=50009	=ALTOONA	=IA	[NULL]	=1500 ZIEGLER DR NW	=5159573800	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.666049	=-93.485695	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1036	=MENARDS- Altoona	=1457	=1206	[NULL]	[NULL]	=50009	=ALTOONA	=IA	[NULL]	=370 36TH AVE SW	=5159579611	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.647855	=-93.507847	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1037	=ING: 909 Locust St	=151318	=1037	[NULL]	[NULL]	=50309	=DES MOINES	=IA	[NULL]	=909 LOCUST	[NULL]	[NULL]	[NULL]	=Bruce Foley	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.5860423	=-93.6287587	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1038	=DELAVAN GOODRICH- 4TH	=151302	=1050	[NULL]	[NULL]	=50265	=WEST DES MOINES	=IA	[NULL]	=811 4TH ST	=5156333135	[NULL]	[NULL]	=ANDREA SPIKER	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.581741	=-93.706099	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1039	=DELAVAN GOODRICH-DELAVAN	=151301	=1051	[NULL]	[NULL]	=50265	=WEST DES MOINES	=IA	[NULL]	=2200 DELAVAN DRIVE	=5156333135	[NULL]	[NULL]	=ANDREA SPIKER	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.5683999	=-93.736846	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1040	=YRC - YELLOW FREIGHT	=151314	=1040	[NULL]	[NULL]	=50322	=URBANDALE	=IA	[NULL]	=4250 114TH ST	=5152516100	[NULL]	[NULL]	=GREG SIGMUND	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.6376321	=-93.7751171	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1042	=BRIDGESTONE - DEPT 179 ENCLOSE	=1052	=1070	[NULL]	[NULL]	=50313	=DES MOINES	=IA	[NULL]	=2ND AVE & HOFFMAN RD	=6152877224	[NULL]	[NULL]	=accountspayableplant@bfusa.com	=11/07/2012 21:12:00	=F	=Address accuracy is too low: 7.	=06/18/2010 00:49:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1043	=RETIRED ASSETS	=10000	=1043	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=	[NULL]	[NULL]	[NULL]	[NULL]	=01/12/2012 04:48:00	=F	=Address and City are required.	=08/12/2009 00:55:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1044	=LITHIA MOTORS	=2795	=1044	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=5200 MERLE HAY ROAD	[NULL]	[NULL]	[NULL]	[NULL]	=07/18/2010 21:11:00	=F	=Address and City are required.	=06/18/2010 00:49:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1048	=PRIORITY ENVELOPE	=2807	=1048	[NULL]	[NULL]	=50201	=NEVADA	=IA	[NULL]	=857 W. 18TH STREET	=5153822405	[NULL]	[NULL]	[NULL]	=07/03/2012 04:51:00	=S	[NULL]	=06/18/2010 00:49:00	=42.019598	=-93.480902	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1049	=DELAVAN GOODRICH	=2817	=1049	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=400 NORTH BELLA VISTA DRIVE	=(712) 792-6940 EXT. 3101	[NULL]	[NULL]	=CONNIE PUDENZ	=11/07/2012 21:12:00	=F	=Address and City are required.	=06/18/2010 00:49:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1050	=RUAN CENTER	=2833	=1053	[NULL]	[NULL]	=50309	=DES MOINES	=IA	[NULL]	=666 GRAND AVENUE	=5152452500	[NULL]	[NULL]	=Coffee Invoices go to Grand Av	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.58731	=-93.626078	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1051	=PELLA CORPORATION #12	=2838	=1079	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1052	=PELLA CORPORATION #23	=2843	=1081	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1054	=PELLA CORPORATION #18	=2841	=1089	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1055	=PELLA CORPORATION #9 ENTRANCE	=2837	=1092	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1056	=PELLA CORPORATION #3 ENTRANCE	=2835	=1093	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1057	=PELLA CORPORATION #14-2	=2840	=1094	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1059	=PELLA CORPORATION  AREA 8-2	=2836	=1097	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1060	=WEST CORPORATION (W1)	=2820	=1063	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=9910 MAPLE ST	[NULL]	[NULL]	[NULL]	=DAN SCHNEEDERS	=11/07/2012 21:12:00	=F	=Address and City are required.	=06/18/2010 00:49:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1061	=WEST CORPORATION (W2)	=2818	=1064	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=9218 BEDFORD STREET	[NULL]	[NULL]	[NULL]	=DAN SCHNEEDERS	=11/07/2012 21:12:00	=F	=Address and City are required.	=06/18/2010 00:49:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1063	=WEST CORPORATION (W6)	=2815	=1066	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=9223 BEDFORD AVE	=4029631200	[NULL]	[NULL]	=DAN SCHNEEDERS	=11/07/2012 21:12:00	=F	=Address and City are required.	=06/18/2010 00:49:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1064	=LENNOX - ASSEMBLY	=2856	=1067	[NULL]	[NULL]	=50158	=MARSHALLTOWN	=IA	[NULL]	=200 S. 12TH AVENUE	=6417544331	[NULL]	[NULL]	=JUDY ERIKSON	=12/30/2009 08:58:00	=S	=200	=12/30/2009 20:48:00	=42.0467681884766	=-92.892936706543	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1065	=LENNOX - NEW GENERATION	=2855	=1068	[NULL]	[NULL]	=50158	=MARSHALLTOWN	=IA	[NULL]	=200 S. 12TH AVENUE	=6417544331	[NULL]	[NULL]	=JUDY ERIKSON	=12/30/2009 08:58:00	=S	=200	=12/30/2009 20:48:00	=42.0467681884766	=-92.892936706543	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1066	=BRIDGESTONE TIRES 169 CURLING	=2868	=1069	[NULL]	[NULL]	=50313	=DES MOINES	=IA	[NULL]	=2ND AVE & HOFFMAN RD	=5152375624	[NULL]	[NULL]	=CATHY DENNIS	=11/07/2012 21:12:00	=F	=Address accuracy is too low: 7.	=06/18/2010 00:49:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1067	=PELLA CORPORATION # 29 EAST	=2847	=1071	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1068	=PELLA CORPORATION #46	=2851	=1072	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1069	=LENNOX - COILS	=2860	=1073	[NULL]	[NULL]	=50158	=MARSHALLTOWN	=IA	[NULL]	=200 S. 12TH AVENUE	=6417544331	[NULL]	[NULL]	=JUDY ERIKSON	=12/30/2009 12:47:00	=S	=200	=12/30/2009 20:48:00	=42.0467681884766	=-92.892936706543	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1070	=LENNOX - TOOL & DIE	=2861	=1074	[NULL]	[NULL]	=50158	=MARSHALLTOWN	=IA	[NULL]	=200 S. 12TH AVENUE	=6417544331	[NULL]	[NULL]	=JUDY ERIKSON	=12/30/2009 12:47:00	=S	=200	=12/30/2009 20:48:00	=42.0467681884766	=-92.892936706543	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1071	=LENNOX - PRESS	=2854	=1075	[NULL]	[NULL]	=50158	=MARSHALLTOWN	=IA	[NULL]	=200 S. 12TH AVENUE	=6417544331	[NULL]	[NULL]	=JUDY ERIKSON	=12/30/2009 08:58:00	=S	=200	=12/30/2009 20:48:00	=42.0467681884766	=-92.892936706543	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1072	=LENNOX - STEEL	=2857	=1076	[NULL]	[NULL]	=50158	=MARSHALLTOWN	=IA	[NULL]	=200 S. 12TH AVENUE	=6417544331	[NULL]	[NULL]	=JUDY ERIKSON	=12/30/2009 08:58:00	=S	=200	=12/30/2009 20:48:00	=42.0467681884766	=-92.892936706543	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1073	=BRIDGESTONE TI CELL 4 2ND FLOO	=2869	=1077	[NULL]	[NULL]	=50313	=DES MOINES	=IA	[NULL]	=2ND AVE & HOFFMAN RD	=5152375624	[NULL]	[NULL]	=CATHY DENNIS	=11/07/2012 21:12:00	=F	=Address accuracy is too low: 7.	=06/18/2010 00:49:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1074	=PELLA CORPORATION #28	=2846	=1078	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1075	=PELLA CORPORATION WEST SHIP	=2853	=1080	[NULL]	[NULL]	=50219	=PELLA	=IA	[NULL]	=102 MAIN STREET	=6416216014	[NULL]	[NULL]	=JASMINE EISENBARTH	=04/07/2010 22:21:00	=S	=200	=04/07/2010 22:34:00	=41.3984527587891	=-92.9164886474609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
