Id	ScheduleId	MachineId	ItemId	CoilName	CurrentInventoryLevel	DepletionType	CreatedBy	
=348	=2388	=1028788	=980	=	=0	=U	=test@test.com	
=349	=2388	=1037531	=527	=	=0	=U	=test@test.com	
=350	=2388	=1047404	=383	=	=0	=U	=test@test.com	
=351	=2388	=1047404	=395	=	=0	=U	=test@test.com	
=352	=2388	=1047404	=397	=	=0	=U	=test@test.com	
=353	=2388	=1047404	=543	=	=0	=U	=test@test.com	
=354	=2388	=1047404	=752	=	=0	=U	=test@test.com	
=355	=2388	=1047478	=356	=	=0	=U	=test@test.com	
=356	=2388	=1047478	=527	=	=0	=U	=test@test.com	
=357	=2388	=1047478	=745	=	=0	=U	=test@test.com	
=358	=2388	=1047478	=899	=	=0	=U	=test@test.com	
=359	=2388	=1047478	=972	=	=0	=U	=test@test.com	
=360	=2388	=1047479	=467	=	=0	=U	=test@test.com	
=361	=2388	=1047479	=527	=	=0	=U	=test@test.com	
=362	=2388	=1047479	=528	=	=0	=U	=test@test.com	
=363	=2388	=1047479	=972	=	=0	=U	=test@test.com	
=364	=2388	=1047479	=981	=	=1	=U	=test@test.com	
=365	=2388	=1142319	=571	=A1	=0	=C	=test@test.com	
=366	=2388	=1146952	=409	=	=0	=U	=test@test.com	
=367	=2388	=1146952	=972	=	=0	=U	=test@test.com	
=368	=2388	=1146952	=1073	=	=0	=U	=test@test.com	
=369	=2388	=1151863	=586	=	=0	=U	=test@test.com	
=370	=2388	=1157750	=622	=	=0	=U	=test@test.com	
=371	=2388	=1157751	=611	=D5	=0	=C	=test@test.com	
=372	=2388	=1157779	=687	=	=1	=U	=test@test.com	
=373	=2388	=1157801	=1073	=	=0	=U	=test@test.com	
=374	=2388	=1174705	=678	=	=0	=U	=test@test.com	
=375	=2388	=1174752	=347	=108	=0	=C	=test@test.com	
=376	=2388	=1174752	=594	=110	=0	=C	=test@test.com	
=377	=2388	=1174752	=316	=118	=0	=C	=test@test.com	
=378	=2388	=1174752	=930	=150	=0	=C	=test@test.com	
=379	=2388	=1174759	=383	=	=0	=U	=test@test.com	
=380	=2388	=1174759	=972	=	=0	=U	=test@test.com	
=381	=2388	=1174954	=480	=	=0	=U	=test@test.com	
=382	=2388	=1174955	=527	=	=0	=U	=test@test.com	
=383	=2388	=1181685	=1003	=151	=0	=C	=test@test.com	
=384	=2388	=1192844	=714	=	=2	=U	=test@test.com	
=385	=2388	=1192844	=715	=	=1	=U	=test@test.com	
=386	=2388	=1192845	=570	=1	=0	=C	=test@test.com	
=387	=2388	=1192845	=707	=3	=4	=C	=test@test.com	
=388	=2388	=1192845	=714	=4	=0	=C	=test@test.com	
=389	=2388	=1192845	=918	=6	=2	=C	=test@test.com	
=390	=2388	=1192845	=348	=8	=0	=C	=test@test.com	
=391	=2388	=1192850	=248	=	=0	=U	=test@test.com	
=392	=2388	=1192850	=705	=	=0	=U	=test@test.com	
=393	=2388	=1192850	=766	=	=0	=U	=test@test.com	
=394	=2388	=1192851	=835	=104	=0	=C	=test@test.com	
=395	=2388	=1192851	=867	=108	=0	=C	=test@test.com	
=396	=2388	=1192851	=868	=109	=0	=C	=test@test.com	
=397	=2388	=1192851	=869	=110	=0	=C	=test@test.com	
=398	=2388	=1192851	=912	=111	=0	=C	=test@test.com	
=399	=2388	=1192851	=940	=16	=0	=C	=test@test.com	
=400	=2388	=1192851	=942	=17	=0	=C	=test@test.com	
=401	=2388	=1192851	=791	=20	=0	=C	=test@test.com	
=402	=2388	=1192851	=794	=23	=0	=C	=test@test.com	
=403	=2388	=1192851	=900	=26	=0	=C	=test@test.com	
=404	=2388	=1192851	=978	=3	=0	=C	=test@test.com	
=405	=2388	=1192851	=849	=30	=0	=C	=test@test.com	
=406	=2388	=1192851	=886	=31	=0	=C	=test@test.com	
=407	=2388	=1192851	=936	=33	=0	=C	=test@test.com	
=408	=2388	=1192851	=850	=35	=0	=C	=test@test.com	
=409	=2388	=1192851	=908	=36	=0	=C	=test@test.com	
=410	=2388	=1192851	=799	=37	=0	=C	=test@test.com	
=411	=2388	=1192851	=800	=38	=0	=C	=test@test.com	
=412	=2388	=1192851	=952	=40	=0	=C	=test@test.com	
=413	=2388	=1192851	=944	=41	=0	=C	=test@test.com	
=414	=2388	=1192851	=948	=43	=0	=C	=test@test.com	
=415	=2388	=1192851	=947	=45	=0	=C	=test@test.com	
=416	=2388	=1192851	=955	=46	=0	=C	=test@test.com	
=417	=2388	=1192851	=977	=48	=0	=C	=test@test.com	
=418	=2388	=1192851	=801	=49	=0	=C	=test@test.com	
=419	=2388	=1192851	=909	=50	=0	=C	=test@test.com	
=420	=2388	=1192851	=802	=51	=0	=C	=test@test.com	
=421	=2388	=1192851	=895	=52	=0	=C	=test@test.com	
=422	=2388	=1192851	=933	=53	=0	=C	=test@test.com	
=423	=2388	=1192851	=873	=54	=1	=C	=test@test.com	
=424	=2388	=1192851	=883	=56	=0	=C	=test@test.com	
=425	=2388	=1192851	=937	=57	=0	=C	=test@test.com	
=426	=2388	=1192851	=921	=58	=0	=C	=test@test.com	
=427	=2388	=1192851	=903	=62	=0	=C	=test@test.com	
=428	=2388	=1192851	=932	=63	=0	=C	=test@test.com	
=429	=2388	=1192851	=874	=64	=0	=C	=test@test.com	
=430	=2388	=1192851	=938	=66	=0	=C	=test@test.com	
=431	=2388	=1192851	=523	=7	=0	=C	=test@test.com	
=432	=2388	=1192851	=965	=73	=0	=C	=test@test.com	
=433	=2388	=1192851	=964	=74	=0	=C	=test@test.com	
=434	=2388	=1192851	=963	=76	=0	=C	=test@test.com	
=435	=2388	=1192851	=808	=78	=0	=C	=test@test.com	
=436	=2388	=1192851	=811	=80	=0	=C	=test@test.com	
=437	=2388	=1192851	=881	=81	=0	=C	=test@test.com	
=438	=2388	=1192851	=812	=82	=0	=C	=test@test.com	
=439	=2388	=1192851	=813	=83	=0	=C	=test@test.com	
=440	=2388	=1192851	=817	=84	=0	=C	=test@test.com	
=441	=2388	=1192851	=917	=87	=0	=C	=test@test.com	
=442	=2388	=1192851	=841	=9	=0	=C	=test@test.com	
=443	=2388	=1192851	=829	=98	=0	=C	=test@test.com	
=444	=2388	=1192851	=830	=99	=0	=C	=test@test.com	
=445	=2388	=1192852	=411	=	=0	=U	=test@test.com	
=446	=2388	=1192852	=420	=	=0	=U	=test@test.com	
=447	=2388	=1192852	=455	=	=0	=U	=test@test.com	
=448	=2388	=1192852	=525	=	=0	=U	=test@test.com	
=449	=2388	=1192852	=558	=	=0	=U	=test@test.com	
=450	=2388	=1192852	=872	=	=0	=U	=test@test.com	
=451	=2388	=1192852	=905	=	=0	=U	=test@test.com	
=540	=2389	=999967	=248	=	=0	=U	=test@test.com	
=541	=2389	=999994	=264	=	=0	=U	=test@test.com	
=542	=2389	=1014434	=375	=	=1	=U	=test@test.com	
=543	=2389	=1014434	=377	=	=0	=U	=test@test.com	
=544	=2389	=1014434	=395	=	=0	=U	=test@test.com	
=545	=2389	=1014434	=480	=	=1	=U	=test@test.com	
=546	=2389	=1014434	=604	=	=0	=U	=test@test.com	
=547	=2389	=1027659	=330	=15	=1	=C	=test@test.com	
=548	=2389	=1027659	=309	=17	=0	=C	=test@test.com	
=549	=2389	=1027659	=678	=5	=0	=C	=test@test.com	
=550	=2389	=1037190	=528	=106	=0	=C	=test@test.com	
=551	=2389	=1037190	=324	=112	=0	=C	=test@test.com	
=552	=2389	=1037190	=972	=154	=0	=C	=test@test.com	
=553	=2389	=1037478	=480	=A3	=0	=C	=test@test.com	
=554	=2389	=1037478	=330	=C1	=0	=C	=test@test.com	
=555	=2389	=1037478	=456	=C3	=0	=C	=test@test.com	
=556	=2389	=1037478	=899	=E8	=0	=C	=test@test.com	
=557	=2389	=1037478	=763	=F1	=0	=C	=test@test.com	
=558	=2389	=1037528	=383	=	=0	=U	=test@test.com	
=559	=2389	=1037528	=527	=	=0	=U	=test@test.com	
=560	=2389	=1037528	=543	=	=0	=U	=test@test.com	
=561	=2389	=1037528	=637	=	=0	=U	=test@test.com	
=562	=2389	=1037535	=754	=C4	=0	=C	=test@test.com	
=563	=2389	=1114518	=249	=5	=7	=C	=test@test.com	
=564	=2389	=1150578	=330	=C5	=0	=C	=test@test.com	
=565	=2389	=1150806	=588	=A0	=0	=C	=test@test.com	
=566	=2389	=1150806	=586	=A8	=0	=C	=test@test.com	
=567	=2389	=1150806	=719	=B0	=0	=C	=test@test.com	
=568	=2389	=1150806	=719	=B4	=0	=C	=test@test.com	
=569	=2389	=1150806	=507	=B8	=0	=C	=test@test.com	
=570	=2389	=1150806	=625	=E6	=1	=C	=test@test.com	
=571	=2389	=1150806	=635	=E8	=0	=C	=test@test.com	
=572	=2389	=1157681	=330	=	=1	=U	=test@test.com	
=573	=2389	=1157681	=382	=	=1	=U	=test@test.com	
=574	=2389	=1157681	=395	=	=0	=U	=test@test.com	
=575	=2389	=1157681	=569	=	=1	=U	=test@test.com	
=576	=2389	=1174711	=350	=	=0	=U	=test@test.com	
=577	=2389	=1174711	=382	=	=0	=U	=test@test.com	
=578	=2389	=1174711	=527	=	=0	=U	=test@test.com	
=579	=2389	=1174711	=745	=	=0	=U	=test@test.com	
=580	=2389	=1174711	=899	=	=0	=U	=test@test.com	
=581	=2389	=1174771	=319	=	=0	=U	=test@test.com	
=582	=2389	=1174771	=763	=	=0	=U	=test@test.com	
=583	=2389	=1174771	=972	=	=0	=U	=test@test.com	
=770	=2390	=999958	=572	=	=0	=U	=test@test.com	
=771	=2390	=1011865	=409	=	=0	=U	=test@test.com	
=772	=2390	=1027917	=558	=B3	=0	=C	=test@test.com	
=773	=2390	=1028312	=260	=	=4	=U	=test@test.com	
=774	=2390	=1047404	=383	=	=0	=U	=test@test.com	
=775	=2390	=1047404	=395	=	=0	=U	=test@test.com	
=776	=2390	=1047404	=397	=	=0	=U	=test@test.com	
=777	=2390	=1047404	=543	=	=0	=U	=test@test.com	
=778	=2390	=1047404	=752	=	=0	=U	=test@test.com	
=779	=2390	=1047478	=356	=	=0	=U	=test@test.com	
=780	=2390	=1047478	=527	=	=0	=U	=test@test.com	
=781	=2390	=1047478	=745	=	=0	=U	=test@test.com	
=782	=2390	=1047478	=899	=	=0	=U	=test@test.com	
=783	=2390	=1047478	=972	=	=0	=U	=test@test.com	
=784	=2390	=1047479	=467	=	=0	=U	=test@test.com	
=785	=2390	=1047479	=527	=	=0	=U	=test@test.com	
=786	=2390	=1047479	=528	=	=0	=U	=test@test.com	
=787	=2390	=1047479	=972	=	=0	=U	=test@test.com	
=788	=2390	=1047479	=981	=	=1	=U	=test@test.com	
=789	=2390	=1151863	=586	=	=0	=U	=test@test.com	
=790	=2390	=1174752	=347	=108	=0	=C	=test@test.com	
=791	=2390	=1174752	=594	=110	=0	=C	=test@test.com	
=792	=2390	=1174752	=316	=118	=0	=C	=test@test.com	
=793	=2390	=1174752	=930	=150	=0	=C	=test@test.com	
=794	=2390	=1174955	=527	=	=0	=U	=test@test.com	
=795	=2390	=1192844	=714	=	=2	=U	=test@test.com	
=796	=2390	=1192844	=715	=	=1	=U	=test@test.com	
=797	=2390	=1192845	=570	=1	=0	=C	=test@test.com	
=798	=2390	=1192845	=707	=3	=4	=C	=test@test.com	
=799	=2390	=1192845	=714	=4	=0	=C	=test@test.com	
=800	=2390	=1192845	=918	=6	=2	=C	=test@test.com	
=801	=2390	=1192845	=348	=8	=0	=C	=test@test.com	
=802	=2390	=1192850	=248	=	=0	=U	=test@test.com	
=803	=2390	=1192850	=705	=	=0	=U	=test@test.com	
=804	=2390	=1192850	=766	=	=0	=U	=test@test.com	
=805	=2390	=1192851	=835	=104	=0	=C	=test@test.com	
=806	=2390	=1192851	=867	=108	=0	=C	=test@test.com	
=807	=2390	=1192851	=868	=109	=0	=C	=test@test.com	
=808	=2390	=1192851	=869	=110	=0	=C	=test@test.com	
=809	=2390	=1192851	=912	=111	=0	=C	=test@test.com	
=810	=2390	=1192851	=940	=16	=0	=C	=test@test.com	
=811	=2390	=1192851	=942	=17	=0	=C	=test@test.com	
=812	=2390	=1192851	=791	=20	=0	=C	=test@test.com	
=813	=2390	=1192851	=794	=23	=0	=C	=test@test.com	
=814	=2390	=1192851	=900	=26	=0	=C	=test@test.com	
=815	=2390	=1192851	=978	=3	=0	=C	=test@test.com	
=816	=2390	=1192851	=849	=30	=0	=C	=test@test.com	
=817	=2390	=1192851	=886	=31	=0	=C	=test@test.com	
=818	=2390	=1192851	=936	=33	=0	=C	=test@test.com	
=819	=2390	=1192851	=850	=35	=0	=C	=test@test.com	
=820	=2390	=1192851	=908	=36	=0	=C	=test@test.com	
=821	=2390	=1192851	=799	=37	=0	=C	=test@test.com	
=822	=2390	=1192851	=800	=38	=0	=C	=test@test.com	
=823	=2390	=1192851	=952	=40	=0	=C	=test@test.com	
=824	=2390	=1192851	=944	=41	=0	=C	=test@test.com	
=825	=2390	=1192851	=948	=43	=0	=C	=test@test.com	
=826	=2390	=1192851	=947	=45	=0	=C	=test@test.com	
=827	=2390	=1192851	=955	=46	=0	=C	=test@test.com	
=828	=2390	=1192851	=977	=48	=0	=C	=test@test.com	
=829	=2390	=1192851	=801	=49	=0	=C	=test@test.com	
=830	=2390	=1192851	=909	=50	=0	=C	=test@test.com	
=831	=2390	=1192851	=802	=51	=0	=C	=test@test.com	
=832	=2390	=1192851	=895	=52	=0	=C	=test@test.com	
=833	=2390	=1192851	=933	=53	=0	=C	=test@test.com	
=834	=2390	=1192851	=873	=54	=1	=C	=test@test.com	
=835	=2390	=1192851	=883	=56	=0	=C	=test@test.com	
=836	=2390	=1192851	=937	=57	=0	=C	=test@test.com	
=837	=2390	=1192851	=921	=58	=0	=C	=test@test.com	
=838	=2390	=1192851	=903	=62	=0	=C	=test@test.com	
=839	=2390	=1192851	=932	=63	=0	=C	=test@test.com	
=840	=2390	=1192851	=874	=64	=0	=C	=test@test.com	
=841	=2390	=1192851	=938	=66	=0	=C	=test@test.com	
=842	=2390	=1192851	=523	=7	=0	=C	=test@test.com	
=843	=2390	=1192851	=965	=73	=0	=C	=test@test.com	
=844	=2390	=1192851	=964	=74	=0	=C	=test@test.com	
=845	=2390	=1192851	=963	=76	=0	=C	=test@test.com	
=846	=2390	=1192851	=808	=78	=0	=C	=test@test.com	
=847	=2390	=1192851	=811	=80	=0	=C	=test@test.com	
=848	=2390	=1192851	=881	=81	=0	=C	=test@test.com	
=849	=2390	=1192851	=812	=82	=0	=C	=test@test.com	
=850	=2390	=1192851	=813	=83	=0	=C	=test@test.com	
=851	=2390	=1192851	=817	=84	=0	=C	=test@test.com	
=852	=2390	=1192851	=917	=87	=0	=C	=test@test.com	
=853	=2390	=1192851	=841	=9	=0	=C	=test@test.com	
=854	=2390	=1192851	=829	=98	=0	=C	=test@test.com	
=855	=2390	=1192851	=830	=99	=0	=C	=test@test.com	
=856	=2390	=1192852	=411	=	=0	=U	=test@test.com	
=857	=2390	=1192852	=420	=	=0	=U	=test@test.com	
=858	=2390	=1192852	=455	=	=0	=U	=test@test.com	
=859	=2390	=1192852	=525	=	=0	=U	=test@test.com	
=860	=2390	=1192852	=558	=	=0	=U	=test@test.com	
=861	=2390	=1192852	=872	=	=0	=U	=test@test.com	
=862	=2390	=1192852	=905	=	=0	=U	=test@test.com	
=873	=2391	=999955	=430	=	=99	=U	=test@test.com	
=874	=2391	=999971	=593	=	=65	=U	=test@test.com	
=875	=2391	=999976	=430	=	=43	=U	=test@test.com	
=876	=2391	=1142325	=527	=112	=1	=C	=test@test.com	
=877	=2391	=1182033	=249	=6	=12	=C	=test@test.com	
=932	=2392	=999986	=594	=	=1	=U	=test@test.com	
=933	=2392	=999986	=619	=	=0	=U	=test@test.com	
=934	=2392	=1014674	=397	=	=1	=U	=test@test.com	
=935	=2392	=1014674	=972	=	=0	=U	=test@test.com	
=936	=2392	=1146952	=409	=	=0	=U	=test@test.com	
=937	=2392	=1146952	=972	=	=0	=U	=test@test.com	
=938	=2392	=1146952	=1073	=	=0	=U	=test@test.com	
=939	=2392	=1151861	=249	=	=1	=U	=test@test.com	
=940	=2392	=1157751	=980	=A9	=5	=C	=test@test.com	
=941	=2392	=1157751	=318	=B9	=3	=C	=test@test.com	
=942	=2392	=1157751	=611	=D5	=0	=C	=test@test.com	
=943	=2392	=1157751	=397	=F9	=3	=C	=test@test.com	
=944	=2392	=1157779	=395	=	=3	=U	=test@test.com	
=945	=2392	=1157779	=687	=	=1	=U	=test@test.com	
=946	=2392	=1157801	=383	=	=7	=U	=test@test.com	
=947	=2392	=1157801	=395	=	=12	=U	=test@test.com	
=948	=2392	=1157801	=543	=	=10	=U	=test@test.com	
=949	=2392	=1157801	=1073	=	=0	=U	=test@test.com	
=950	=2392	=1174705	=678	=	=0	=U	=test@test.com	
=951	=2392	=1174759	=310	=	=1	=U	=test@test.com	
=952	=2392	=1174759	=383	=	=0	=U	=test@test.com	
=953	=2392	=1174759	=678	=	=1	=U	=test@test.com	
=954	=2392	=1174759	=972	=	=0	=U	=test@test.com	
=955	=2392	=1174759	=1073	=	=1	=U	=test@test.com	
=956	=2392	=1181685	=325	=128	=1	=C	=test@test.com	
=957	=2392	=1181685	=1003	=151	=0	=C	=test@test.com	
