Id	ScheduleId	MachineId	DriverUserId	Deleted	UserSelected	CurrentSalesAmount	ProjectedSalesAmount	CurrentDepletedQuantity	ProjectedDepletedQuantity	CurrentDaysToMaxInterval	ProjectedDaysToMaxInterval	CurrentSalesQuantity	ProjectedSalesQuantity	DaysToService	DaysToServiceFromRestock	LeadMachineDaysToServiceFromRestock	CashTriggered	DepletionTriggered	ServiceIntervalTriggered	LeadMachineTriggered	LeadMachineId	SaleQuantityLimitTriggered	IsInventoryNeeded	IsCollectionNeeded	ScheduleType	DynamicDepletionType	DynamicDepletionLimit	DynamicMaxAmount	DynamicMaxServiceIntervalInDays	DynamicSaleQuantityLimit	DynamicSaleQuantityLimitCoilName	StaticMaxServiceIntervalInDays	StaticMaxServiceIntervalFlexibilityInDays	BackForecasted	NextWeeklyScheduleDateOnly	LastRestockDateTime	MovedFromScheduleMachineId	MoveToNextSchedule	UpdatedBy	IsRecentUpdatedDateTime	CreatedBy	
=30228	=2387	=999970	[NULL]	=False	=False	=129.7500	=137.7080	=0	=0	=1	=0	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=200	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/15/2013 08:50:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30229	=2387	=999981	[NULL]	=False	=False	=25.3500	=27.2931	=0	=0	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=250	=31	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/07/2013 09:02:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30230	=2387	=999983	[NULL]	=False	=False	=39.6500	=42.7847	=0	=0	=6	=5	[NULL]	[NULL]	=5	=6	=0	=False	=False	=False	=True	=999981	=False	=False	=True	=Dynamic	=Item	=1	=250	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/20/2013 13:04:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30231	=2387	=999994	[NULL]	=False	=False	=53.4000	=59.9407	=1	=1	=18	=17	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=300	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/02/2013 08:39:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30232	=2387	=999999	[NULL]	=False	=False	=87.5000	=90.0000	=0	=0	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=300	=30	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/11/2013 11:32:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30233	=2387	=1014434	[NULL]	=False	=False	=104.7500	=131.6199	=3	=5	=18	=17	[NULL]	[NULL]	=0	=1	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=4	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/09/2013 11:51:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30234	=2387	=1027659	[NULL]	=False	=False	=87.5000	=107.9592	=2	=3	=44	=43	[NULL]	[NULL]	=1	=2	=0	=False	=False	=False	=True	=1027683	=False	=False	=True	=Dynamic	=Coil	=4	=400	=50	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/06/2013 07:36:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30235	=2387	=1027683	[NULL]	=False	=False	=9.6000	=10.1400	=0	=0	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=400	=40	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=10/29/2013 10:57:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30236	=2387	=1028250	[NULL]	=False	=False	=71.6000	=81.9902	=0	=0	=14	=13	[NULL]	[NULL]	=10	=11	=0	=False	=False	=False	=True	=999999	=False	=False	=True	=Dynamic	=Coil	=4	=400	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/05/2013 10:59:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30237	=2387	=1028320	[NULL]	=False	=False	=23.4000	=34.8046	=0	=0	=26	=25	[NULL]	[NULL]	=7	=8	=0	=False	=False	=False	=True	=1037478	=False	=True	=True	=Dynamic	=Item	=1	=400	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/10/2013 12:53:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30238	=2387	=1037190	[NULL]	=False	=False	=93.1000	=101.5952	=3	=3	=22	=21	[NULL]	[NULL]	=5	=6	=1	=False	=False	=False	=True	=999970	=False	=False	=True	=Dynamic	=Coil	=4	=400	=31	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/03/2013 12:33:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30239	=2387	=1037478	[NULL]	=False	=False	=119.8000	=126.1488	=5	=5	=4	=3	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=4	=400	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/25/2013 13:00:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30240	=2387	=1037528	[NULL]	=False	=False	=155.7500	=165.1200	=4	=4	=5	=4	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=4	=400	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/26/2013 11:41:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30241	=2387	=1037532	[NULL]	=False	=False	=96.0000	=101.7500	=0	=0	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=400	=31	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/08/2013 09:47:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30242	=2387	=1037535	[NULL]	=False	=False	=65.2500	=76.3341	=1	=1	=21	=20	[NULL]	[NULL]	=14	=15	=0	=False	=False	=False	=True	=1037528	=False	=False	=True	=Dynamic	=Coil	=4	=250	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/05/2013 10:23:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30243	=2387	=1114518	[NULL]	=False	=False	=35.5000	=45.9772	=0	=1	=29	=28	[NULL]	[NULL]	=0	=1	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=True	=Dynamic	=Coil	=1	=400	=35	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/06/2013 10:17:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30244	=2387	=1146615	[NULL]	=False	=False	=5.6000	=20.9912	=0	=0	=20	=19	[NULL]	[NULL]	=11	=12	=0	=False	=False	=False	=True	=1150806	=False	=False	=True	=Dynamic	=Coil	=1	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/11/2013 08:47:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30245	=2387	=1146618	[NULL]	=False	=False	=67.7000	=85.1932	=0	=0	=15	=14	[NULL]	[NULL]	=8	=9	=0	=False	=False	=False	=True	=1150806	=False	=False	=True	=Dynamic	=Coil	=4	=400	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/06/2013 11:15:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30246	=2387	=1146624	[NULL]	=False	=False	=1.0000	=10.8167	=0	=0	=20	=19	[NULL]	[NULL]	=11	=12	=0	=False	=False	=False	=True	=1150806	=False	=False	=True	=Dynamic	=Item	=1	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/11/2013 09:01:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30247	=2387	=1146625	[NULL]	=False	=False	=74.8500	=90.3456	=0	=0	=15	=14	[NULL]	[NULL]	=4	=5	=0	=False	=False	=False	=True	=1150806	=False	=False	=True	=Dynamic	=Item	=1	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/06/2013 11:49:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30248	=2387	=1146632	[NULL]	=False	=False	=127.2000	=143.4584	=0	=0	=13	=12	[NULL]	[NULL]	=5	=6	=0	=False	=False	=False	=True	=1150806	=False	=False	=True	=Dynamic	=Item	=1	=400	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/27/2013 12:24:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30249	=2387	=1150578	[NULL]	=False	=False	=114.3000	=126.9518	=1	=1	=11	=10	[NULL]	[NULL]	=8	=9	=0	=False	=False	=False	=True	=1150806	=False	=False	=True	=Dynamic	=Coil	=4	=400	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/02/2013 11:57:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30250	=2387	=1150806	[NULL]	=False	=False	=33.0000	=43.5118	=6	=7	=8	=7	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=4	=175	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/06/2013 10:54:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30251	=2387	=1157681	[NULL]	=False	=False	=139.3000	=176.9617	=1	=4	=18	=17	[NULL]	[NULL]	=0	=1	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=4	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/09/2013 11:31:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30252	=2387	=1174711	[NULL]	=False	=False	=110.0500	=116.1711	=5	=5	=7	=6	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=4	=200	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/21/2013 12:04:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30253	=2387	=1174771	[NULL]	=False	=False	=50.0000	=56.8738	=3	=3	=19	=18	[NULL]	[NULL]	=2	=3	=1	=False	=False	=False	=True	=1174961	=False	=False	=True	=Dynamic	=Item	=4	=200	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/03/2013 06:36:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30254	=2387	=1174961	[NULL]	=False	=False	=58.0000	=63.1454	=0	=0	=1	=0	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/22/2013 05:48:00	[NULL]	=False	=test@test.com	=True	=test@test.com	
=30255	=2387	=999943	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=4	=5	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=12/17/2013 00:00:00	[NULL]	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30256	=2387	=999947	[NULL]	=False	=True	=58.5000	=71.5000	=0	=0	=14	=13	[NULL]	[NULL]	=13	=14	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=250	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/05/2013 09:48:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30257	=2387	=999949	[NULL]	=False	=True	=3.7500	=3.7500	=0	=0	=18	=17	[NULL]	[NULL]	=17	=18	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=True	=Dynamic	=Item	=1	[NULL]	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/09/2013 10:08:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30258	=2387	=999950	[NULL]	=False	=True	=3.7500	=3.7500	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=3	=4	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=12/16/2013 00:00:00	=12/09/2013 09:53:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30259	=2387	=999954	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=26	=25	[NULL]	[NULL]	=14	=15	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=200	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/10/2013 09:22:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30260	=2387	=999955	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=5	=4	[NULL]	[NULL]	=4	=5	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=3	=200	=7	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/10/2013 08:36:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30261	=2387	=999956	[NULL]	=False	=True	=5.5000	=6.4525	=0	=0	=19	=18	[NULL]	[NULL]	=18	=19	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=300	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/03/2013 10:49:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30262	=2387	=999961	[NULL]	=False	=True	=16.2500	=19.3368	=0	=0	=20	=19	[NULL]	[NULL]	=16	=17	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=300	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/04/2013 09:01:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30263	=2387	=999965	[NULL]	=False	=True	=134.5000	=145.4166	=0	=0	=5	=4	[NULL]	[NULL]	=4	=5	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=11/26/2013 10:03:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30264	=2387	=999966	[NULL]	=False	=True	=39.7500	=47.1834	=0	=0	=19	=18	[NULL]	[NULL]	=8	=9	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=300	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/03/2013 11:14:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30265	=2387	=999968	[NULL]	=False	=True	=58.6500	=83.6308	=0	=0	=19	=18	[NULL]	[NULL]	=8	=9	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=4	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/10/2013 08:57:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30266	=2387	=999969	[NULL]	=False	=True	=26.3000	=38.6730	=0	=0	=18	=17	[NULL]	[NULL]	=17	=18	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=4	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/09/2013 07:42:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30267	=2387	=999971	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=15	=14	[NULL]	[NULL]	=1	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=250	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/06/2013 12:49:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30268	=2387	=999972	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=20	=19	[NULL]	[NULL]	=5	=6	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=250	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/11/2013 10:42:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30269	=2387	=999974	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=15	=14	[NULL]	[NULL]	=7	=8	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=250	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/06/2013 12:37:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30270	=2387	=999975	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=19	=18	[NULL]	[NULL]	=5	=6	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=250	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/10/2013 06:03:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30271	=2387	=999976	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=26	=25	[NULL]	[NULL]	=1	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=250	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/10/2013 08:22:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30272	=2387	=999977	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=20	=19	[NULL]	[NULL]	=7	=8	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=250	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/11/2013 11:07:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30273	=2387	=999978	[NULL]	=False	=True	=75.7500	=83.8360	=0	=0	=35	=34	[NULL]	[NULL]	=13	=14	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=250	=45	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/02/2013 07:39:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30274	=2387	=999979	[NULL]	=False	=True	=71.2500	=79.6443	=0	=0	=19	=18	[NULL]	[NULL]	=15	=16	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=250	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/03/2013 11:57:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30275	=2387	=999984	[NULL]	=False	=True	=0.6500	=10.4976	=1	=1	=20	=19	[NULL]	[NULL]	=19	=20	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=4	=250	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/11/2013 13:12:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30276	=2387	=1011774	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=30	=29	[NULL]	[NULL]	=6	=7	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=300	=36	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/06/2013 13:02:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30277	=2387	=1027609	[NULL]	=False	=True	=33.4000	=67.4637	=0	=0	=19	=18	[NULL]	[NULL]	=11	=12	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/10/2013 11:56:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30278	=2387	=1037295	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=28	=27	[NULL]	[NULL]	=4	=5	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Coil	=1	=400	=30	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/10/2013 06:23:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30279	=2387	=1037533	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=44	=43	[NULL]	[NULL]	=11	=12	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=400	=45	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/11/2013 10:19:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30280	=2387	=1037536	[NULL]	=False	=True	=126.6000	=158.9354	=0	=1	=22	=21	[NULL]	[NULL]	=5	=6	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=3	=400	=28	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/06/2013 09:11:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30281	=2387	=1037537	[NULL]	=False	=True	=67.5000	=77.5631	=2	=2	=14	=13	[NULL]	[NULL]	=7	=8	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=4	=400	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/05/2013 12:54:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
=30282	=2387	=1047416	[NULL]	=False	=True	=14.0000	=25.1818	=0	=0	=28	=27	[NULL]	[NULL]	=20	=21	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=True	=Dynamic	=Item	=1	=400	=30	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/10/2013 11:05:00	[NULL]	=False	[NULL]	[NULL]	=test@test.com	
