Id	MachineCoilHistoryId	CoilName	OldItemId	NewItemId	AddedQuantity	SpreadoutQuantity	SpoiledQuantity	RemovedQuantity	ObservedQuantity	CoilGroupingAdjustmentQuantity	SystemAdjustmentQuantity	InventoryAdjustmentQuantity	FutureInventoryAdjustmentQuantity	OfflineSaleId	InitialInventoryLevel	
=349791	=12588	=5	=999	=999	[NULL]	[NULL]	[NULL]	[NULL]	=10	=0	=0	=8	=0	[NULL]	=2	
=349792	=12588	=6	=998	=998	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=349793	=12588	=7	=911	=911	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=21	
=349794	=12588	=8	=933	=933	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=349795	=12588	=9	=992	=992	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=349796	=12588	=10	=995	=995	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=349877	=12594	=1	=1012	=1012	[NULL]	[NULL]	[NULL]	[NULL]	=2	=0	=0	=-5	=0	[NULL]	=7	
=349878	=12594	=2	=912	=912	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=349879	=12594	=3	=1132	=1132	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=349880	=12594	=4	=911	=911	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=349881	=12594	=5	=990	=990	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=349882	=12594	=6	=998	=998	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=349883	=12594	=7	=999	=999	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=349884	=12594	=8	=993	=993	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=349885	=12594	=9	=995	=995	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=349886	=12594	=10	=919	=919	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=349887	=12595	=1	=1012	=1012	[NULL]	[NULL]	[NULL]	[NULL]	=2	=0	=0	=1	=0	[NULL]	=1	
=349888	=12595	=2	=912	=912	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=349889	=12595	=3	=1132	=1132	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=349890	=12595	=4	=911	=911	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=349891	=12595	=5	=990	=990	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=349892	=12595	=6	=998	=998	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=349893	=12595	=7	=999	=999	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=349894	=12595	=8	=993	=993	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=349895	=12595	=9	=995	=995	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=349896	=12595	=10	=919	=919	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=349917	=12598	=1	=1012	=1012	[NULL]	[NULL]	[NULL]	[NULL]	=6	=0	=0	=4	=0	[NULL]	=2	
=349918	=12598	=2	=912	=912	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=349919	=12598	=3	=1132	=1132	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=349920	=12598	=4	=911	=911	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=349921	=12598	=5	=990	=990	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=349922	=12598	=6	=998	=998	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=349923	=12598	=7	=999	=999	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=349924	=12598	=8	=993	=993	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=349925	=12598	=9	=995	=995	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=349926	=12598	=10	=919	=919	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=349960	=12600	=A2	=1362	=1362	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-3	=0	=0	[NULL]	=3	
=349961	=12600	=A4	=1273	=1273	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-8	=0	=0	[NULL]	=8	
=349962	=12600	=A6	=1042	=1042	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-5	=0	=0	[NULL]	=5	
=349963	=12600	=B0	=1328	=1328	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-10	=0	=0	[NULL]	=10	
=349964	=12600	=B2	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=349965	=12600	=B4	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-2	=0	=0	[NULL]	=2	
=349966	=12600	=B6	=964	=964	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-6	=0	=0	[NULL]	=6	
=349967	=12600	=C0	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=349968	=12600	=C2	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-15	=0	=0	[NULL]	=15	
=349969	=12600	=C4	=812	=812	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-10	=0	=0	[NULL]	=10	
=349970	=12600	=C6	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=349971	=12600	=D0	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=349972	=12600	=D1	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-16	=0	=0	[NULL]	=16	
=349973	=12600	=D2	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-15	=0	=0	[NULL]	=15	
=349974	=12600	=D3	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=349975	=12600	=D4	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=349976	=12600	=D5	=1277	=1277	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=349977	=12600	=D6	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=349978	=12600	=D7	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=349979	=12600	=E0	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-15	=0	=0	[NULL]	=15	
=349980	=12600	=E2	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-10	=0	=0	[NULL]	=10	
=349981	=12600	=E4	=958	=958	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-16	=0	=0	[NULL]	=16	
=349982	=12600	=E6	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-15	=0	=0	[NULL]	=15	
=349983	=12600	=F0	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-4	=0	=0	[NULL]	=4	
=349984	=12600	=F2	=829	=829	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-2	=0	=0	[NULL]	=2	
=349985	=12600	=F4	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=349986	=12600	=F6	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-5	=0	=0	[NULL]	=5	
=350053	=12603	=A0	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=0	
=350054	=12603	=A2	=1362	=1362	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=3	=0	=0	[NULL]	=0	
=350055	=12603	=A4	=1273	=1273	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=8	=0	=0	[NULL]	=0	
=350056	=12603	=A6	=1042	=1042	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=5	=0	=0	[NULL]	=0	
=350057	=12603	=B0	=1328	=1328	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=10	=0	=0	[NULL]	=0	
=350058	=12603	=B2	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=350059	=12603	=B4	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=2	=0	=0	[NULL]	=0	
=350060	=12603	=B6	=964	=964	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=6	=0	=0	[NULL]	=0	
=350061	=12603	=C0	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=350062	=12603	=C2	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=350063	=12603	=C4	=812	=812	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=10	=0	=0	[NULL]	=0	
=350064	=12603	=C6	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=350065	=12603	=D0	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=350066	=12603	=D1	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=16	=0	=0	[NULL]	=0	
=350067	=12603	=D2	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=350068	=12603	=D3	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=350069	=12603	=D4	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=350070	=12603	=D5	=1277	=1277	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=350071	=12603	=D6	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=350072	=12603	=D7	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=350073	=12603	=E0	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=350074	=12603	=E2	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=10	=0	=0	[NULL]	=0	
=350075	=12603	=E4	=958	=958	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=16	=0	=0	[NULL]	=0	
=350076	=12603	=E6	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=350077	=12603	=F0	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=4	=0	=0	[NULL]	=0	
=350078	=12603	=F2	=829	=829	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=2	=0	=0	[NULL]	=0	
=350079	=12603	=F4	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=350080	=12603	=F6	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=5	=0	=0	[NULL]	=0	
=350081	=12604	=A0	=1328	=1328	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=350082	=12604	=A2	=966	=966	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=350083	=12604	=A4	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	=9	=0	=0	=9	=0	[NULL]	=0	
=350084	=12604	=A6	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	=9	=0	=0	=5	=0	[NULL]	=4	
=350085	=12604	=A8	=1362	=1362	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=350086	=12604	=B0	=866	=866	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=350087	=12604	=B2	=967	=967	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=2	
=350088	=12604	=B4	=829	=829	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=350089	=12604	=B6	=812	=812	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=350090	=12604	=B8	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=350091	=12604	=C0	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=18	
=350092	=12604	=C2	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=350093	=12604	=C4	=862	=862	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=350094	=12604	=C6	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=350095	=12604	=C8	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=350096	=12604	=D0	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=350097	=12604	=D2	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=350098	=12604	=D4	=1155	=1155	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=350099	=12604	=D6	=958	=958	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=350100	=12604	=D8	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=350101	=12604	=E0	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=350102	=12604	=E1	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=350103	=12604	=E2	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=350104	=12604	=E3	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=17	
=350105	=12604	=E4	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=20	
=350106	=12604	=E5	=1367	=1367	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=350107	=12604	=E6	=1350	=1350	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=350108	=12604	=E7	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=15	
=350109	=12604	=E8	=903	=903	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=350110	=12604	=E9	=1277	=1277	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=350111	=12604	=F0	=1077	=1077	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=350112	=12604	=F2	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=350113	=12604	=F4	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=350114	=12604	=F6	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=350115	=12604	=F8	=1128	=1128	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=350116	=12605	=A0	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=350117	=12605	=A2	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	=9	=0	=0	=8	=0	[NULL]	=1	
=350118	=12605	=A4	=966	=966	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=350119	=12605	=A6	=814	=814	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=350120	=12605	=A8	=1186	=1186	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=350121	=12605	=B0	=1009	=1009	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=350122	=12605	=B2	=964	=964	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=350123	=12605	=B4	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=350124	=12605	=B6	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=350125	=12605	=B8	=845	=845	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=350126	=12605	=C0	=1352	=1352	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=350127	=12605	=C1	=796	=796	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=350128	=12605	=C2	=831	=831	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=16	
=350129	=12605	=C3	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=15	
=350130	=12605	=C4	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=17	
=350131	=12605	=C5	=828	=828	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=350132	=12605	=C6	=837	=837	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=350133	=12605	=C7	=1172	=1172	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=0	
=350134	=12605	=C8	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=350135	=12605	=C9	=1351	=1351	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=350136	=12605	=D0	=1213	=1213	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=350137	=12605	=D2	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=350138	=12605	=D4	=825	=825	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=350139	=12605	=D6	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=350140	=12605	=D8	=829	=829	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=350141	=12605	=E0	=1010	=1010	[NULL]	[NULL]	[NULL]	[NULL]	=9	=0	=0	=9	=0	[NULL]	=0	
=350142	=12605	=E2	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=350143	=12605	=E4	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
