Id	CoilId	AlertLevel	Par	Capacity	DesiredPriceInCents	ItemId	CoilDeleted	GroupName	
=206	=266217	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=207	=266218	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=208	=266219	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=209	=266220	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=210	=266221	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=211	=266222	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=212	=266920	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=213	=266921	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=214	=266922	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=215	=266923	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=216	=266924	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=217	=266925	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=218	=268006	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=219	=268007	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=220	=268761	=36	=84	=84	=70	=744	=False	[NULL]	
=221	=268762	=24	=48	=48	=70	=765	=False	[NULL]	
=222	=268763	=24	=48	=48	=70	=784	=False	[NULL]	
=223	=268764	=24	=48	=48	=70	=754	=False	[NULL]	
=224	=268765	=24	=48	=48	=70	=756	=False	[NULL]	
=225	=268766	=24	=48	=48	=70	=776	=False	[NULL]	
=226	=271601	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=227	=271602	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=228	=271739	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=229	=271740	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=230	=277535	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=231	=277536	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=232	=280858	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=233	=280859	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=234	=281461	=6	=44	=44	=115	=865	=False	[NULL]	
=235	=281462	=6	=44	=44	=115	=867	=False	[NULL]	
=236	=281463	=6	=44	=44	=115	=1013	=False	[NULL]	
=237	=281464	=6	=44	=44	=115	=1017	=False	[NULL]	
=238	=281465	=6	=22	=22	=115	=891	=False	[NULL]	
=239	=281466	=6	=22	=22	=115	=883	=False	[NULL]	
=240	=281467	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=241	=281468	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=242	=317026	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=243	=317027	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=244	=326059	=6	=96	=96	=225	=987	=False	[NULL]	
=245	=326060	=-1000	=0	=0	=225	=987	=False	[NULL]	
=246	=326061	=6	=24	=24	=225	=1001	=False	[NULL]	
=247	=326983	=6	=96	=96	=225	=987	=False	[NULL]	
=248	=326984	=-1000	=0	=0	=225	=987	=False	[NULL]	
=249	=326985	=6	=24	=24	=225	=1001	=False	[NULL]	
=250	=327817	=6	=24	=24	=125	=865	=False	[NULL]	
=251	=327818	=6	=24	=24	=125	=867	=False	[NULL]	
=252	=327819	=6	=24	=24	=125	=861	=False	[NULL]	
=253	=327820	=6	=24	=24	=125	=892	=False	[NULL]	
=254	=327821	=12	=48	=48	=75	=765	=False	[NULL]	
=255	=327822	=12	=48	=48	=75	=744	=False	[NULL]	
=256	=329011	=6	=54	=54	=60	=765	=False	[NULL]	
=257	=329012	=6	=54	=54	=60	=756	=False	[NULL]	
=258	=329013	=6	=54	=54	=60	=744	=False	[NULL]	
=259	=329014	=6	=54	=54	=60	=774	=False	[NULL]	
=260	=329015	=6	=54	=54	=60	=784	=False	[NULL]	
=261	=329016	=6	=54	=54	=60	=5724	=False	[NULL]	
=262	=332257	=6	=18	=45	=65	=744	=False	[NULL]	
=263	=332258	=6	=18	=45	=65	=765	=False	[NULL]	
=264	=332259	=6	=18	=45	=65	=774	=False	[NULL]	
=265	=332260	=6	=18	=30	=65	=748	=False	[NULL]	
=266	=332261	=6	=18	=30	=65	=756	=False	[NULL]	
=267	=332262	=6	=18	=30	=65	=5724	=False	[NULL]	
=268	=332588	=-1000	=0	=0	=55	=744	=False	[NULL]	
=269	=332589	=-1000	=0	=0	=55	=751	=False	[NULL]	
=270	=332590	=-1000	=0	=0	=55	=765	=False	[NULL]	
=271	=332591	=-1000	=0	=0	=55	=767	=False	[NULL]	
=272	=332592	=-1000	=0	=0	=55	=756	=False	[NULL]	
=273	=332593	=-1000	=0	=0	=55	=748	=False	[NULL]	
=274	=342489	=6	=102	=102	=65	=751	=False	[NULL]	
=275	=342490	=6	=102	=102	=65	=774	=False	[NULL]	
=276	=342491	=6	=51	=51	=65	=751	=False	[NULL]	
=277	=342492	=6	=51	=51	=65	=748	=False	[NULL]	
=278	=342493	=6	=51	=51	=65	=744	=False	[NULL]	
=279	=342494	=6	=51	=51	=65	=778	=False	[NULL]	
=280	=364785	=6	=46	=46	=125	=865	=False	[NULL]	
=281	=364786	=6	=46	=46	=125	=867	=False	[NULL]	
=282	=364787	=6	=46	=46	=125	=1017	=False	[NULL]	
=283	=364788	=6	=46	=46	=125	=889	=False	[NULL]	
=284	=364789	=6	=23	=23	=125	=1013	=False	[NULL]	
=285	=364790	=6	=23	=23	=125	=869	=False	[NULL]	
=286	=370326	=-1000	=0	=0	=0	=2	=False	[NULL]	
=287	=370327	=-1000	=0	=0	=0	=2	=False	[NULL]	
=288	=371145	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=289	=383086	=6	=100	=100	=75	=744	=False	[NULL]	
=290	=383087	=-1000	=0	=0	=75	=744	=False	[NULL]	
=291	=383088	=6	=100	=100	=75	=765	=False	[NULL]	
=292	=383089	=6	=100	=100	=75	=764	=False	[NULL]	
=293	=383090	=6	=100	=100	=75	=784	=False	[NULL]	
=294	=383091	=6	=100	=100	=75	=5724	=False	[NULL]	
=295	=385766	=6	=100	=100	=75	=744	=False	[NULL]	
=296	=385767	=6	=100	=100	=75	=765	=False	[NULL]	
=297	=385768	=6	=100	=100	=75	=764	=False	[NULL]	
=298	=385769	=6	=100	=100	=75	=748	=False	[NULL]	
=299	=385770	=6	=50	=50	=75	=784	=False	[NULL]	
=300	=385771	=6	=50	=50	=75	=5724	=False	[NULL]	
=301	=386748	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=302	=386749	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=303	=386759	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=304	=386760	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=305	=387024	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=306	=387025	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=307	=388795	=6	=100	=100	=75	=744	=False	[NULL]	
=308	=388796	=6	=100	=100	=75	=765	=False	[NULL]	
=309	=388797	=6	=100	=100	=75	=784	=False	[NULL]	
=310	=388798	=6	=100	=100	=75	=774	=False	[NULL]	
=311	=388799	=6	=50	=50	=75	=748	=False	[NULL]	
=312	=388800	=6	=50	=50	=75	=756	=False	[NULL]	
=313	=391146	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=314	=391147	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=315	=391148	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=316	=391149	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=317	=391150	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=318	=391151	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=319	=393357	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=320	=393358	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=321	=402485	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=322	=402486	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=323	=405631	=-1000	=0	=0	=0	=2	=False	[NULL]	
=324	=405632	=-1000	=0	=0	=0	=2	=False	[NULL]	
=325	=413527	=6	=24	=24	=75	=744	=False	[NULL]	
=326	=413528	=6	=24	=24	=75	=765	=False	[NULL]	
=327	=413529	=6	=24	=24	=75	=754	=False	[NULL]	
=328	=413530	=6	=24	=24	=75	=774	=False	[NULL]	
=329	=413531	=6	=24	=24	=75	=748	=False	[NULL]	
=330	=413532	=6	=24	=24	=75	=784	=False	[NULL]	
=331	=421166	=-1000	=96	=96	=75	=744	=False	[NULL]	
=332	=421167	=-1000	=96	=96	=75	=765	=False	[NULL]	
=333	=421168	=-1000	=96	=96	=75	=784	=False	[NULL]	
=334	=421169	=-1000	=96	=96	=75	=754	=False	[NULL]	
=335	=421170	=-1000	=48	=48	=75	=756	=False	[NULL]	
=336	=421171	=-1000	=48	=48	=75	=5724	=False	[NULL]	
=337	=423832	=6	=104	=104	=65	=744	=False	[NULL]	
=338	=423833	=6	=104	=104	=65	=765	=False	[NULL]	
=339	=423834	=6	=104	=104	=65	=786	=False	[NULL]	
=340	=423835	=4	=72	=104	=65	=774	=False	[NULL]	
=341	=423836	=4	=48	=52	=65	=751	=False	[NULL]	
=342	=423837	=4	=48	=52	=65	=748	=False	[NULL]	
=343	=435345	=6	=24	=24	=135	=865	=False	[NULL]	
=344	=435346	=-1000	=0	=0	=135	=865	=False	[NULL]	
=345	=435347	=6	=24	=24	=135	=867	=False	[NULL]	
=346	=435348	=6	=12	=12	=135	=5876	=False	[NULL]	
=347	=435349	=6	=42	=42	=135	=1013	=False	[NULL]	
=348	=435350	=6	=42	=42	=135	=913	=False	[NULL]	
=349	=455873	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=350	=455874	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=351	=456640	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=352	=456642	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=353	=456643	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=354	=456644	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=355	=456645	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=356	=456646	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=357	=456647	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=358	=456648	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=359	=456652	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=360	=456654	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=361	=456655	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=362	=456657	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=363	=456658	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=364	=456659	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=365	=456660	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=366	=456661	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=367	=456664	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=368	=456665	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=369	=456667	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=370	=456669	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=371	=456670	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=372	=456671	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=373	=456672	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=374	=456673	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=375	=456674	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=376	=456675	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=377	=456676	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=378	=459438	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=379	=459439	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=380	=459440	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=381	=487738	=6	=72	=72	=75	=744	=False	[NULL]	
=382	=487739	=6	=72	=72	=75	=765	=False	[NULL]	
=383	=487740	=6	=72	=72	=75	=784	=False	[NULL]	
=384	=487741	=6	=48	=48	=75	=5724	=False	[NULL]	
=385	=487742	=6	=72	=72	=75	=748	=False	[NULL]	
=386	=487743	=6	=72	=72	=75	=774	=False	[NULL]	
=387	=514031	=2	=0	=0	=0	=2	=False	[NULL]	
=388	=514032	=2	=0	=0	=0	=2	=False	[NULL]	
=389	=523975	=-1000	=0	=0	=0	=1	=False	[NULL]	
=390	=523976	=-1000	=0	=0	=0	=1	=False	[NULL]	
=391	=527729	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=392	=527730	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=393	=527773	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=394	=527774	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=395	=544562	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=396	=544563	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=397	=544564	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=398	=544565	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=399	=544566	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=400	=544567	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=401	=557075	=6	=44	=44	=125	=1013	=False	[NULL]	
=402	=557076	=6	=96	=96	=75	=744	=False	[NULL]	
=403	=557077	=6	=96	=96	=75	=5724	=False	[NULL]	
=404	=557078	=6	=48	=48	=75	=784	=False	[NULL]	
=405	=557079	=6	=48	=48	=75	=780	=False	[NULL]	
=406	=557080	=6	=36	=36	=75	=765	=False	[NULL]	
