Id	WarehouseTransactionHistoryId	WarehouseId	ItemId	Active	ObservedQuantity	AdjustmentQuantity	FutureObservedAdjustmentQuantity	
=89	=7	=15	=636	=False	[NULL]	=9	=0	
=90	=7	=15	=639	=False	[NULL]	=2	=0	
=91	=7	=15	=666	=False	[NULL]	=3	=0	
=92	=7	=15	=671	=False	[NULL]	=4	=0	
=93	=7	=15	=677	=False	[NULL]	=3	=0	
=94	=8	=12	=13	=False	[NULL]	=45	=0	
=95	=8	=12	=14	=False	[NULL]	=29	=0	
=96	=8	=12	=34	=False	[NULL]	=2	=0	
=97	=8	=12	=41	=False	[NULL]	=2	=0	
=98	=8	=12	=43	=False	[NULL]	=18	=0	
=99	=8	=12	=45	=False	[NULL]	=4	=0	
=100	=8	=12	=49	=False	[NULL]	=5	=0	
=101	=8	=12	=52	=False	[NULL]	=14	=0	
=102	=8	=12	=53	=False	[NULL]	=3	=0	
=103	=8	=12	=72	=False	[NULL]	=3	=0	
=104	=8	=12	=76	=False	[NULL]	=7	=0	
=105	=8	=12	=97	=False	[NULL]	=2	=0	
=106	=8	=12	=102	=False	[NULL]	=3	=0	
=107	=8	=12	=134	=False	[NULL]	=7	=0	
=108	=8	=12	=135	=False	[NULL]	=3	=0	
=109	=8	=12	=137	=False	[NULL]	=2	=0	
=110	=8	=12	=139	=False	[NULL]	=27	=0	
=111	=8	=12	=143	=False	[NULL]	=7	=0	
=112	=8	=12	=146	=False	[NULL]	=11	=0	
=113	=8	=12	=148	=False	[NULL]	=14	=0	
=114	=8	=12	=149	=False	[NULL]	=25	=0	
=115	=8	=12	=150	=False	[NULL]	=12	=0	
=116	=8	=12	=166	=False	[NULL]	=2	=0	
=117	=8	=12	=167	=False	[NULL]	=1	=0	
=118	=8	=12	=168	=False	[NULL]	=5	=0	
=119	=8	=12	=170	=False	[NULL]	=6	=0	
=120	=8	=12	=171	=False	[NULL]	=6	=0	
=121	=8	=12	=192	=False	[NULL]	=480	=0	
=122	=8	=12	=212	=False	[NULL]	=6	=0	
=123	=8	=12	=218	=False	[NULL]	=2	=0	
=124	=8	=12	=287	=False	[NULL]	=4	=0	
=125	=8	=12	=296	=False	[NULL]	=11	=0	
=126	=8	=12	=492	=False	[NULL]	=10	=0	
=127	=8	=12	=506	=False	[NULL]	=6	=0	
=128	=8	=12	=563	=False	[NULL]	=4	=0	
=129	=8	=12	=630	=False	[NULL]	=4	=0	
=130	=8	=12	=636	=False	[NULL]	=9	=0	
=131	=8	=12	=639	=False	[NULL]	=2	=0	
=132	=8	=12	=666	=False	[NULL]	=3	=0	
=133	=8	=12	=671	=False	[NULL]	=4	=0	
=134	=8	=12	=677	=False	[NULL]	=3	=0	
=135	=8	=15	=13	=False	[NULL]	=-45	=0	
=136	=8	=15	=14	=False	[NULL]	=-29	=0	
=137	=8	=15	=34	=False	[NULL]	=-2	=0	
=138	=8	=15	=41	=False	[NULL]	=-2	=0	
=139	=8	=15	=43	=False	[NULL]	=-18	=0	
=140	=8	=15	=45	=False	[NULL]	=-4	=0	
=141	=8	=15	=49	=False	[NULL]	=-5	=0	
=142	=8	=15	=52	=False	[NULL]	=-14	=0	
=143	=8	=15	=53	=False	[NULL]	=-3	=0	
=144	=8	=15	=72	=False	[NULL]	=-3	=0	
=145	=8	=15	=76	=False	[NULL]	=-7	=0	
=146	=8	=15	=97	=False	[NULL]	=-2	=0	
=147	=8	=15	=102	=False	[NULL]	=-3	=0	
=148	=8	=15	=134	=False	[NULL]	=-7	=0	
=149	=8	=15	=135	=False	[NULL]	=-3	=0	
=150	=8	=15	=137	=False	[NULL]	=-2	=0	
=151	=8	=15	=139	=False	[NULL]	=-27	=0	
=152	=8	=15	=143	=False	[NULL]	=-7	=0	
=153	=8	=15	=146	=False	[NULL]	=-11	=0	
=154	=8	=15	=148	=False	[NULL]	=-14	=0	
=155	=8	=15	=149	=False	[NULL]	=-25	=0	
=156	=8	=15	=150	=False	[NULL]	=-12	=0	
=157	=8	=15	=166	=False	[NULL]	=-2	=0	
=158	=8	=15	=167	=False	[NULL]	=-1	=0	
=159	=8	=15	=168	=False	[NULL]	=-5	=0	
=160	=8	=15	=170	=False	[NULL]	=-6	=0	
=161	=8	=15	=171	=False	[NULL]	=-6	=0	
=162	=8	=15	=192	=False	[NULL]	=-480	=0	
=163	=8	=15	=212	=False	[NULL]	=-6	=0	
=164	=8	=15	=218	=False	[NULL]	=-2	=0	
=165	=8	=15	=287	=False	[NULL]	=-4	=0	
=166	=8	=15	=296	=False	[NULL]	=-11	=0	
=167	=8	=15	=492	=False	[NULL]	=-10	=0	
=168	=8	=15	=506	=False	[NULL]	=-6	=0	
=169	=8	=15	=563	=False	[NULL]	=-4	=0	
=170	=8	=15	=630	=False	[NULL]	=-4	=0	
=171	=8	=15	=636	=False	[NULL]	=-9	=0	
=172	=8	=15	=639	=False	[NULL]	=-2	=0	
=173	=8	=15	=666	=False	[NULL]	=-3	=0	
=174	=8	=15	=671	=False	[NULL]	=-4	=0	
=175	=8	=15	=677	=False	[NULL]	=-3	=0	
