Id	MachineId	CollectionDateTime	RestockUtcDateTime	LastCollectionDateTime	PreviousRestockUtcDateTime	IsRecentCreatedDateTime	IsRecentUtcCreatedDateTime	CreatedBy	Deleted	PrepickId	CollectedBillsCount	CollectedCoinsCount	RefundAmountInCents	BagNumber	AllSalesAmountInCents	LastRestockAllSalesAmountInCents	CashSalesQuantity	LastRestockCashSalesQuantity	CashSalesAmountInCents	LastRestockCashSalesAmountInCents	CardSalesQuantity	LastRestockCardSalesQuantity	CardSalesAmountInCents	LastRestockCardSalesAmountInCents	TokenSalesQuantity	LastRestockTokenSalesQuantity	TokenSalesAmountInCents	LastRestockTokenSalesAmountInCents	FreeSalesQuantity	LastRestockFreeSalesQuantity	FreeSalesAmountInCents	LastRestockFreeSalesAmountInCents	CashInAmountInCents	LastRestockCashInAmountInCents	BillsInAmount	LastRestockBillsInAmount	CoinsToTubeAmountInCents	LastRestockCoinsToTubesAmountInCents	CoinsToBoxAmountInCents	LastRestockCoinsToBoxAmountInCents	CashDispensedAmountInCents	LastRestockCashDispensedAmountInCents	CoinRefillAmountInCents	CoinsInTubeAmountInCents	CollectedTokensCount	CollectedTokensValueInCents	LastRestockTestVendAmountInCents	CreatedByUserId	RestockedByUserId	LastRestockAllSalesQuantity	AllSalesQuantity	ScheduleDate	ScheduleId	RestockSummaryFrozen	
=9921	=43	=08/08/2013 15:52:21	=08/08/2013 12:52:21	=08/05/2013 09:21:26	[NULL]	=False	=False	[NULL]	=False	=3862	=0	=0	=0	[NULL]	=4151800	=5200	=18106	=25	=3009845	=4600	=6335	=4	=1141955	=600	=0	=0	=0	=0	=0	=0	=0	=0	=4146375	=5675	=33953	=45	=428940	=545	=322135	=630	=1153035	=1075	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/08/2013 00:00:00	=4627	=True	
=9922	=26	=08/08/2013 15:56:11	=08/08/2013 12:56:11	=08/05/2013 09:13:25	[NULL]	=False	=False	[NULL]	=False	=3862	=0	=0	=0	[NULL]	=3044015	=5220	=28455	=52	=3043340	=5095	=5	=1	=675	=125	=0	=0	=0	=0	=0	=0	=0	=0	=3698495	=8030	=91	=65	=317755	=450	=1330	=1080	=1111780	=3555	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/08/2013 00:00:00	=4627	=True	
=9923	=17	=08/09/2013 09:29:20	=08/09/2013 06:29:20	=07/30/2013 10:12:18	[NULL]	=False	=False	[NULL]	=False	=3863	=0	=0	=0	[NULL]	=6783140	=4630	=89140	=70	=6782710	=7625	=4	=0	=430	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8432655	=4205	=9	=0	=171070	=490	=445	=0	=547845	=330	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/09/2013 00:00:00	=4628	=True	
=9924	=21	=08/09/2013 09:35:41	=08/09/2013 06:35:41	=07/31/2013 11:49:14	[NULL]	=False	=False	[NULL]	=False	=3863	=0	=0	=0	[NULL]	=6384555	=4520	=78857	=107	=6384080	=11645	=5	=0	=475	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8846640	=5315	=35	=0	=190435	=365	=200	=0	=539405	=1345	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/09/2013 00:00:00	=4628	=True	
=9925	=18	=08/09/2013 09:30:00	=08/09/2013 06:30:00	=08/06/2013 09:20:00	[NULL]	=False	=False	=broman@tmcc.edu	=False	=3863	=0	=0	=0	[NULL]	=721275	=3475	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	=0	[NULL]	=4433	[NULL]	[NULL]	[NULL]	=08/09/2013 00:00:00	=4628	=True	
=9926	=5	=08/09/2013 10:54:53	=08/09/2013 07:54:53	=08/07/2013 11:10:15	[NULL]	=False	=False	[NULL]	=False	=3864	=0	=0	=0	[NULL]	=1495880	=4360	=7266	=22	=1308035	=4085	=997	=1	=187845	=275	=0	=0	=0	=0	=0	=0	=0	=0	=2279660	=6250	=19119	=50	=294370	=1200	=73390	=50	=1082865	=2165	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/09/2013 00:00:00	=4629	=True	
=9927	=1	=08/09/2013 10:58:20	=08/09/2013 07:58:20	=08/07/2013 10:56:24	[NULL]	=False	=False	[NULL]	=False	=3864	=0	=0	=0	[NULL]	=3817645	=4320	=36449	=38	=3815000	=3920	=22	=3	=2645	=400	=0	=0	=0	=0	=0	=0	=0	=0	=5413275	=4900	=362	=37	=773315	=535	=6225	=665	=2071495	=980	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/09/2013 00:00:00	=4629	=True	
=9928	=31	=08/12/2013 09:23:18	=08/12/2013 06:23:18	=08/08/2013 10:12:11	=08/08/2013 07:12:11	=False	=False	[NULL]	=False	=3865	=0	=0	=0	[NULL]	=1186530	=3470	=11012	=31	=1185900	=3090	=5	=3	=630	=380	=0	=0	=0	=0	=0	=0	=0	=0	=1462890	=5315	=80	=41	=156540	=350	=1665	=865	=385720	=2225	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/12/2013 00:00:00	=4630	=True	
=9929	=41	=08/12/2013 09:32:53	=08/12/2013 06:32:53	=08/08/2013 09:49:18	=08/08/2013 06:49:18	=False	=False	[NULL]	=False	=3865	=0	=0	=0	[NULL]	=4109090	=6255	=21799	=30	=3648910	=5700	=2538	=3	=460180	=555	=0	=0	=0	=0	=0	=0	=0	=0	=5084210	=7350	=43477	=61	=570030	=1075	=166480	=175	=1456690	=1650	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/12/2013 00:00:00	=4630	=True	
=9930	=14	=08/12/2013 09:20:00	=08/12/2013 06:20:00	=07/30/2013 12:00:00	[NULL]	=False	=False	=broman@tmcc.edu	=False	=3865	=0	=0	=0	[NULL]	=211760	=4175	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	=0	[NULL]	=4433	[NULL]	[NULL]	[NULL]	=08/12/2013 00:00:00	=4630	=True	
=9931	=44	=08/12/2013 09:54:45	=08/12/2013 06:54:45	=08/08/2013 09:04:57	=08/08/2013 06:04:57	=False	=False	[NULL]	=False	=3866	=0	=0	=0	[NULL]	=5920710	=4350	=28299	=19	=4717440	=3525	=6603	=4	=1203270	=825	=0	=0	=0	=0	=0	=0	=0	=0	=6452245	=4270	=53398	=29	=722210	=550	=390235	=820	=1747775	=745	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/12/2013 00:00:00	=4631	=True	
=9932	=21	=08/12/2013 09:59:03	=08/12/2013 06:59:03	=08/09/2013 09:35:41	=08/09/2013 06:35:41	=False	=False	=broman@tmcc.edu	=False	[NULL]	=0	=0	=0	[NULL]	=6385535	=980	=78864	=7	=6384835	=755	=7	=2	=700	=225	=0	=0	=0	=0	=0	=0	=0	=0	=8847865	=1225	=45	=10	=190610	=175	=250	=50	=539875	=470	=0	[NULL]	=0	=0	[NULL]	=4433	[NULL]	[NULL]	[NULL]	=08/11/2013 00:00:00	[NULL]	=True	
=9933	=19	=08/12/2013 10:14:02	=08/12/2013 07:14:02	=08/06/2013 09:14:43	[NULL]	=False	=False	[NULL]	=False	=3866	=0	=0	=0	[NULL]	=3982770	=3745	=38809	=28	=3981695	=2870	=10	=8	=1075	=875	=0	=0	=0	=0	=0	=0	=0	=0	=4463220	=4545	=47	=35	=428495	=295	=1115	=750	=1127485	=1675	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/12/2013 00:00:00	=4631	=True	
=9934	=4	=08/12/2013 14:10:00	=08/12/2013 11:10:00	=07/29/2013 13:40:00	[NULL]	=False	=False	=broman@tmcc.edu	=False	=3867	=0	=0	=0	[NULL]	=1881220	=3400	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	=0	[NULL]	=4433	[NULL]	[NULL]	[NULL]	=08/12/2013 00:00:00	=4632	=True	
=9935	=28	=08/12/2013 15:30:17	=08/12/2013 12:30:17	=08/08/2013 15:47:03	=08/08/2013 12:47:03	=False	=False	[NULL]	=False	=3868	=0	=0	=0	[NULL]	=15993525	=2075	=95944	=7	=12134940	=1375	=25890	=3	=3858585	=700	=0	=0	=0	=0	=0	=0	=0	=0	=14342875	=1850	=110122	=15	=1892545	=350	=1438130	=0	=2156775	=475	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/12/2013 00:00:00	=4633	=True	
=9936	=37	=08/13/2013 11:00:49	=08/13/2013 08:00:49	=08/07/2013 09:09:48	[NULL]	=False	=False	[NULL]	=False	=3869	=0	=0	=0	[NULL]	=7231850	=2400	=59551	=15	=6751250	=2400	=4467	=0	=480600	=0	=0	=0	=0	=0	=35	=0	=0	=0	=6751250	=2400	=56892	=30	=982035	=350	=1101500	=0	=986655	=950	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/13/2013 00:00:00	=4634	=True	
=9937	=36	=08/13/2013 11:03:40	=08/13/2013 08:03:40	=08/07/2013 09:07:20	[NULL]	=False	=False	[NULL]	=False	=3869	=0	=0	=0	[NULL]	=1749930	=4130	=17699	=41	=1749830	=4130	=1	=0	=100	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1970365	=5370	=76	=39	=172665	=600	=1510	=870	=426575	=1240	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/13/2013 00:00:00	=4634	=True	
=9938	=1	=08/13/2013 11:50:52	=08/13/2013 08:50:52	=08/09/2013 10:58:20	=08/09/2013 07:58:20	=False	=False	[NULL]	=False	=3870	=0	=0	=0	[NULL]	=3826560	=8915	=36522	=73	=3823435	=8435	=26	=4	=3125	=480	=0	=0	=0	=0	=0	=0	=0	=0	=5425465	=12190	=459	=97	=775070	=1755	=6960	=735	=2076750	=5255	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/13/2013 00:00:00	=4635	=True	
=9939	=3	=08/13/2013 11:59:59	=08/13/2013 08:59:59	=07/26/2013 11:05:37	[NULL]	=False	=False	[NULL]	=False	=3870	=0	=0	=0	[NULL]	=8421805	=8275	=66772	=40	=8421805	=8275	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10633840	=11250	=78899	=102	=1933115	=700	=810825	=350	=2209690	=4975	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/13/2013 00:00:00	=4635	=True	
=9940	=5	=08/13/2013 12:04:30	=08/13/2013 09:04:30	=08/09/2013 10:54:53	=08/09/2013 07:54:53	=False	=False	[NULL]	=False	=3870	=0	=0	=0	[NULL]	=1500825	=4945	=7295	=29	=1312980	=4945	=997	=0	=187845	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2290160	=10500	=19211	=92	=295180	=810	=73880	=490	=1088445	=5580	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/13/2013 00:00:00	=4635	=True	
=9941	=6	=08/13/2013 12:46:14	=08/13/2013 09:46:14	=08/08/2013 11:56:29	=08/08/2013 08:56:29	=False	=False	[NULL]	=False	=3870	=0	=0	=0	[NULL]	=2190805	=6950	=22021	=70	=2187475	=6825	=30	=1	=3330	=125	=0	=0	=0	=0	=0	=0	=0	=0	=3051545	=9010	=706	=66	=304675	=590	=7870	=1820	=1015960	=2185	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/13/2013 00:00:00	=4635	=True	
=9942	=2	=08/13/2013 11:50:00	=08/13/2013 08:50:00	=08/01/2013 12:20:00	[NULL]	=False	=False	=broman@tmcc.edu	=False	=3870	=0	=0	=0	[NULL]	=416950	=5125	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	=0	[NULL]	=4433	[NULL]	[NULL]	[NULL]	=08/13/2013 00:00:00	=4635	=True	
=9943	=26	=08/14/2013 09:33:54	=08/14/2013 06:33:54	=08/08/2013 15:56:11	=08/08/2013 12:56:11	=False	=False	[NULL]	=False	=3871	=0	=0	=0	[NULL]	=3048585	=4570	=28483	=28	=3046330	=2990	=20	=15	=2255	=1580	=0	=0	=0	=0	=0	=0	=0	=0	=3702520	=4025	=122	=31	=318145	=390	=1865	=535	=1112815	=1035	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4637	=True	
=9944	=43	=08/14/2013 09:45:06	=08/14/2013 06:45:06	=08/08/2013 15:52:21	=08/08/2013 12:52:21	=False	=False	[NULL]	=False	=3871	=0	=0	=0	[NULL]	=4156890	=5090	=18130	=24	=3013870	=4025	=6341	=6	=1143020	=1065	=0	=0	=0	=0	=0	=0	=0	=0	=4152830	=6455	=34010	=57	=428965	=25	=322865	=730	=1155465	=2430	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4637	=True	
=9945	=29	=08/14/2013 09:48:10	=08/14/2013 06:48:10	=08/07/2013 15:57:58	[NULL]	=False	=False	[NULL]	=False	=3871	=0	=0	=0	[NULL]	=2480090	=5990	=21689	=33	=2477210	=3635	=18	=13	=2880	=2355	=0	=0	=0	=0	=0	=0	=0	=0	=2567505	=5775	=113	=54	=210680	=310	=230	=65	=683380	=2140	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4637	=True	
=9946	=28	=08/14/2013 09:23:37	=08/14/2013 06:23:37	=08/12/2013 15:30:17	=08/12/2013 12:30:17	=False	=False	=broman@tmcc.edu	=False	=3871	=0	=0	=0	[NULL]	=15995400	=1875	=95952	=8	=12136465	=1525	=25891	=1	=3858935	=350	=0	=0	=0	=0	=0	=0	=0	=0	=14345105	=2230	=110138	=16	=1892900	=355	=1438405	=275	=2157480	=705	=0	[NULL]	=0	=0	[NULL]	=4433	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4637	=True	
=9947	=31	=08/14/2013 10:16:18	=08/14/2013 07:16:18	=08/12/2013 09:23:18	=08/12/2013 06:23:18	=False	=False	[NULL]	=False	=3872	=0	=0	=0	[NULL]	=1191120	=4590	=11053	=41	=1190165	=4265	=8	=3	=955	=325	=0	=0	=0	=0	=0	=0	=0	=0	=1469420	=6530	=134	=54	=157055	=515	=2280	=615	=387985	=2265	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4638	=True	
=9948	=41	=08/14/2013 10:26:26	=08/14/2013 07:26:26	=08/12/2013 09:32:53	=08/12/2013 06:32:53	=False	=False	[NULL]	=False	=3872	=0	=0	=0	[NULL]	=4114940	=5850	=21829	=30	=3654335	=5425	=2540	=2	=460605	=425	=0	=0	=0	=0	=0	=0	=0	=0	=5091650	=7440	=43536	=59	=570560	=530	=167490	=1010	=1458705	=2015	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4638	=True	
=9949	=1	=08/14/2013 12:37:48	=08/14/2013 09:37:48	=08/13/2013 11:50:52	=08/13/2013 08:50:52	=False	=False	[NULL]	=False	=3873	=0	=0	=0	[NULL]	=3834225	=7665	=36590	=68	=3830795	=7360	=29	=3	=3430	=305	=0	=0	=0	=0	=0	=0	=0	=0	=5435550	=10085	=533	=74	=776790	=1720	=7925	=965	=2079475	=2725	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4639	=True	
=9950	=5	=08/14/2013 12:54:00	=08/14/2013 09:54:00	=08/13/2013 12:04:30	=08/13/2013 09:04:30	=False	=False	[NULL]	=False	=3873	=0	=0	=0	[NULL]	=1508040	=7215	=7330	=35	=1319595	=6615	=1000	=3	=188445	=600	=0	=0	=0	=0	=0	=0	=0	=0	=2300385	=10225	=19303	=92	=296185	=1005	=73900	=20	=1092085	=3640	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4639	=True	
=9951	=11	=08/14/2013 13:01:46	=08/14/2013 10:01:46	=07/31/2013 12:13:02	[NULL]	=False	=False	[NULL]	=False	=3873	=0	=0	=0	[NULL]	=1892890	=505	=13666	=6	=1473650	=505	=2811	=0	=419240	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2225185	=580	=17946	=4	=241080	=125	=189505	=55	=801585	=75	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4639	=True	
=9952	=44	=08/14/2013 15:04:31	=08/14/2013 12:04:31	=08/12/2013 09:54:45	=08/12/2013 06:54:45	=False	=False	[NULL]	=False	=3874	=0	=0	=0	[NULL]	=5928220	=7510	=28327	=28	=4722600	=5160	=6614	=11	=1205620	=2350	=0	=0	=0	=0	=0	=0	=0	=0	=6459900	=7655	=53465	=67	=722760	=550	=390640	=405	=1750270	=2495	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4640	=True	
=9953	=45	=08/14/2013 15:18:17	=08/14/2013 12:18:17	=08/07/2013 08:51:18	[NULL]	=False	=False	[NULL]	=False	=3874	=0	=0	=0	[NULL]	=9446300	=4880	=51834	=21	=8100380	=3815	=7550	=6	=1345920	=1065	=0	=0	=0	=0	=0	=0	=0	=0	=10823680	=4975	=83262	=42	=1627990	=525	=869490	=250	=2721150	=1160	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/14/2013 00:00:00	=4640	=True	
=9954	=33	=08/15/2013 08:50:00	=08/15/2013 05:50:00	=07/29/2013 12:00:00	[NULL]	=False	=False	=broman@tmcc.edu	=False	=3875	=0	=0	=0	[NULL]	=3158615	=4350	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	=0	[NULL]	=4433	[NULL]	[NULL]	[NULL]	=08/15/2013 00:00:00	=4642	=True	
=9955	=32	=08/15/2013 08:50:00	=08/15/2013 05:50:00	=07/31/2013 10:30:00	[NULL]	=False	=False	=broman@tmcc.edu	=False	=3875	=0	=0	=0	[NULL]	=3987870	=1875	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	=0	[NULL]	=4433	[NULL]	[NULL]	[NULL]	=08/15/2013 00:00:00	=4642	=True	
=9956	=16	=08/15/2013 09:10:06	=08/15/2013 06:10:06	=08/08/2013 09:33:30	=08/08/2013 06:33:30	=False	=False	[NULL]	=False	=3876	=0	=0	=0	[NULL]	=6878145	=3425	=45951	=21	=5546495	=3425	=11000	=0	=1331650	=0	=0	=0	=0	=0	=37	=0	=0	=0	=5546495	=3425	=46621	=35	=725865	=450	=912590	=25	=748240	=575	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/15/2013 00:00:00	=4643	=True	
=9957	=6	=08/15/2013 10:30:12	=08/15/2013 07:30:12	=08/13/2013 12:46:14	=08/13/2013 09:46:14	=False	=False	[NULL]	=False	=3877	=0	=0	=0	[NULL]	=2197595	=6790	=22085	=64	=2193755	=6280	=35	=5	=3840	=510	=0	=0	=0	=0	=0	=0	=0	=0	=3059450	=7905	=764	=58	=305525	=850	=9125	=1255	=1017585	=1625	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/15/2013 00:00:00	=4644	=True	
=9958	=7	=08/15/2013 10:32:57	=08/15/2013 07:32:57	=08/08/2013 11:27:42	=08/08/2013 08:27:42	=False	=False	[NULL]	=False	=3877	=0	=0	=0	[NULL]	=4232350	=4600	=34779	=22	=4232350	=4600	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4741120	=6050	=34183	=52	=475050	=825	=847770	=25	=466665	=1450	=0	[NULL]	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=08/15/2013 00:00:00	=4644	=True	
