Id	ItemId	Name	ItemsCount	IsDefaultForReceive	IsDefaultForTransfer	IsDefaultForDelivery	Enabled	
=99	=625	=each	=1	=False	=False	=False	=True	
=100	=635	=each	=1	=False	=False	=False	=True	
=101	=681	=each	=1	=False	=False	=False	=True	
=102	=483	=each	=1	=False	=False	=False	=True	
=103	=484	=each	=1	=False	=False	=False	=True	
=104	=485	=each	=1	=False	=False	=False	=True	
=105	=486	=each	=1	=False	=False	=False	=True	
=106	=487	=each	=1	=False	=False	=False	=True	
=107	=488	=each	=1	=False	=False	=False	=True	
=108	=489	=each	=1	=False	=False	=False	=True	
=109	=495	=each	=1	=False	=False	=False	=True	
=110	=491	=each	=1	=False	=False	=False	=True	
=111	=492	=each	=1	=False	=False	=False	=True	
=112	=493	=each	=1	=False	=False	=False	=True	
=113	=494	=each	=1	=False	=False	=False	=True	
=114	=500	=each	=1	=False	=False	=False	=True	
=115	=501	=each	=1	=False	=False	=False	=True	
=116	=505	=each	=1	=False	=False	=False	=True	
=117	=506	=each	=1	=False	=False	=False	=True	
=118	=507	=each	=1	=False	=False	=False	=True	
=119	=508	=each	=1	=False	=False	=False	=True	
=120	=509	=each	=1	=False	=False	=False	=True	
=121	=510	=each	=1	=False	=False	=False	=True	
=122	=511	=each	=1	=False	=False	=False	=True	
=123	=512	=each	=1	=False	=False	=False	=True	
=124	=513	=each	=1	=False	=False	=False	=True	
=125	=514	=each	=1	=False	=False	=False	=True	
=126	=515	=each	=1	=False	=False	=False	=True	
=127	=516	=each	=1	=False	=False	=False	=True	
=128	=521	=each	=1	=False	=False	=False	=True	
=129	=522	=each	=1	=False	=False	=False	=True	
=130	=523	=each	=1	=False	=False	=False	=True	
=131	=524	=each	=1	=False	=False	=False	=True	
=132	=530	=each	=1	=False	=False	=False	=True	
=133	=531	=each	=1	=False	=False	=False	=True	
=134	=532	=each	=1	=False	=False	=False	=True	
=135	=540	=each	=1	=False	=False	=False	=True	
=136	=541	=each	=1	=False	=False	=False	=True	
=137	=542	=each	=1	=False	=False	=False	=True	
=138	=555	=each	=1	=False	=False	=False	=True	
=139	=556	=each	=1	=False	=False	=False	=True	
=140	=648	=each	=1	=False	=False	=False	=True	
=141	=562	=each	=1	=False	=False	=False	=True	
=142	=567	=each	=1	=False	=False	=False	=True	
=143	=568	=each	=1	=False	=False	=False	=True	
=144	=582	=each	=1	=False	=False	=False	=True	
=145	=584	=each	=1	=False	=False	=False	=True	
=146	=585	=each	=1	=False	=False	=False	=True	
=147	=586	=each	=1	=False	=False	=False	=True	
=148	=587	=each	=1	=False	=False	=False	=True	
=149	=588	=each	=1	=False	=False	=False	=True	
=150	=591	=each	=1	=False	=False	=False	=True	
=151	=607	=each	=1	=False	=False	=False	=True	
=152	=649	=each	=1	=False	=False	=False	=True	
=153	=636	=each	=1	=False	=False	=False	=True	
=154	=645	=each	=1	=False	=False	=False	=True	
=155	=700	=each	=1	=False	=False	=False	=True	
=156	=701	=each	=1	=False	=False	=False	=True	
=157	=702	=each	=1	=False	=False	=False	=True	
=158	=703	=each	=1	=False	=False	=False	=True	
=159	=719	=each	=1	=False	=False	=False	=True	
=160	=724	=each	=1	=False	=False	=False	=True	
=161	=731	=each	=1	=False	=False	=False	=True	
=162	=490	=each	=1	=False	=False	=False	=True	
=163	=444	=each	=1	=False	=False	=False	=True	
=164	=445	=each	=1	=False	=False	=False	=True	
=165	=446	=each	=1	=False	=False	=False	=True	
=166	=447	=each	=1	=False	=False	=False	=True	
=167	=448	=each	=1	=False	=False	=False	=True	
=168	=453	=each	=1	=False	=False	=False	=True	
=169	=454	=each	=1	=False	=False	=False	=True	
=170	=475	=each	=1	=False	=False	=False	=True	
=171	=476	=each	=1	=False	=False	=False	=True	
=172	=520	=each	=1	=False	=False	=False	=True	
=173	=613	=each	=1	=False	=False	=False	=True	
=174	=672	=each	=1	=False	=False	=False	=True	
=175	=673	=each	=1	=False	=False	=False	=True	
=176	=570	=each	=1	=False	=False	=False	=True	
=177	=571	=each	=1	=False	=False	=False	=True	
=178	=572	=each	=1	=False	=False	=False	=True	
=179	=573	=each	=1	=False	=False	=False	=True	
=180	=574	=each	=1	=False	=False	=False	=True	
=181	=575	=each	=1	=False	=False	=False	=True	
=182	=576	=each	=1	=False	=False	=False	=True	
=183	=577	=each	=1	=False	=False	=False	=True	
=184	=578	=each	=1	=False	=False	=False	=True	
=185	=579	=each	=1	=False	=False	=False	=True	
=186	=580	=each	=1	=False	=False	=False	=True	
=187	=596	=each	=1	=False	=False	=False	=True	
=188	=597	=each	=1	=False	=False	=False	=True	
=189	=598	=each	=1	=False	=False	=False	=True	
=190	=714	=each	=1	=False	=False	=False	=True	
=191	=715	=each	=1	=False	=False	=False	=True	
=192	=718	=each	=1	=False	=False	=False	=True	
=193	=734	=each	=1	=False	=False	=False	=True	
=194	=735	=each	=1	=False	=False	=False	=True	
=195	=278	=each	=1	=False	=False	=False	=True	
=196	=279	=each	=1	=False	=False	=False	=True	
=197	=280	=each	=1	=False	=False	=False	=True	
=198	=281	=each	=1	=False	=False	=False	=True	
=199	=282	=each	=1	=False	=False	=False	=True	
=200	=283	=each	=1	=False	=False	=False	=True	
=201	=284	=each	=1	=False	=False	=False	=True	
=202	=285	=each	=1	=False	=False	=False	=True	
=203	=286	=each	=1	=False	=False	=False	=True	
=204	=287	=each	=1	=False	=False	=False	=True	
=205	=288	=each	=1	=False	=False	=False	=True	
=206	=289	=each	=1	=False	=False	=False	=True	
=207	=291	=each	=1	=False	=False	=False	=True	
=208	=292	=each	=1	=False	=False	=False	=True	
=209	=293	=each	=1	=False	=False	=False	=True	
=210	=294	=each	=1	=False	=False	=False	=True	
=211	=295	=each	=1	=False	=False	=False	=True	
=212	=296	=each	=1	=False	=False	=False	=True	
=213	=297	=each	=1	=False	=False	=False	=True	
=214	=298	=each	=1	=False	=False	=False	=True	
=215	=299	=each	=1	=False	=False	=False	=True	
=216	=300	=each	=1	=False	=False	=False	=True	
=217	=301	=each	=1	=False	=False	=False	=True	
=218	=302	=each	=1	=False	=False	=False	=True	
=219	=303	=each	=1	=False	=False	=False	=True	
=220	=304	=each	=1	=False	=False	=False	=True	
=221	=497	=each	=1	=False	=False	=False	=True	
=222	=502	=each	=1	=False	=False	=False	=True	
=223	=550	=each	=1	=False	=False	=False	=True	
=224	=583	=each	=1	=False	=False	=False	=True	
=225	=592	=each	=1	=False	=False	=False	=True	
=226	=603	=each	=1	=False	=False	=False	=True	
=227	=627	=each	=1	=False	=False	=False	=True	
=228	=682	=each	=1	=False	=False	=False	=True	
=229	=694	=each	=1	=False	=False	=False	=True	
=230	=695	=each	=1	=False	=False	=False	=True	
=231	=696	=each	=1	=False	=False	=False	=True	
=232	=710	=each	=1	=False	=False	=False	=True	
=233	=727	=each	=1	=False	=False	=False	=True	
=234	=728	=each	=1	=False	=False	=False	=True	
=235	=729	=each	=1	=False	=False	=False	=True	
=236	=732	=each	=1	=False	=False	=False	=True	
=237	=308	=each	=1	=False	=False	=False	=True	
=238	=309	=each	=1	=False	=False	=False	=True	
=239	=310	=each	=1	=False	=False	=False	=True	
=240	=311	=each	=1	=False	=False	=False	=True	
=241	=312	=each	=1	=False	=False	=False	=True	
=242	=313	=each	=1	=False	=False	=False	=True	
=243	=314	=each	=1	=False	=False	=False	=True	
=244	=315	=each	=1	=False	=False	=False	=True	
=245	=316	=each	=1	=False	=False	=False	=True	
=246	=317	=each	=1	=False	=False	=False	=True	
=247	=318	=each	=1	=False	=False	=False	=True	
=248	=319	=each	=1	=False	=False	=False	=True	
=249	=320	=each	=1	=False	=False	=False	=True	
=250	=321	=each	=1	=False	=False	=False	=True	
=251	=322	=each	=1	=False	=False	=False	=True	
=252	=323	=each	=1	=False	=False	=False	=True	
=253	=324	=each	=1	=False	=False	=False	=True	
=254	=325	=each	=1	=False	=False	=False	=True	
=255	=326	=each	=1	=False	=False	=False	=True	
=256	=327	=each	=1	=False	=False	=False	=True	
=257	=328	=each	=1	=False	=False	=False	=True	
=258	=329	=each	=1	=False	=False	=False	=True	
=259	=330	=each	=1	=False	=False	=False	=True	
=260	=331	=each	=1	=False	=False	=False	=True	
=261	=332	=each	=1	=False	=False	=False	=True	
=262	=333	=each	=1	=False	=False	=False	=True	
=263	=334	=each	=1	=False	=False	=False	=True	
=264	=335	=each	=1	=False	=False	=False	=True	
=265	=336	=each	=1	=False	=False	=False	=True	
=266	=337	=each	=1	=False	=False	=False	=True	
=267	=338	=each	=1	=False	=False	=False	=True	
=268	=339	=each	=1	=False	=False	=False	=True	
=269	=340	=each	=1	=False	=False	=False	=True	
=270	=436	=each	=1	=False	=False	=False	=True	
=271	=442	=each	=1	=False	=False	=False	=True	
=272	=451	=each	=1	=False	=False	=False	=True	
=273	=455	=each	=1	=False	=False	=False	=True	
=274	=456	=each	=1	=False	=False	=False	=True	
=275	=459	=each	=1	=False	=False	=False	=True	
=276	=482	=each	=1	=False	=False	=False	=True	
=277	=610	=each	=1	=False	=False	=False	=True	
=278	=526	=each	=1	=False	=False	=False	=True	
=279	=533	=each	=1	=False	=False	=False	=True	
=280	=539	=each	=1	=False	=False	=False	=True	
=281	=551	=each	=1	=False	=False	=False	=True	
=282	=602	=each	=1	=False	=False	=False	=True	
=283	=616	=each	=1	=False	=False	=False	=True	
=284	=619	=each	=1	=False	=False	=False	=True	
=285	=620	=each	=1	=False	=False	=False	=True	
=286	=642	=each	=1	=False	=False	=False	=True	
=287	=643	=each	=1	=False	=False	=False	=True	
=288	=644	=each	=1	=False	=False	=False	=True	
=289	=669	=each	=1	=False	=False	=False	=True	
=290	=683	=each	=1	=False	=False	=False	=True	
=291	=712	=each	=1	=False	=False	=False	=True	
=292	=737	=each	=1	=False	=False	=False	=True	
=293	=341	=each	=1	=False	=False	=False	=True	
=294	=342	=each	=1	=False	=False	=False	=True	
=295	=343	=each	=1	=False	=False	=False	=True	
=296	=344	=each	=1	=False	=False	=False	=True	
=297	=345	=each	=1	=False	=False	=False	=True	
=298	=346	=each	=1	=False	=False	=False	=True	
=299	=347	=each	=1	=False	=False	=False	=True	
=300	=438	=each	=1	=False	=False	=False	=True	
=301	=440	=each	=1	=False	=False	=False	=True	
=302	=464	=each	=1	=False	=False	=False	=True	
=303	=465	=each	=1	=False	=False	=False	=True	
=304	=466	=each	=1	=False	=False	=False	=True	
=305	=467	=each	=1	=False	=False	=False	=True	
=306	=468	=each	=1	=False	=False	=False	=True	
=307	=469	=each	=1	=False	=False	=False	=True	
=308	=470	=each	=1	=False	=False	=False	=True	
=309	=472	=each	=1	=False	=False	=False	=True	
=310	=471	=each	=1	=False	=False	=False	=True	
=311	=479	=each	=1	=False	=False	=False	=True	
=312	=480	=each	=1	=False	=False	=False	=True	
=313	=481	=each	=1	=False	=False	=False	=True	
=314	=498	=each	=1	=False	=False	=False	=True	
=315	=504	=each	=1	=False	=False	=False	=True	
=316	=517	=each	=1	=False	=False	=False	=True	
=317	=519	=each	=1	=False	=False	=False	=True	
=318	=527	=each	=1	=False	=False	=False	=True	
=319	=528	=each	=1	=False	=False	=False	=True	
=320	=529	=each	=1	=False	=False	=False	=True	
=321	=534	=each	=1	=False	=False	=False	=True	
=322	=537	=each	=1	=False	=False	=False	=True	
=323	=538	=each	=1	=False	=False	=False	=True	
=324	=544	=each	=1	=False	=False	=False	=True	
=325	=543	=each	=1	=False	=False	=False	=True	
=326	=553	=each	=1	=False	=False	=False	=True	
=327	=558	=each	=1	=False	=False	=False	=True	
=328	=559	=each	=1	=False	=False	=False	=True	
=329	=561	=each	=1	=False	=False	=False	=True	
=330	=569	=each	=1	=False	=False	=False	=True	
=331	=594	=each	=1	=False	=False	=False	=True	
=332	=600	=each	=1	=False	=False	=False	=True	
=333	=601	=each	=1	=False	=False	=False	=True	
=334	=608	=each	=1	=False	=False	=False	=True	
=335	=499	=each	=1	=False	=False	=False	=True	
=336	=617	=each	=1	=False	=False	=False	=True	
=337	=628	=each	=1	=False	=False	=False	=True	
=338	=629	=each	=1	=False	=False	=False	=True	
=339	=637	=each	=1	=False	=False	=False	=True	
=340	=640	=each	=1	=False	=False	=False	=True	
=341	=641	=each	=1	=False	=False	=False	=True	
=342	=670	=each	=1	=False	=False	=False	=True	
=343	=678	=each	=1	=False	=False	=False	=True	
=344	=684	=each	=1	=False	=False	=False	=True	
=345	=685	=each	=1	=False	=False	=False	=True	
=346	=689	=each	=1	=False	=False	=False	=True	
=347	=690	=each	=1	=False	=False	=False	=True	
=348	=697	=each	=1	=False	=False	=False	=True	
=349	=698	=each	=1	=False	=False	=False	=True	
=350	=699	=each	=1	=False	=False	=False	=True	
=351	=717	=each	=1	=False	=False	=False	=True	
=352	=720	=each	=1	=False	=False	=False	=True	
=353	=721	=each	=1	=False	=False	=False	=True	
=354	=349	=each	=1	=False	=False	=False	=True	
=355	=350	=each	=1	=False	=False	=False	=True	
=356	=351	=each	=1	=False	=False	=False	=True	
=357	=352	=each	=1	=False	=False	=False	=True	
=358	=353	=each	=1	=False	=False	=False	=True	
=359	=354	=each	=1	=False	=False	=False	=True	
=360	=355	=each	=1	=False	=False	=False	=True	
=361	=356	=each	=1	=False	=False	=False	=True	
=362	=357	=each	=1	=False	=False	=False	=True	
=363	=358	=each	=1	=False	=False	=False	=True	
=364	=359	=each	=1	=False	=False	=False	=True	
=365	=360	=each	=1	=False	=False	=False	=True	
=366	=361	=each	=1	=False	=False	=False	=True	
=367	=362	=each	=1	=False	=False	=False	=True	
=368	=435	=each	=1	=False	=False	=False	=True	
=369	=437	=each	=1	=False	=False	=False	=True	
=370	=460	=each	=1	=False	=False	=False	=True	
=371	=461	=each	=1	=False	=False	=False	=True	
=372	=518	=each	=1	=False	=False	=False	=True	
=373	=535	=each	=1	=False	=False	=False	=True	
=374	=545	=each	=1	=False	=False	=False	=True	
=375	=606	=each	=1	=False	=False	=False	=True	
=376	=609	=each	=1	=False	=False	=False	=True	
=377	=621	=each	=1	=False	=False	=False	=True	
=378	=622	=each	=1	=False	=False	=False	=True	
=379	=671	=each	=1	=False	=False	=False	=True	
=380	=686	=each	=1	=False	=False	=False	=True	
=381	=733	=each	=1	=False	=False	=False	=True	
=382	=687	=each	=1	=False	=False	=False	=True	
=383	=723	=each	=1	=False	=False	=False	=True	
=384	=382	=each	=1	=False	=False	=False	=True	
=385	=383	=each	=1	=False	=False	=False	=True	
=386	=384	=each	=1	=False	=False	=False	=True	
=387	=385	=each	=1	=False	=False	=False	=True	
=388	=386	=each	=1	=False	=False	=False	=True	
=389	=387	=each	=1	=False	=False	=False	=True	
=390	=388	=each	=1	=False	=False	=False	=True	
=391	=389	=each	=1	=False	=False	=False	=True	
=392	=390	=each	=1	=False	=False	=False	=True	
=393	=391	=each	=1	=False	=False	=False	=True	
=394	=392	=each	=1	=False	=False	=False	=True	
=395	=393	=each	=1	=False	=False	=False	=True	
=396	=394	=each	=1	=False	=False	=False	=True	
=397	=395	=each	=1	=False	=False	=False	=True	
=398	=396	=each	=1	=False	=False	=False	=True	
=399	=397	=each	=1	=False	=False	=False	=True	
=400	=398	=each	=1	=False	=False	=False	=True	
=401	=400	=each	=1	=False	=False	=False	=True	
=402	=399	=each	=1	=False	=False	=False	=True	
=403	=401	=each	=1	=False	=False	=False	=True	
=404	=402	=each	=1	=False	=False	=False	=True	
=405	=433	=each	=1	=False	=False	=False	=True	
=406	=457	=each	=1	=False	=False	=False	=True	
=407	=463	=each	=1	=False	=False	=False	=True	
=408	=473	=each	=1	=False	=False	=False	=True	
=409	=503	=each	=1	=False	=False	=False	=True	
=410	=546	=each	=1	=False	=False	=False	=True	
=411	=547	=each	=1	=False	=False	=False	=True	
=412	=548	=each	=1	=False	=False	=False	=True	
=413	=552	=each	=1	=False	=False	=False	=True	
=414	=557	=each	=1	=False	=False	=False	=True	
=415	=560	=each	=1	=False	=False	=False	=True	
=416	=563	=each	=1	=False	=False	=False	=True	
=417	=564	=each	=1	=False	=False	=False	=True	
=418	=599	=each	=1	=False	=False	=False	=True	
=419	=646	=each	=1	=False	=False	=False	=True	
=420	=679	=each	=1	=False	=False	=False	=True	
=421	=722	=each	=1	=False	=False	=False	=True	
=422	=375	=each	=1	=False	=False	=False	=True	
=423	=376	=each	=1	=False	=False	=False	=True	
=424	=377	=each	=1	=False	=False	=False	=True	
=425	=378	=each	=1	=False	=False	=False	=True	
=426	=379	=each	=1	=False	=False	=False	=True	
=427	=380	=each	=1	=False	=False	=False	=True	
=428	=381	=each	=1	=False	=False	=False	=True	
=429	=589	=each	=1	=False	=False	=False	=True	
=430	=590	=each	=1	=False	=False	=False	=True	
=431	=630	=each	=1	=False	=False	=False	=True	
=432	=631	=each	=1	=False	=False	=False	=True	
=433	=632	=each	=1	=False	=False	=False	=True	
=434	=633	=each	=1	=False	=False	=False	=True	
=435	=634	=each	=1	=False	=False	=False	=True	
=436	=736	=each	=1	=False	=False	=False	=True	
=437	=403	=each	=1	=False	=False	=False	=True	
=438	=404	=each	=1	=False	=False	=False	=True	
=439	=405	=each	=1	=False	=False	=False	=True	
=440	=406	=each	=1	=False	=False	=False	=True	
=441	=407	=each	=1	=False	=False	=False	=True	
=442	=408	=each	=1	=False	=False	=False	=True	
=443	=409	=each	=1	=False	=False	=False	=True	
=444	=410	=each	=1	=False	=False	=False	=True	
=445	=411	=each	=1	=False	=False	=False	=True	
=446	=412	=each	=1	=False	=False	=False	=True	
=447	=413	=each	=1	=False	=False	=False	=True	
=448	=414	=each	=1	=False	=False	=False	=True	
=449	=415	=each	=1	=False	=False	=False	=True	
=450	=416	=each	=1	=False	=False	=False	=True	
=451	=417	=each	=1	=False	=False	=False	=True	
=452	=418	=each	=1	=False	=False	=False	=True	
=453	=419	=each	=1	=False	=False	=False	=True	
=454	=420	=each	=1	=False	=False	=False	=True	
=455	=434	=each	=1	=False	=False	=False	=True	
=456	=441	=each	=1	=False	=False	=False	=True	
=457	=496	=each	=1	=False	=False	=False	=True	
=458	=525	=each	=1	=False	=False	=False	=True	
=459	=554	=each	=1	=False	=False	=False	=True	
=460	=604	=each	=1	=False	=False	=False	=True	
=461	=605	=each	=1	=False	=False	=False	=True	
=462	=611	=each	=1	=False	=False	=False	=True	
=463	=624	=each	=1	=False	=False	=False	=True	
=464	=688	=each	=1	=False	=False	=False	=True	
=465	=421	=each	=1	=False	=False	=False	=True	
=466	=650	=each	=1	=False	=False	=False	=True	
=467	=651	=each	=1	=False	=False	=False	=True	
=468	=711	=each	=1	=False	=False	=False	=True	
=469	=422	=each	=1	=False	=False	=False	=True	
=470	=423	=each	=1	=False	=False	=False	=True	
=471	=424	=each	=1	=False	=False	=False	=True	
=472	=425	=each	=1	=False	=False	=False	=True	
=473	=426	=each	=1	=False	=False	=False	=True	
=474	=427	=each	=1	=False	=False	=False	=True	
=475	=428	=each	=1	=False	=False	=False	=True	
=476	=618	=each	=1	=False	=False	=False	=True	
=477	=680	=each	=1	=False	=False	=False	=True	
=478	=730	=each	=1	=False	=False	=False	=True	
=479	=740	=each	=1	=False	=False	=False	=True	
=480	=741	=each	=1	=False	=False	=False	=True	
=481	=742	=each	=1	=False	=False	=False	=True	
=482	=652	=each	=1	=False	=False	=False	=True	
=483	=661	=each	=1	=False	=False	=False	=True	
=484	=662	=each	=1	=False	=False	=False	=True	
=485	=663	=each	=1	=False	=False	=False	=True	
=486	=664	=each	=1	=False	=False	=False	=True	
=487	=665	=each	=1	=False	=False	=False	=True	
=488	=666	=each	=1	=False	=False	=False	=True	
=489	=667	=each	=1	=False	=False	=False	=True	
=490	=653	=each	=1	=False	=False	=False	=True	
=491	=654	=each	=1	=False	=False	=False	=True	
=492	=655	=each	=1	=False	=False	=False	=True	
=493	=668	=each	=1	=False	=False	=False	=True	
=494	=656	=each	=1	=False	=False	=False	=True	
=495	=657	=each	=1	=False	=False	=False	=True	
=496	=658	=each	=1	=False	=False	=False	=True	
=497	=659	=each	=1	=False	=False	=False	=True	
=498	=660	=each	=1	=False	=False	=False	=True	
=499	=743	=each	=1	=False	=False	=False	=True	
=500	=744	=each	=1	=False	=False	=False	=True	
=501	=745	=each	=1	=False	=False	=False	=True	
=502	=746	=each	=1	=False	=False	=False	=True	
=503	=747	=each	=1	=False	=False	=False	=True	
=504	=748	=each	=1	=False	=False	=False	=True	
=505	=749	=each	=1	=False	=False	=False	=True	
=506	=750	=each	=1	=False	=False	=False	=True	
=507	=751	=each	=1	=False	=False	=False	=True	
=508	=752	=each	=1	=False	=False	=False	=True	
=509	=753	=each	=1	=False	=False	=False	=True	
=510	=754	=each	=1	=False	=False	=False	=True	
=511	=755	=each	=1	=False	=False	=False	=True	
=512	=756	=each	=1	=False	=False	=False	=True	
=513	=757	=each	=1	=False	=False	=False	=True	
=514	=758	=each	=1	=False	=False	=False	=True	
=515	=759	=each	=1	=False	=False	=False	=True	
=516	=760	=each	=1	=False	=False	=False	=True	
=517	=761	=each	=1	=False	=False	=False	=True	
=518	=762	=each	=1	=False	=False	=False	=True	
=519	=763	=each	=1	=False	=False	=False	=True	
=520	=764	=each	=1	=False	=False	=False	=True	
=521	=765	=each	=1	=False	=False	=False	=True	
=522	=766	=each	=1	=False	=False	=False	=True	
=523	=247	=case	=24	=True	=True	=False	=True	
=524	=444	=case	=24	=True	=True	=False	=True	
=525	=264	=case	=24	=True	=True	=False	=True	
=538	=767	=each	=1	=False	=False	=False	=True	
=539	=768	=each	=1	=False	=False	=False	=True	
=540	=842	=each	=1	=False	=False	=False	=True	
=541	=882	=each	=1	=False	=False	=False	=True	
=542	=915	=each	=1	=False	=False	=False	=True	
=543	=856	=each	=1	=False	=False	=False	=True	
=544	=786	=each	=1	=False	=False	=False	=True	
=545	=790	=each	=1	=False	=False	=False	=True	
=546	=841	=each	=1	=False	=False	=False	=True	
=547	=876	=each	=1	=False	=False	=False	=True	
=548	=877	=each	=1	=False	=False	=False	=True	
=549	=878	=each	=1	=False	=False	=False	=True	
=550	=879	=each	=1	=False	=False	=False	=True	
=551	=880	=each	=1	=False	=False	=False	=True	
=552	=914	=each	=1	=False	=False	=False	=True	
=553	=940	=each	=1	=False	=False	=False	=True	
=554	=941	=each	=1	=False	=False	=False	=True	
=555	=942	=each	=1	=False	=False	=False	=True	
=556	=975	=each	=1	=False	=False	=False	=True	
=557	=944	=each	=1	=False	=False	=False	=True	
=558	=945	=each	=1	=False	=False	=False	=True	
=559	=946	=each	=1	=False	=False	=False	=True	
=560	=955	=each	=1	=False	=False	=False	=True	
=561	=947	=each	=1	=False	=False	=False	=True	
=562	=956	=each	=1	=False	=False	=False	=True	
=563	=948	=each	=1	=False	=False	=False	=True	
=564	=949	=each	=1	=False	=False	=False	=True	
=565	=950	=each	=1	=False	=False	=False	=True	
=566	=791	=each	=1	=False	=False	=False	=True	
=567	=792	=each	=1	=False	=False	=False	=True	
