Id	WarehouseTransactionHistoryId	WarehouseId	ItemId	Active	ObservedQuantity	AdjustmentQuantity	FutureObservedAdjustmentQuantity	
=89	=7	=15	=636	=False	[NULL]	=9	=0	
=90	=7	=15	=639	=False	[NULL]	=2	=0	
=91	=7	=15	=666	=False	[NULL]	=3	=0	
=92	=7	=15	=671	=False	[NULL]	=4	=0	
=93	=7	=15	=677	=False	[NULL]	=3	=0	
=94	=8	=4	=13	=False	[NULL]	=45	=0	
=95	=8	=4	=14	=False	[NULL]	=29	=0	
=96	=8	=4	=34	=False	[NULL]	=2	=0	
=97	=8	=4	=41	=False	[NULL]	=2	=0	
=98	=8	=4	=43	=False	[NULL]	=18	=0	
=99	=8	=4	=45	=False	[NULL]	=4	=0	
=100	=8	=4	=49	=False	[NULL]	=5	=0	
=101	=8	=4	=52	=False	[NULL]	=14	=0	
=102	=8	=4	=53	=False	[NULL]	=3	=0	
=103	=8	=4	=72	=False	[NULL]	=3	=0	
=104	=8	=4	=76	=False	[NULL]	=7	=0	
=105	=8	=4	=97	=False	[NULL]	=2	=0	
=106	=8	=4	=102	=False	[NULL]	=3	=0	
=107	=8	=4	=134	=False	[NULL]	=7	=0	
=108	=8	=4	=135	=False	[NULL]	=3	=0	
=109	=8	=4	=137	=False	[NULL]	=2	=0	
=110	=8	=4	=139	=False	[NULL]	=27	=0	
=111	=8	=4	=143	=False	[NULL]	=7	=0	
=112	=8	=4	=146	=False	[NULL]	=11	=0	
=113	=8	=4	=148	=False	[NULL]	=14	=0	
=114	=8	=4	=149	=False	[NULL]	=25	=0	
=115	=8	=4	=150	=False	[NULL]	=12	=0	
=116	=8	=4	=166	=False	[NULL]	=2	=0	
=117	=8	=4	=167	=False	[NULL]	=1	=0	
=118	=8	=4	=168	=False	[NULL]	=5	=0	
=119	=8	=4	=170	=False	[NULL]	=6	=0	
=120	=8	=4	=171	=False	[NULL]	=6	=0	
=121	=8	=4	=192	=False	[NULL]	=480	=0	
=122	=8	=4	=212	=False	[NULL]	=6	=0	
=123	=8	=4	=218	=False	[NULL]	=2	=0	
=124	=8	=4	=287	=False	[NULL]	=4	=0	
=125	=8	=4	=296	=False	[NULL]	=11	=0	
=126	=8	=4	=492	=False	[NULL]	=10	=0	
=127	=8	=4	=506	=False	[NULL]	=6	=0	
=128	=8	=4	=563	=False	[NULL]	=4	=0	
=129	=8	=4	=630	=False	[NULL]	=4	=0	
=130	=8	=4	=636	=False	[NULL]	=9	=0	
=131	=8	=4	=639	=False	[NULL]	=2	=0	
=132	=8	=4	=666	=False	[NULL]	=3	=0	
=133	=8	=4	=671	=False	[NULL]	=4	=0	
=134	=8	=4	=677	=False	[NULL]	=3	=0	
=135	=8	=15	=13	=False	[NULL]	=-45	=0	
=136	=8	=15	=14	=False	[NULL]	=-29	=0	
=137	=8	=15	=34	=False	[NULL]	=-2	=0	
=138	=8	=15	=41	=False	[NULL]	=-2	=0	
=139	=8	=15	=43	=False	[NULL]	=-18	=0	
=140	=8	=15	=45	=False	[NULL]	=-4	=0	
=141	=8	=15	=49	=False	[NULL]	=-5	=0	
=142	=8	=15	=52	=False	[NULL]	=-14	=0	
=143	=8	=15	=53	=False	[NULL]	=-3	=0	
=144	=8	=15	=72	=False	[NULL]	=-3	=0	
=145	=8	=15	=76	=False	[NULL]	=-7	=0	
=146	=8	=15	=97	=False	[NULL]	=-2	=0	
=147	=8	=15	=102	=False	[NULL]	=-3	=0	
=148	=8	=15	=134	=False	[NULL]	=-7	=0	
=149	=8	=15	=135	=False	[NULL]	=-3	=0	
=150	=8	=15	=137	=False	[NULL]	=-2	=0	
=151	=8	=15	=139	=False	[NULL]	=-27	=0	
=152	=8	=15	=143	=False	[NULL]	=-7	=0	
=153	=8	=15	=146	=False	[NULL]	=-11	=0	
=154	=8	=15	=148	=False	[NULL]	=-14	=0	
=155	=8	=15	=149	=False	[NULL]	=-25	=0	
=156	=8	=15	=150	=False	[NULL]	=-12	=0	
=157	=8	=15	=166	=False	[NULL]	=-2	=0	
=158	=8	=15	=167	=False	[NULL]	=-1	=0	
=159	=8	=15	=168	=False	[NULL]	=-5	=0	
=160	=8	=15	=170	=False	[NULL]	=-6	=0	
=161	=8	=15	=171	=False	[NULL]	=-6	=0	
=162	=8	=15	=192	=False	[NULL]	=-480	=0	
=163	=8	=15	=212	=False	[NULL]	=-6	=0	
=164	=8	=15	=218	=False	[NULL]	=-2	=0	
=165	=8	=15	=287	=False	[NULL]	=-4	=0	
=166	=8	=15	=296	=False	[NULL]	=-11	=0	
=167	=8	=15	=492	=False	[NULL]	=-10	=0	
=168	=8	=15	=506	=False	[NULL]	=-6	=0	
=169	=8	=15	=563	=False	[NULL]	=-4	=0	
=170	=8	=15	=630	=False	[NULL]	=-4	=0	
=171	=8	=15	=636	=False	[NULL]	=-9	=0	
=172	=8	=15	=639	=False	[NULL]	=-2	=0	
=173	=8	=15	=666	=False	[NULL]	=-3	=0	
=174	=8	=15	=671	=False	[NULL]	=-4	=0	
=175	=8	=15	=677	=False	[NULL]	=-3	=0	
=176	=9	=12	=13	=False	[NULL]	=45	=0	
=177	=9	=12	=14	=False	[NULL]	=29	=0	
=178	=9	=12	=34	=False	[NULL]	=2	=0	
=179	=9	=12	=41	=False	[NULL]	=2	=0	
=180	=9	=12	=43	=False	[NULL]	=18	=0	
=181	=9	=12	=45	=False	[NULL]	=4	=0	
=182	=9	=12	=49	=False	[NULL]	=5	=0	
=183	=9	=12	=52	=False	[NULL]	=14	=0	
=184	=9	=12	=53	=False	[NULL]	=3	=0	
=185	=9	=12	=72	=False	[NULL]	=3	=0	
=186	=9	=12	=76	=False	[NULL]	=7	=0	
=187	=9	=12	=97	=False	[NULL]	=2	=0	
=188	=9	=12	=102	=False	[NULL]	=3	=0	
=189	=9	=12	=134	=False	[NULL]	=7	=0	
=190	=9	=12	=135	=False	[NULL]	=3	=0	
=191	=9	=12	=137	=False	[NULL]	=2	=0	
=192	=9	=12	=139	=False	[NULL]	=27	=0	
=193	=9	=12	=143	=False	[NULL]	=7	=0	
=194	=9	=12	=146	=False	[NULL]	=11	=0	
=195	=9	=12	=148	=False	[NULL]	=14	=0	
=196	=9	=12	=149	=False	[NULL]	=25	=0	
=197	=9	=12	=150	=False	[NULL]	=12	=0	
=198	=9	=12	=166	=False	[NULL]	=2	=0	
=199	=9	=12	=167	=False	[NULL]	=1	=0	
=200	=9	=12	=168	=False	[NULL]	=5	=0	
=201	=9	=12	=170	=False	[NULL]	=6	=0	
=202	=9	=12	=171	=False	[NULL]	=6	=0	
=203	=9	=12	=192	=False	[NULL]	=480	=0	
=204	=9	=12	=212	=False	[NULL]	=6	=0	
=205	=9	=12	=218	=False	[NULL]	=2	=0	
=206	=9	=12	=287	=False	[NULL]	=4	=0	
=207	=9	=12	=296	=False	[NULL]	=11	=0	
=208	=9	=12	=492	=False	[NULL]	=10	=0	
=209	=9	=12	=506	=False	[NULL]	=6	=0	
=210	=9	=12	=563	=False	[NULL]	=4	=0	
=211	=9	=12	=630	=False	[NULL]	=4	=0	
=212	=9	=12	=636	=False	[NULL]	=9	=0	
=213	=9	=12	=639	=False	[NULL]	=2	=0	
=214	=9	=12	=666	=False	[NULL]	=3	=0	
=215	=9	=12	=671	=False	[NULL]	=4	=0	
=216	=9	=12	=677	=False	[NULL]	=3	=0	
=217	=9	=15	=13	=False	[NULL]	=-45	=0	
=218	=9	=15	=14	=False	[NULL]	=-29	=0	
=219	=9	=15	=34	=False	[NULL]	=-2	=0	
=220	=9	=15	=41	=False	[NULL]	=-2	=0	
=221	=9	=15	=43	=False	[NULL]	=-18	=0	
=222	=9	=15	=45	=False	[NULL]	=-4	=0	
=223	=9	=15	=49	=False	[NULL]	=-5	=0	
=224	=9	=15	=52	=False	[NULL]	=-14	=0	
=225	=9	=15	=53	=False	[NULL]	=-3	=0	
=226	=9	=15	=72	=False	[NULL]	=-3	=0	
=227	=9	=15	=76	=False	[NULL]	=-7	=0	
=228	=9	=15	=97	=False	[NULL]	=-2	=0	
=229	=9	=15	=102	=False	[NULL]	=-3	=0	
=230	=9	=15	=134	=False	[NULL]	=-7	=0	
=231	=9	=15	=135	=False	[NULL]	=-3	=0	
=232	=9	=15	=137	=False	[NULL]	=-2	=0	
=233	=9	=15	=139	=False	[NULL]	=-27	=0	
=234	=9	=15	=143	=False	[NULL]	=-7	=0	
=235	=9	=15	=146	=False	[NULL]	=-11	=0	
=236	=9	=15	=148	=False	[NULL]	=-14	=0	
=237	=9	=15	=149	=False	[NULL]	=-25	=0	
=238	=9	=15	=150	=False	[NULL]	=-12	=0	
=239	=9	=15	=166	=False	[NULL]	=-2	=0	
=240	=9	=15	=167	=False	[NULL]	=-1	=0	
=241	=9	=15	=168	=False	[NULL]	=-5	=0	
=242	=9	=15	=170	=False	[NULL]	=-6	=0	
=243	=9	=15	=171	=False	[NULL]	=-6	=0	
=244	=9	=15	=192	=False	[NULL]	=-480	=0	
=245	=9	=15	=212	=False	[NULL]	=-6	=0	
=246	=9	=15	=218	=False	[NULL]	=-2	=0	
=247	=9	=15	=287	=False	[NULL]	=-4	=0	
=248	=9	=15	=296	=False	[NULL]	=-11	=0	
=249	=9	=15	=492	=False	[NULL]	=-10	=0	
=250	=9	=15	=506	=False	[NULL]	=-6	=0	
=251	=9	=15	=563	=False	[NULL]	=-4	=0	
=252	=9	=15	=630	=False	[NULL]	=-4	=0	
=253	=9	=15	=636	=False	[NULL]	=-9	=0	
=254	=9	=15	=639	=False	[NULL]	=-2	=0	
=255	=9	=15	=666	=False	[NULL]	=-3	=0	
=256	=9	=15	=671	=False	[NULL]	=-4	=0	
=257	=9	=15	=677	=False	[NULL]	=-3	=0	
=258	=10	=4	=13	=False	[NULL]	=-45	=0	
=259	=10	=4	=14	=False	[NULL]	=-29	=0	
=260	=10	=4	=34	=False	[NULL]	=-2	=0	
=261	=10	=4	=41	=False	[NULL]	=-2	=0	
=262	=10	=4	=43	=False	[NULL]	=-18	=0	
=263	=10	=4	=45	=False	[NULL]	=-4	=0	
=264	=10	=4	=49	=False	[NULL]	=-5	=0	
=265	=10	=4	=52	=False	[NULL]	=-14	=0	
=266	=10	=4	=53	=False	[NULL]	=-3	=0	
=267	=10	=4	=72	=False	[NULL]	=-3	=0	
=268	=10	=4	=76	=False	[NULL]	=-7	=0	
=269	=10	=4	=97	=False	[NULL]	=-2	=0	
=270	=10	=4	=102	=False	[NULL]	=-3	=0	
=271	=10	=4	=134	=False	[NULL]	=-7	=0	
=272	=10	=4	=135	=False	[NULL]	=-3	=0	
=273	=10	=4	=137	=False	[NULL]	=-2	=0	
=274	=10	=4	=139	=False	[NULL]	=-27	=0	
=275	=10	=4	=143	=False	[NULL]	=-7	=0	
=276	=10	=4	=146	=False	[NULL]	=-11	=0	
=277	=10	=4	=148	=False	[NULL]	=-14	=0	
=278	=10	=4	=149	=False	[NULL]	=-25	=0	
=279	=10	=4	=150	=False	[NULL]	=-12	=0	
=280	=10	=4	=166	=False	[NULL]	=-2	=0	
=281	=10	=4	=167	=False	[NULL]	=-1	=0	
=282	=10	=4	=168	=False	[NULL]	=-5	=0	
=283	=10	=4	=170	=False	[NULL]	=-6	=0	
=284	=10	=4	=171	=False	[NULL]	=-6	=0	
=285	=10	=4	=192	=False	[NULL]	=-480	=0	
=286	=10	=4	=212	=False	[NULL]	=-6	=0	
=287	=10	=4	=218	=False	[NULL]	=-2	=0	
=288	=10	=4	=287	=False	[NULL]	=-4	=0	
=289	=10	=4	=296	=False	[NULL]	=-11	=0	
=290	=10	=4	=492	=False	[NULL]	=-10	=0	
=291	=10	=4	=506	=False	[NULL]	=-6	=0	
=292	=10	=4	=563	=False	[NULL]	=-4	=0	
=293	=10	=4	=630	=False	[NULL]	=-4	=0	
=294	=10	=4	=636	=False	[NULL]	=-9	=0	
=295	=10	=4	=639	=False	[NULL]	=-2	=0	
=296	=10	=4	=666	=False	[NULL]	=-3	=0	
=297	=10	=4	=671	=False	[NULL]	=-4	=0	
=298	=10	=4	=677	=False	[NULL]	=-3	=0	
=299	=10	=15	=13	=False	[NULL]	=45	=0	
=300	=10	=15	=14	=False	[NULL]	=29	=0	
=301	=10	=15	=34	=False	[NULL]	=2	=0	
=302	=10	=15	=41	=False	[NULL]	=2	=0	
=303	=10	=15	=43	=False	[NULL]	=18	=0	
=304	=10	=15	=45	=False	[NULL]	=4	=0	
=305	=10	=15	=49	=False	[NULL]	=5	=0	
=306	=10	=15	=52	=False	[NULL]	=14	=0	
=307	=10	=15	=53	=False	[NULL]	=3	=0	
=308	=10	=15	=72	=False	[NULL]	=3	=0	
=309	=10	=15	=76	=False	[NULL]	=7	=0	
=310	=10	=15	=97	=False	[NULL]	=2	=0	
=311	=10	=15	=102	=False	[NULL]	=3	=0	
=312	=10	=15	=134	=False	[NULL]	=7	=0	
=313	=10	=15	=135	=False	[NULL]	=3	=0	
=314	=10	=15	=137	=False	[NULL]	=2	=0	
=315	=10	=15	=139	=False	[NULL]	=27	=0	
=316	=10	=15	=143	=False	[NULL]	=7	=0	
=317	=10	=15	=146	=False	[NULL]	=11	=0	
=318	=10	=15	=148	=False	[NULL]	=14	=0	
=319	=10	=15	=149	=False	[NULL]	=25	=0	
=320	=10	=15	=150	=False	[NULL]	=12	=0	
=321	=10	=15	=166	=False	[NULL]	=2	=0	
=322	=10	=15	=167	=False	[NULL]	=1	=0	
=323	=10	=15	=168	=False	[NULL]	=5	=0	
=324	=10	=15	=170	=False	[NULL]	=6	=0	
=325	=10	=15	=171	=False	[NULL]	=6	=0	
=326	=10	=15	=192	=False	[NULL]	=480	=0	
=327	=10	=15	=212	=False	[NULL]	=6	=0	
=328	=10	=15	=218	=False	[NULL]	=2	=0	
=329	=10	=15	=287	=False	[NULL]	=4	=0	
=330	=10	=15	=296	=False	[NULL]	=11	=0	
=331	=10	=15	=492	=False	[NULL]	=10	=0	
=332	=10	=15	=506	=False	[NULL]	=6	=0	
=333	=10	=15	=563	=False	[NULL]	=4	=0	
=334	=10	=15	=630	=False	[NULL]	=4	=0	
=335	=10	=15	=636	=False	[NULL]	=9	=0	
=336	=10	=15	=639	=False	[NULL]	=2	=0	
=337	=10	=15	=666	=False	[NULL]	=3	=0	
=338	=10	=15	=671	=False	[NULL]	=4	=0	
=339	=10	=15	=677	=False	[NULL]	=3	=0	
=340	=11	=12	=13	=False	[NULL]	=-45	=0	
=341	=11	=12	=14	=False	[NULL]	=-29	=0	
=342	=11	=12	=34	=False	[NULL]	=-2	=0	
=343	=11	=12	=41	=False	[NULL]	=-2	=0	
=344	=11	=12	=43	=False	[NULL]	=-18	=0	
=345	=11	=12	=45	=False	[NULL]	=-4	=0	
=346	=11	=12	=49	=False	[NULL]	=-5	=0	
=347	=11	=12	=52	=False	[NULL]	=-14	=0	
=348	=11	=12	=53	=False	[NULL]	=-3	=0	
=349	=11	=12	=72	=False	[NULL]	=-3	=0	
=350	=11	=12	=76	=False	[NULL]	=-7	=0	
=351	=11	=12	=97	=False	[NULL]	=-2	=0	
=352	=11	=12	=102	=False	[NULL]	=-3	=0	
=353	=11	=12	=134	=False	[NULL]	=-7	=0	
=354	=11	=12	=135	=False	[NULL]	=-3	=0	
=355	=11	=12	=137	=False	[NULL]	=-2	=0	
=356	=11	=12	=139	=False	[NULL]	=-27	=0	
=357	=11	=12	=143	=False	[NULL]	=-7	=0	
=358	=11	=12	=146	=False	[NULL]	=-11	=0	
=359	=11	=12	=148	=False	[NULL]	=-14	=0	
=360	=11	=12	=149	=False	[NULL]	=-25	=0	
=361	=11	=12	=150	=False	[NULL]	=-12	=0	
=362	=11	=12	=166	=False	[NULL]	=-2	=0	
=363	=11	=12	=167	=False	[NULL]	=-1	=0	
=364	=11	=12	=168	=False	[NULL]	=-5	=0	
=365	=11	=12	=170	=False	[NULL]	=-6	=0	
=366	=11	=12	=171	=False	[NULL]	=-6	=0	
=367	=11	=12	=192	=False	[NULL]	=-480	=0	
=368	=11	=12	=212	=False	[NULL]	=-6	=0	
=369	=11	=12	=218	=False	[NULL]	=-2	=0	
=370	=11	=12	=287	=False	[NULL]	=-4	=0	
=371	=11	=12	=296	=False	[NULL]	=-11	=0	
=372	=11	=12	=492	=False	[NULL]	=-10	=0	
=373	=11	=12	=506	=False	[NULL]	=-6	=0	
=374	=11	=12	=563	=False	[NULL]	=-4	=0	
=375	=11	=12	=630	=False	[NULL]	=-4	=0	
=376	=11	=12	=636	=False	[NULL]	=-9	=0	
=377	=11	=12	=639	=False	[NULL]	=-2	=0	
=378	=11	=12	=666	=False	[NULL]	=-3	=0	
=379	=11	=12	=671	=False	[NULL]	=-4	=0	
=380	=11	=12	=677	=False	[NULL]	=-3	=0	
=381	=11	=15	=13	=False	[NULL]	=45	=0	
=382	=11	=15	=14	=False	[NULL]	=29	=0	
=383	=11	=15	=34	=False	[NULL]	=2	=0	
=384	=11	=15	=41	=False	[NULL]	=2	=0	
=385	=11	=15	=43	=False	[NULL]	=18	=0	
=386	=11	=15	=45	=False	[NULL]	=4	=0	
=387	=11	=15	=49	=False	[NULL]	=5	=0	
=388	=11	=15	=52	=False	[NULL]	=14	=0	
=389	=11	=15	=53	=False	[NULL]	=3	=0	
=390	=11	=15	=72	=False	[NULL]	=3	=0	
=391	=11	=15	=76	=False	[NULL]	=7	=0	
=392	=11	=15	=97	=False	[NULL]	=2	=0	
=393	=11	=15	=102	=False	[NULL]	=3	=0	
=394	=11	=15	=134	=False	[NULL]	=7	=0	
=395	=11	=15	=135	=False	[NULL]	=3	=0	
=396	=11	=15	=137	=False	[NULL]	=2	=0	
=397	=11	=15	=139	=False	[NULL]	=27	=0	
=398	=11	=15	=143	=False	[NULL]	=7	=0	
=399	=11	=15	=146	=False	[NULL]	=11	=0	
=400	=11	=15	=148	=False	[NULL]	=14	=0	
=401	=11	=15	=149	=False	[NULL]	=25	=0	
=402	=11	=15	=150	=False	[NULL]	=12	=0	
=403	=11	=15	=166	=False	[NULL]	=2	=0	
=404	=11	=15	=167	=False	[NULL]	=1	=0	
=405	=11	=15	=168	=False	[NULL]	=5	=0	
=406	=11	=15	=170	=False	[NULL]	=6	=0	
=407	=11	=15	=171	=False	[NULL]	=6	=0	
=408	=11	=15	=192	=False	[NULL]	=480	=0	
=409	=11	=15	=212	=False	[NULL]	=6	=0	
=410	=11	=15	=218	=False	[NULL]	=2	=0	
=411	=11	=15	=287	=False	[NULL]	=4	=0	
=412	=11	=15	=296	=False	[NULL]	=11	=0	
=413	=11	=15	=492	=False	[NULL]	=10	=0	
=414	=11	=15	=506	=False	[NULL]	=6	=0	
=415	=11	=15	=563	=False	[NULL]	=4	=0	
=416	=11	=15	=630	=False	[NULL]	=4	=0	
=417	=11	=15	=636	=False	[NULL]	=9	=0	
=418	=11	=15	=639	=False	[NULL]	=2	=0	
=419	=11	=15	=666	=False	[NULL]	=3	=0	
=420	=11	=15	=671	=False	[NULL]	=4	=0	
=421	=11	=15	=677	=False	[NULL]	=3	=0	
=422	=12	=4	=13	=False	[NULL]	=45	=0	
=423	=12	=4	=14	=False	[NULL]	=29	=0	
=424	=12	=4	=34	=False	[NULL]	=2	=0	
=425	=12	=4	=41	=False	[NULL]	=2	=0	
=426	=12	=4	=43	=False	[NULL]	=18	=0	
=427	=12	=4	=45	=False	[NULL]	=4	=0	
=428	=12	=4	=49	=False	[NULL]	=5	=0	
=429	=12	=4	=52	=False	[NULL]	=14	=0	
=430	=12	=4	=53	=False	[NULL]	=3	=0	
=431	=12	=4	=72	=False	[NULL]	=3	=0	
=432	=12	=4	=76	=False	[NULL]	=7	=0	
=433	=12	=4	=97	=False	[NULL]	=2	=0	
=434	=12	=4	=102	=False	[NULL]	=3	=0	
=435	=12	=4	=134	=False	[NULL]	=7	=0	
=436	=12	=4	=135	=False	[NULL]	=3	=0	
=437	=12	=4	=137	=False	[NULL]	=2	=0	
=438	=12	=4	=139	=False	[NULL]	=27	=0	
=439	=12	=4	=143	=False	[NULL]	=7	=0	
=440	=12	=4	=146	=False	[NULL]	=11	=0	
=441	=12	=4	=148	=False	[NULL]	=14	=0	
=442	=12	=4	=149	=False	[NULL]	=25	=0	
=443	=12	=4	=150	=False	[NULL]	=12	=0	
=444	=12	=4	=166	=False	[NULL]	=2	=0	
=445	=12	=4	=167	=False	[NULL]	=1	=0	
=446	=12	=4	=168	=False	[NULL]	=5	=0	
=447	=12	=4	=170	=False	[NULL]	=6	=0	
=448	=12	=4	=171	=False	[NULL]	=6	=0	
=449	=12	=4	=192	=False	[NULL]	=480	=0	
=450	=12	=4	=212	=False	[NULL]	=6	=0	
=451	=12	=4	=218	=False	[NULL]	=2	=0	
=452	=12	=4	=287	=False	[NULL]	=4	=0	
=453	=12	=4	=296	=False	[NULL]	=11	=0	
=454	=12	=4	=492	=False	[NULL]	=10	=0	
=455	=12	=4	=506	=False	[NULL]	=6	=0	
=456	=12	=4	=563	=False	[NULL]	=4	=0	
=457	=12	=4	=630	=False	[NULL]	=4	=0	
=458	=12	=4	=636	=False	[NULL]	=9	=0	
=459	=12	=4	=639	=False	[NULL]	=2	=0	
=460	=12	=4	=666	=False	[NULL]	=3	=0	
=461	=12	=4	=671	=False	[NULL]	=4	=0	
=462	=12	=4	=677	=False	[NULL]	=3	=0	
=463	=12	=15	=13	=False	[NULL]	=-45	=0	
=464	=12	=15	=14	=False	[NULL]	=-29	=0	
=465	=12	=15	=34	=False	[NULL]	=-2	=0	
=466	=12	=15	=41	=False	[NULL]	=-2	=0	
=467	=12	=15	=43	=False	[NULL]	=-18	=0	
=468	=12	=15	=45	=False	[NULL]	=-4	=0	
=469	=12	=15	=49	=False	[NULL]	=-5	=0	
=470	=12	=15	=52	=False	[NULL]	=-14	=0	
=471	=12	=15	=53	=False	[NULL]	=-3	=0	
=472	=12	=15	=72	=False	[NULL]	=-3	=0	
=473	=12	=15	=76	=False	[NULL]	=-7	=0	
=474	=12	=15	=97	=False	[NULL]	=-2	=0	
=475	=12	=15	=102	=False	[NULL]	=-3	=0	
=476	=12	=15	=134	=False	[NULL]	=-7	=0	
=477	=12	=15	=135	=False	[NULL]	=-3	=0	
=478	=12	=15	=137	=False	[NULL]	=-2	=0	
=479	=12	=15	=139	=False	[NULL]	=-27	=0	
=480	=12	=15	=143	=False	[NULL]	=-7	=0	
=481	=12	=15	=146	=False	[NULL]	=-11	=0	
=482	=12	=15	=148	=False	[NULL]	=-14	=0	
=483	=12	=15	=149	=False	[NULL]	=-25	=0	
=484	=12	=15	=150	=False	[NULL]	=-12	=0	
=485	=12	=15	=166	=False	[NULL]	=-2	=0	
=486	=12	=15	=167	=False	[NULL]	=-1	=0	
