Id	WarehouseTransactionHistoryId	WarehouseId	ItemId	Active	ObservedQuantity	AdjustmentQuantity	FutureObservedAdjustmentQuantity	
=89	=7	=15	=636	=True	[NULL]	=9	=0	
=90	=7	=15	=639	=True	[NULL]	=2	=0	
=91	=7	=15	=666	=True	[NULL]	=3	=0	
=92	=7	=15	=671	=True	[NULL]	=4	=0	
=93	=7	=15	=677	=True	[NULL]	=3	=0	
=94	=8	=4	=13	=True	[NULL]	=-33	=0	
=95	=8	=4	=14	=True	[NULL]	=-24	=0	
=96	=8	=4	=43	=True	[NULL]	=-15	=0	
=97	=8	=4	=492	=True	[NULL]	=-2	=0	
=98	=9	=4	=13	=True	[NULL]	=-6	=0	
=99	=9	=4	=14	=True	[NULL]	=-1	=0	
=100	=9	=4	=43	=True	[NULL]	=-3	=0	
=101	=9	=4	=171	=True	[NULL]	=-4	=0	
=102	=9	=4	=492	=True	[NULL]	=-2	=0	
=103	=9	=12	=13	=True	[NULL]	=6	=0	
=104	=9	=12	=14	=True	[NULL]	=1	=0	
=105	=9	=12	=43	=True	[NULL]	=3	=0	
=106	=9	=12	=171	=True	[NULL]	=4	=0	
=107	=9	=12	=492	=True	[NULL]	=2	=0	
