Id	WarehouseId	ItemId	Quantity	ParLevel	ParPackId	
=166	=5	=156	=0	[NULL]	[NULL]	
=167	=5	=162	=2	[NULL]	[NULL]	
=168	=5	=212	=3	[NULL]	[NULL]	
=169	=5	=224	=1	[NULL]	[NULL]	
=170	=5	=245	=2	[NULL]	[NULL]	
=171	=5	=246	=6	[NULL]	[NULL]	
=172	=5	=295	=0	[NULL]	[NULL]	
=173	=5	=296	=2	[NULL]	[NULL]	
=174	=5	=297	=0	[NULL]	[NULL]	
=175	=5	=401	=0	[NULL]	[NULL]	
=176	=5	=425	=0	[NULL]	[NULL]	
=177	=5	=474	=0	[NULL]	[NULL]	
=178	=5	=488	=0	[NULL]	[NULL]	
=179	=5	=506	=1	[NULL]	[NULL]	
=180	=5	=563	=1	[NULL]	[NULL]	
=181	=5	=622	=0	[NULL]	[NULL]	
=182	=5	=628	=4	[NULL]	[NULL]	
=183	=5	=636	=3	[NULL]	[NULL]	
=184	=5	=666	=2	[NULL]	[NULL]	
=185	=5	=670	=3	[NULL]	[NULL]	
=186	=5	=672	=9	[NULL]	[NULL]	
=187	=5	=673	=0	[NULL]	[NULL]	
=188	=5	=674	=2	[NULL]	[NULL]	
